mapping_id,tourist_place_id,business_id,business_type,distance_km,estimated_travel_time_minutes,relationship_type,priority
MAP003283,DEST05908,BUS003283,homestay,1.09,5,nearby,5
MAP003284,DEST05908,BUS003284,dhaba,1.2,5,nearby,5
MAP003285,DEST05908,BUS003285,hotel,2.09,8,nearby,5
MAP003286,DEST05908,BUS003286,cafe,2.97,11,nearby,5
MAP003287,DEST05908,BUS003287,guest_house,3.88,15,close,5
MAP003288,DEST05908,BUS003288,homestay,5.28,15,surrounding,5
MAP003289,DEST05909,BUS003289,hotel,0.48,5,very_near,5
MAP003290,DEST05909,BUS003290,restaurant,0.56,6,very_near,5
MAP003291,DEST05909,BUS003291,homestay,1.09,5,nearby,5
MAP003292,DEST05909,BUS003292,dhaba,1.2,5,nearby,5
MAP003293,DEST05909,BUS003293,hotel,2.09,8,nearby,5
MAP003294,DEST05909,BUS003294,cafe,2.97,11,nearby,5
MAP003295,DEST05909,BUS003295,guest_house,3.88,15,close,5
MAP003296,DEST05909,BUS003296,homestay,5.28,15,surrounding,5
MAP003297,DEST05910,BUS003297,hotel,0.48,5,very_near,5
MAP003298,DEST05910,BUS003298,restaurant,0.56,6,very_near,5
MAP003299,DEST05910,BUS003299,homestay,1.09,5,nearby,5
MAP003300,DEST05910,BUS003300,dhaba,1.2,5,nearby,5
MAP003301,DEST05910,BUS003301,hotel,2.09,8,nearby,5
MAP003302,DEST05910,BUS003302,cafe,2.97,11,nearby,5
MAP003303,DEST05910,BUS003303,guest_house,3.88,15,close,5
MAP003304,DEST05910,BUS003304,homestay,5.28,15,surrounding,5
MAP003305,DEST05911,BUS003305,hotel,0.48,5,very_near,5
MAP003306,DEST05911,BUS003306,restaurant,0.56,6,very_near,5
MAP003307,DEST05911,BUS003307,homestay,1.09,5,nearby,5
MAP003308,DEST05911,BUS003308,dhaba,1.2,5,nearby,5
MAP003309,DEST05911,BUS003309,hotel,2.09,8,nearby,5
MAP003310,DEST05911,BUS003310,cafe,2.97,11,nearby,5
MAP003311,DEST05911,BUS003311,guest_house,3.88,15,close,5
MAP003312,DEST05911,BUS003312,homestay,5.28,15,surrounding,5
MAP003313,DEST05912,BUS003313,hotel,0.48,5,very_near,5
MAP003314,DEST05912,BUS003314,restaurant,0.56,6,very_near,5
MAP003315,DEST05912,BUS003315,homestay,1.09,5,nearby,5
MAP003316,DEST05912,BUS003316,dhaba,1.2,5,nearby,5
MAP003317,DEST05912,BUS003317,hotel,2.09,8,nearby,5
MAP003318,DEST05912,BUS003318,cafe,2.97,11,nearby,5
MAP003319,DEST05912,BUS003319,guest_house,3.88,15,close,5
MAP003320,DEST05912,BUS003320,homestay,5.28,15,surrounding,5
MAP003321,DEST05913,BUS003321,hotel,0.48,5,very_near,5
MAP003322,DEST05913,BUS003322,restaurant,0.56,6,very_near,5
MAP003323,DEST05913,BUS003323,homestay,1.09,5,nearby,5
MAP003324,DEST05913,BUS003324,dhaba,1.2,5,nearby,5
MAP003325,DEST05913,BUS003325,hotel,2.09,8,nearby,5
MAP003326,DEST05913,BUS003326,cafe,2.97,11,nearby,5
MAP003327,DEST05913,BUS003327,guest_house,3.88,15,close,5
MAP003328,DEST05913,BUS003328,homestay,5.28,15,surrounding,5
MAP003329,DEST05914,BUS003329,hotel,0.48,5,very_near,5
MAP003330,DEST05914,BUS003330,restaurant,0.56,6,very_near,5
MAP003331,DEST05914,BUS003331,homestay,1.09,5,nearby,5
MAP003332,DEST05914,BUS003332,dhaba,1.2,5,nearby,5
MAP003333,DEST05914,BUS003333,hotel,2.09,8,nearby,5
MAP003334,DEST05914,BUS003334,cafe,2.97,11,nearby,5
MAP003335,DEST05914,BUS003335,guest_house,3.88,15,close,5
MAP003336,DEST05914,BUS003336,homestay,5.27,15,surrounding,5
MAP003337,DEST05915,BUS003337,hotel,0.48,5,very_near,5
MAP003338,DEST05915,BUS003338,restaurant,0.57,6,very_near,5
MAP003339,DEST05915,BUS003339,homestay,1.09,5,nearby,5
MAP003340,DEST05915,BUS003340,dhaba,1.2,5,nearby,5
MAP003341,DEST05915,BUS003341,hotel,2.09,8,nearby,5
MAP003342,DEST05915,BUS003342,cafe,2.98,11,nearby,5
MAP003343,DEST05915,BUS003343,guest_house,3.89,15,close,5
MAP003344,DEST05915,BUS003344,homestay,5.29,15,surrounding,5
MAP003345,DEST05916,BUS003345,hotel,0.48,5,very_near,5
MAP003346,DEST05916,BUS003346,restaurant,0.57,6,very_near,5
MAP003347,DEST05916,BUS003347,homestay,1.09,5,nearby,5
MAP003348,DEST05916,BUS003348,dhaba,1.2,5,nearby,5
MAP003349,DEST05916,BUS003349,hotel,2.09,8,nearby,5
MAP003350,DEST05916,BUS003350,cafe,2.98,11,nearby,5
MAP003351,DEST05916,BUS003351,guest_house,3.89,15,close,5
MAP003352,DEST05916,BUS003352,homestay,5.29,15,surrounding,5
MAP003353,DEST05917,BUS003353,hotel,0.48,5,very_near,5
MAP003354,DEST05917,BUS003354,restaurant,0.56,6,very_near,5
MAP003355,DEST05917,BUS003355,homestay,1.09,5,nearby,5
MAP003356,DEST05917,BUS003356,dhaba,1.2,5,nearby,5
MAP003357,DEST05917,BUS003357,hotel,2.09,8,nearby,5
MAP003358,DEST05917,BUS003358,cafe,2.97,11,nearby,5
MAP003359,DEST05917,BUS003359,guest_house,3.88,15,close,5
MAP003360,DEST05917,BUS003360,homestay,5.28,15,surrounding,5
MAP003361,DEST05918,BUS003361,hotel,0.48,5,very_near,5
MAP003362,DEST05918,BUS003362,restaurant,0.56,6,very_near,5
MAP003363,DEST05918,BUS003363,homestay,1.09,5,nearby,5
MAP003364,DEST05918,BUS003364,dhaba,1.2,5,nearby,5
MAP003365,DEST05918,BUS003365,hotel,2.09,8,nearby,5
MAP003366,DEST05918,BUS003366,cafe,2.97,11,nearby,5
MAP003367,DEST05918,BUS003367,guest_house,3.88,15,close,5
MAP003368,DEST05918,BUS003368,homestay,5.27,15,surrounding,5
MAP003369,DEST05919,BUS003369,hotel,0.48,5,very_near,5
MAP003370,DEST05919,BUS003370,restaurant,0.56,6,very_near,5
MAP003371,DEST05919,BUS003371,homestay,1.09,5,nearby,5
MAP003372,DEST05919,BUS003372,dhaba,1.2,5,nearby,5
MAP003373,DEST05919,BUS003373,hotel,2.09,8,nearby,5
MAP003374,DEST05919,BUS003374,cafe,2.97,11,nearby,5
MAP003375,DEST05919,BUS003375,guest_house,3.88,15,close,5
MAP003376,DEST05919,BUS003376,homestay,5.27,15,surrounding,5
MAP003377,DEST05920,BUS003377,hotel,0.48,5,very_near,5
MAP003378,DEST05920,BUS003378,restaurant,0.56,6,very_near,5
MAP003379,DEST05920,BUS003379,homestay,1.09,5,nearby,5
MAP003380,DEST05920,BUS003380,dhaba,1.2,5,nearby,5
MAP003381,DEST05920,BUS003381,hotel,2.09,8,nearby,5
MAP003382,DEST05920,BUS003382,cafe,2.97,11,nearby,5
MAP003383,DEST05920,BUS003383,guest_house,3.88,15,close,5
MAP003384,DEST05920,BUS003384,homestay,5.27,15,surrounding,5
MAP003385,DEST05921,BUS003385,hotel,0.48,5,very_near,5
MAP003386,DEST05921,BUS003386,restaurant,0.56,6,very_near,5
MAP003387,DEST05921,BUS003387,homestay,1.09,5,nearby,5
MAP003388,DEST05921,BUS003388,dhaba,1.2,5,nearby,5
MAP003389,DEST05921,BUS003389,hotel,2.09,8,nearby,5
MAP003390,DEST05921,BUS003390,cafe,2.97,11,nearby,5
MAP003391,DEST05921,BUS003391,guest_house,3.89,15,close,5
MAP003392,DEST05921,BUS003392,homestay,5.28,15,surrounding,5
MAP003393,DEST05922,BUS003393,hotel,0.48,5,very_near,5
MAP003394,DEST05922,BUS003394,restaurant,0.57,6,very_near,5
MAP003395,DEST05922,BUS003395,homestay,1.09,5,nearby,5
MAP003396,DEST05922,BUS003396,dhaba,1.2,5,nearby,5
MAP003397,DEST05922,BUS003397,hotel,2.09,8,nearby,5
MAP003398,DEST05922,BUS003398,cafe,2.98,11,nearby,5
MAP003399,DEST05922,BUS003399,guest_house,3.89,15,close,5
MAP003400,DEST05922,BUS003400,homestay,5.29,15,surrounding,5
MAP003401,DEST05936,BUS003401,hotel,0.48,5,very_near,5
MAP003402,DEST05936,BUS003402,restaurant,0.56,6,very_near,5
MAP003403,DEST05936,BUS003403,homestay,1.08,5,nearby,5
MAP003404,DEST05936,BUS003404,dhaba,1.19,5,nearby,5
MAP003405,DEST05936,BUS003405,hotel,2.07,8,nearby,5
MAP003406,DEST05936,BUS003406,cafe,2.95,11,nearby,5
MAP003407,DEST05936,BUS003407,guest_house,3.86,15,close,5
MAP003408,DEST05936,BUS003408,homestay,5.24,15,surrounding,5
MAP003409,DEST05937,BUS003409,hotel,0.48,5,very_near,5
MAP003410,DEST05937,BUS003410,restaurant,0.56,6,very_near,5
MAP003411,DEST05937,BUS003411,homestay,1.09,5,nearby,5
MAP003412,DEST05937,BUS003412,dhaba,1.19,5,nearby,5
MAP003413,DEST05937,BUS003413,hotel,2.07,8,nearby,5
MAP003414,DEST05937,BUS003414,cafe,2.95,11,nearby,5
MAP003415,DEST05937,BUS003415,guest_house,3.86,15,close,5
MAP003416,DEST05937,BUS003416,homestay,5.25,15,surrounding,5
MAP003417,DEST05938,BUS003417,hotel,0.48,5,very_near,5
MAP003418,DEST05938,BUS003418,restaurant,0.56,6,very_near,5
MAP003419,DEST05938,BUS003419,homestay,1.08,5,nearby,5
MAP003420,DEST05938,BUS003420,dhaba,1.19,5,nearby,5
MAP003421,DEST05938,BUS003421,hotel,2.07,8,nearby,5
MAP003422,DEST05938,BUS003422,cafe,2.95,11,nearby,5
MAP003423,DEST05938,BUS003423,guest_house,3.86,15,close,5
MAP003424,DEST05938,BUS003424,homestay,5.25,15,surrounding,5
MAP003425,DEST05939,BUS003425,hotel,0.48,5,very_near,5
MAP003426,DEST05939,BUS003426,restaurant,0.56,6,very_near,5
MAP003427,DEST05939,BUS003427,homestay,1.09,5,nearby,5
MAP003428,DEST05939,BUS003428,dhaba,1.19,5,nearby,5
MAP003429,DEST05939,BUS003429,hotel,2.08,8,nearby,5
MAP003430,DEST05939,BUS003430,cafe,2.95,11,nearby,5
MAP003431,DEST05939,BUS003431,guest_house,3.86,15,close,5
MAP003432,DEST05939,BUS003432,homestay,5.25,15,surrounding,5
MAP003433,DEST05940,BUS003433,hotel,0.48,5,very_near,5
MAP003434,DEST05940,BUS003434,restaurant,0.56,6,very_near,5
MAP003435,DEST05940,BUS003435,homestay,1.08,5,nearby,5
MAP003436,DEST05940,BUS003436,dhaba,1.19,5,nearby,5
MAP003437,DEST05940,BUS003437,hotel,2.07,8,nearby,5
MAP003438,DEST05940,BUS003438,cafe,2.95,11,nearby,5
MAP003439,DEST05940,BUS003439,guest_house,3.86,15,close,5
MAP003440,DEST05940,BUS003440,homestay,5.25,15,surrounding,5
MAP003441,DEST05941,BUS003441,hotel,0.48,5,very_near,5
MAP003442,DEST05941,BUS003442,restaurant,0.56,6,very_near,5
MAP003443,DEST05941,BUS003443,homestay,1.08,5,nearby,5
MAP003444,DEST05941,BUS003444,dhaba,1.19,5,nearby,5
MAP003445,DEST05941,BUS003445,hotel,2.07,8,nearby,5
MAP003446,DEST05941,BUS003446,cafe,2.95,11,nearby,5
MAP003447,DEST05941,BUS003447,guest_house,3.86,15,close,5
MAP003448,DEST05941,BUS003448,homestay,5.25,15,surrounding,5
MAP003449,DEST05942,BUS003449,hotel,0.48,5,very_near,5
MAP003450,DEST05942,BUS003450,restaurant,0.56,6,very_near,5
MAP003451,DEST05942,BUS003451,homestay,1.08,5,nearby,5
MAP003452,DEST05942,BUS003452,dhaba,1.19,5,nearby,5
MAP003453,DEST05942,BUS003453,hotel,2.07,8,nearby,5
MAP003454,DEST05942,BUS003454,cafe,2.95,11,nearby,5
MAP003455,DEST05942,BUS003455,guest_house,3.86,15,close,5
MAP003456,DEST05942,BUS003456,homestay,5.24,15,surrounding,5
MAP003457,DEST05943,BUS003457,hotel,0.48,5,very_near,5
MAP003458,DEST05943,BUS003458,restaurant,0.56,6,very_near,5
MAP003459,DEST05943,BUS003459,homestay,1.08,5,nearby,5
MAP003460,DEST05943,BUS003460,dhaba,1.19,5,nearby,5
MAP003461,DEST05943,BUS003461,hotel,2.07,8,nearby,5
MAP003462,DEST05943,BUS003462,cafe,2.95,11,nearby,5
MAP003463,DEST05943,BUS003463,guest_house,3.86,15,close,5
MAP003464,DEST05943,BUS003464,homestay,5.24,15,surrounding,5
MAP003465,DEST05944,BUS003465,hotel,0.48,5,very_near,5
MAP003466,DEST05944,BUS003466,restaurant,0.56,6,very_near,5
MAP003467,DEST05944,BUS003467,homestay,1.08,5,nearby,5
MAP003468,DEST05944,BUS003468,dhaba,1.19,5,nearby,5
MAP003469,DEST05944,BUS003469,hotel,2.07,8,nearby,5
MAP003470,DEST05944,BUS003470,cafe,2.95,11,nearby,5
MAP003471,DEST05944,BUS003471,guest_house,3.86,15,close,5
MAP003472,DEST05944,BUS003472,homestay,5.24,15,surrounding,5
MAP003473,DEST05945,BUS003473,hotel,0.48,5,very_near,5
MAP003474,DEST05945,BUS003474,restaurant,0.56,6,very_near,5
MAP003475,DEST05945,BUS003475,homestay,1.08,5,nearby,5
MAP003476,DEST05945,BUS003476,dhaba,1.19,5,nearby,5
MAP003477,DEST05945,BUS003477,hotel,2.07,8,nearby,5
MAP003478,DEST05945,BUS003478,cafe,2.95,11,nearby,5
MAP003479,DEST05945,BUS003479,guest_house,3.86,15,close,5
MAP003480,DEST05945,BUS003480,homestay,5.24,15,surrounding,5
MAP003481,DEST05946,BUS003481,hotel,0.48,5,very_near,5
MAP003482,DEST05946,BUS003482,restaurant,0.56,6,very_near,5
MAP003483,DEST05946,BUS003483,homestay,1.08,5,nearby,5
MAP003484,DEST05946,BUS003484,dhaba,1.19,5,nearby,5
MAP003485,DEST05946,BUS003485,hotel,2.07,8,nearby,5
MAP003486,DEST05946,BUS003486,cafe,2.95,11,nearby,5
MAP003487,DEST05946,BUS003487,guest_house,3.86,15,close,5
MAP003488,DEST05946,BUS003488,homestay,5.24,15,surrounding,5
MAP003489,DEST05947,BUS003489,hotel,0.48,5,very_near,5
MAP003490,DEST05947,BUS003490,restaurant,0.56,6,very_near,5
MAP003491,DEST05947,BUS003491,homestay,1.08,5,nearby,5
MAP003492,DEST05947,BUS003492,dhaba,1.19,5,nearby,5
MAP003493,DEST05947,BUS003493,hotel,2.07,8,nearby,5
MAP003494,DEST05947,BUS003494,cafe,2.95,11,nearby,5
MAP003495,DEST05947,BUS003495,guest_house,3.86,15,close,5
MAP003496,DEST05947,BUS003496,homestay,5.24,15,surrounding,5
MAP003497,DEST05948,BUS003497,hotel,0.48,5,very_near,5
MAP003498,DEST05948,BUS003498,restaurant,0.56,6,very_near,5
MAP003499,DEST05948,BUS003499,homestay,1.08,5,nearby,5
MAP003500,DEST05948,BUS003500,dhaba,1.19,5,nearby,5
MAP003501,DEST05948,BUS003501,hotel,2.07,8,nearby,5
MAP003502,DEST05948,BUS003502,cafe,2.95,11,nearby,5
MAP003503,DEST05948,BUS003503,guest_house,3.86,15,close,5
MAP003504,DEST05948,BUS003504,homestay,5.24,15,surrounding,5
MAP003505,DEST05949,BUS003505,hotel,0.48,5,very_near,5
MAP003506,DEST05949,BUS003506,restaurant,0.56,6,very_near,5
MAP003507,DEST05949,BUS003507,homestay,1.08,5,nearby,5
MAP003508,DEST05949,BUS003508,dhaba,1.19,5,nearby,5
MAP003509,DEST05949,BUS003509,hotel,2.07,8,nearby,5
MAP003510,DEST05949,BUS003510,cafe,2.95,11,nearby,5
MAP003511,DEST05949,BUS003511,guest_house,3.86,15,close,5
MAP003512,DEST05949,BUS003512,homestay,5.24,15,surrounding,5
MAP003513,DEST05950,BUS003513,hotel,0.48,5,very_near,5
MAP003514,DEST05950,BUS003514,restaurant,0.56,6,very_near,5
MAP003515,DEST05950,BUS003515,homestay,1.08,5,nearby,5
MAP003516,DEST05950,BUS003516,dhaba,1.19,5,nearby,5
MAP003517,DEST05950,BUS003517,hotel,2.07,8,nearby,5
MAP003518,DEST05950,BUS003518,cafe,2.95,11,nearby,5
MAP003519,DEST05950,BUS003519,guest_house,3.86,15,close,5
MAP003520,DEST05950,BUS003520,homestay,5.24,15,surrounding,5
MAP003521,DEST05951,BUS003521,hotel,0.48,5,very_near,5
MAP003522,DEST05951,BUS003522,restaurant,0.56,6,very_near,5
MAP003523,DEST05951,BUS003523,homestay,1.08,5,nearby,5
MAP003524,DEST05951,BUS003524,dhaba,1.19,5,nearby,5
MAP003525,DEST05951,BUS003525,hotel,2.07,8,nearby,5
MAP003526,DEST05951,BUS003526,cafe,2.95,11,nearby,5
MAP003527,DEST05951,BUS003527,guest_house,3.86,15,close,5
MAP003528,DEST05951,BUS003528,homestay,5.24,15,surrounding,5
MAP003529,DEST05952,BUS003529,hotel,0.48,5,very_near,5
MAP003530,DEST05952,BUS003530,restaurant,0.56,6,very_near,5
MAP003531,DEST05952,BUS003531,homestay,1.08,5,nearby,5
MAP003532,DEST05952,BUS003532,dhaba,1.19,5,nearby,5
MAP003533,DEST05952,BUS003533,hotel,2.07,8,nearby,5
MAP003534,DEST05952,BUS003534,cafe,2.95,11,nearby,5
MAP003535,DEST05952,BUS003535,guest_house,3.86,15,close,5
MAP003536,DEST05952,BUS003536,homestay,5.24,15,surrounding,5
MAP003537,DEST05953,BUS003537,hotel,0.48,5,very_near,5
MAP003538,DEST05953,BUS003538,restaurant,0.56,6,very_near,5
MAP003539,DEST05953,BUS003539,homestay,1.08,5,nearby,5
MAP003540,DEST05953,BUS003540,dhaba,1.19,5,nearby,5
MAP003541,DEST05953,BUS003541,hotel,2.07,8,nearby,5
MAP003542,DEST05953,BUS003542,cafe,2.95,11,nearby,5
MAP003543,DEST05953,BUS003543,guest_house,3.86,15,close,5
MAP003544,DEST05953,BUS003544,homestay,5.24,15,surrounding,5
MAP003545,DEST05954,BUS003545,hotel,0.48,5,very_near,5
MAP003546,DEST05954,BUS003546,restaurant,0.56,6,very_near,5
MAP003547,DEST05954,BUS003547,homestay,1.08,5,nearby,5
MAP003548,DEST05954,BUS003548,dhaba,1.19,5,nearby,5
MAP003549,DEST05954,BUS003549,hotel,2.07,8,nearby,5
MAP003550,DEST05954,BUS003550,cafe,2.95,11,nearby,5
MAP003551,DEST05954,BUS003551,guest_house,3.86,15,close,5
MAP003552,DEST05954,BUS003552,homestay,5.24,15,surrounding,5
MAP003553,DEST05955,BUS003553,hotel,0.48,5,very_near,5
MAP003554,DEST05955,BUS003554,restaurant,0.56,6,very_near,5
MAP003555,DEST05955,BUS003555,homestay,1.08,5,nearby,5
MAP003556,DEST05955,BUS003556,dhaba,1.19,5,nearby,5
MAP003557,DEST05955,BUS003557,hotel,2.07,8,nearby,5
MAP003558,DEST05955,BUS003558,cafe,2.95,11,nearby,5
MAP003559,DEST05955,BUS003559,guest_house,3.86,15,close,5
MAP003560,DEST05955,BUS003560,homestay,5.24,15,surrounding,5
MAP003561,DEST05956,BUS003561,hotel,0.48,5,very_near,5
MAP003562,DEST05956,BUS003562,restaurant,0.56,6,very_near,5
MAP003563,DEST05956,BUS003563,homestay,1.08,5,nearby,5
MAP003564,DEST05956,BUS003564,dhaba,1.19,5,nearby,5
MAP003565,DEST05956,BUS003565,hotel,2.07,8,nearby,5
MAP003566,DEST05956,BUS003566,cafe,2.95,11,nearby,5
MAP003567,DEST05956,BUS003567,guest_house,3.86,15,close,5
MAP003568,DEST05956,BUS003568,homestay,5.24,15,surrounding,5
MAP003569,DEST05957,BUS003569,hotel,0.48,5,very_near,5
MAP003570,DEST05957,BUS003570,restaurant,0.56,6,very_near,5
MAP003571,DEST05957,BUS003571,homestay,1.08,5,nearby,5
MAP003572,DEST05957,BUS003572,dhaba,1.19,5,nearby,5
MAP003573,DEST05957,BUS003573,hotel,2.07,8,nearby,5
MAP003574,DEST05957,BUS003574,cafe,2.95,11,nearby,5
MAP003575,DEST05957,BUS003575,guest_house,3.86,15,close,5
MAP003576,DEST05957,BUS003576,homestay,5.24,15,surrounding,5
MAP003577,DEST05958,BUS003577,hotel,0.48,5,very_near,5
MAP003578,DEST05958,BUS003578,restaurant,0.56,6,very_near,5
MAP003579,DEST05958,BUS003579,homestay,1.08,5,nearby,5
MAP003580,DEST05958,BUS003580,dhaba,1.19,5,nearby,5
MAP003581,DEST05958,BUS003581,hotel,2.07,8,nearby,5
MAP003582,DEST05958,BUS003582,cafe,2.95,11,nearby,5
MAP003583,DEST05958,BUS003583,guest_house,3.86,15,close,5
MAP003584,DEST05958,BUS003584,homestay,5.24,15,surrounding,5
MAP003585,DEST05959,BUS003585,hotel,0.48,5,very_near,5
MAP003586,DEST05959,BUS003586,restaurant,0.56,6,very_near,5
MAP003587,DEST05959,BUS003587,homestay,1.08,5,nearby,5
MAP003588,DEST05959,BUS003588,dhaba,1.19,5,nearby,5
MAP003589,DEST05959,BUS003589,hotel,2.07,8,nearby,5
MAP003590,DEST05959,BUS003590,cafe,2.95,11,nearby,5
MAP003591,DEST05959,BUS003591,guest_house,3.86,15,close,5
MAP003592,DEST05959,BUS003592,homestay,5.24,15,surrounding,5
MAP003593,DEST05960,BUS003593,hotel,0.48,5,very_near,5
MAP003594,DEST05960,BUS003594,restaurant,0.56,6,very_near,5
MAP003595,DEST05960,BUS003595,homestay,1.08,5,nearby,5
MAP003596,DEST05960,BUS003596,dhaba,1.19,5,nearby,5
MAP003597,DEST05960,BUS003597,hotel,2.07,8,nearby,5
MAP003598,DEST05960,BUS003598,cafe,2.95,11,nearby,5
MAP003599,DEST05960,BUS003599,guest_house,3.86,15,close,5
MAP003600,DEST05960,BUS003600,homestay,5.24,15,surrounding,5
MAP003601,DEST06664,BUS003601,hotel,0.49,5,very_near,5
MAP003602,DEST06664,BUS003602,restaurant,0.57,6,very_near,5
MAP003603,DEST06664,BUS003603,homestay,1.1,5,nearby,5
MAP003604,DEST06664,BUS003604,dhaba,1.21,5,nearby,5
MAP003605,DEST06664,BUS003605,hotel,2.1,8,nearby,5
MAP003606,DEST06664,BUS003606,cafe,2.99,11,nearby,5
MAP003607,DEST06664,BUS003607,guest_house,3.91,15,close,5
MAP003608,DEST06664,BUS003608,homestay,5.32,15,surrounding,5
MAP003609,DEST06665,BUS003609,hotel,0.49,5,very_near,5
MAP003610,DEST06665,BUS003610,restaurant,0.57,6,very_near,5
MAP003611,DEST06665,BUS003611,homestay,1.1,5,nearby,5
MAP003612,DEST06665,BUS003612,dhaba,1.21,5,nearby,5
MAP003613,DEST06665,BUS003613,hotel,2.1,8,nearby,5
MAP003614,DEST06665,BUS003614,cafe,2.99,11,nearby,5
MAP003615,DEST06665,BUS003615,guest_house,3.91,15,close,5
MAP003616,DEST06665,BUS003616,homestay,5.31,15,surrounding,5
MAP003617,DEST06666,BUS003617,hotel,0.49,5,very_near,5
MAP003618,DEST06666,BUS003618,restaurant,0.57,6,very_near,5
MAP003619,DEST06666,BUS003619,homestay,1.1,5,nearby,5
MAP003620,DEST06666,BUS003620,dhaba,1.2,5,nearby,5
MAP003621,DEST06666,BUS003621,hotel,2.1,8,nearby,5
MAP003622,DEST06666,BUS003622,cafe,2.99,11,nearby,5
MAP003623,DEST06666,BUS003623,guest_house,3.9,15,close,5
MAP003624,DEST06666,BUS003624,homestay,5.3,15,surrounding,5
MAP003625,DEST06667,BUS003625,hotel,0.49,5,very_near,5
MAP003626,DEST06667,BUS003626,restaurant,0.57,6,very_near,5
MAP003627,DEST06667,BUS003627,homestay,1.1,5,nearby,5
MAP003628,DEST06667,BUS003628,dhaba,1.21,5,nearby,5
MAP003629,DEST06667,BUS003629,hotel,2.1,8,nearby,5
MAP003630,DEST06667,BUS003630,cafe,2.99,11,nearby,5
MAP003631,DEST06667,BUS003631,guest_house,3.91,15,close,5
MAP003632,DEST06667,BUS003632,homestay,5.31,15,surrounding,5
MAP003633,DEST06668,BUS003633,hotel,0.49,5,very_near,5
MAP003634,DEST06668,BUS003634,restaurant,0.57,6,very_near,5
MAP003635,DEST06668,BUS003635,homestay,1.1,5,nearby,5
MAP003636,DEST06668,BUS003636,dhaba,1.21,5,nearby,5
MAP003637,DEST06668,BUS003637,hotel,2.1,8,nearby,5
MAP003638,DEST06668,BUS003638,cafe,2.99,11,nearby,5
MAP003639,DEST06668,BUS003639,guest_house,3.91,15,close,5
MAP003640,DEST06668,BUS003640,homestay,5.32,15,surrounding,5
MAP003641,DEST06669,BUS003641,hotel,0.49,5,very_near,5
MAP003642,DEST06669,BUS003642,restaurant,0.57,6,very_near,5
MAP003643,DEST06669,BUS003643,homestay,1.1,5,nearby,5
MAP003644,DEST06669,BUS003644,dhaba,1.21,5,nearby,5
MAP003645,DEST06669,BUS003645,hotel,2.1,8,nearby,5
MAP003646,DEST06669,BUS003646,cafe,2.99,11,nearby,5
MAP003647,DEST06669,BUS003647,guest_house,3.91,15,close,5
MAP003648,DEST06669,BUS003648,homestay,5.32,15,surrounding,5
MAP003649,DEST06670,BUS003649,hotel,0.49,5,very_near,5
MAP003650,DEST06670,BUS003650,restaurant,0.57,6,very_near,5
MAP003651,DEST06670,BUS003651,homestay,1.1,5,nearby,5
MAP003652,DEST06670,BUS003652,dhaba,1.21,5,nearby,5
MAP003653,DEST06670,BUS003653,hotel,2.1,8,nearby,5
MAP003654,DEST06670,BUS003654,cafe,2.99,11,nearby,5
MAP003655,DEST06670,BUS003655,guest_house,3.91,15,close,5
MAP003656,DEST06670,BUS003656,homestay,5.32,15,surrounding,5
MAP003657,DEST06671,BUS003657,hotel,0.49,5,very_near,5
MAP003658,DEST06671,BUS003658,restaurant,0.57,6,very_near,5
MAP003659,DEST06671,BUS003659,homestay,1.1,5,nearby,5
MAP003660,DEST06671,BUS003660,dhaba,1.21,5,nearby,5
MAP003661,DEST06671,BUS003661,hotel,2.1,8,nearby,5
MAP003662,DEST06671,BUS003662,cafe,2.99,11,nearby,5
MAP003663,DEST06671,BUS003663,guest_house,3.91,15,close,5
MAP003664,DEST06671,BUS003664,homestay,5.32,15,surrounding,5
MAP003665,DEST06672,BUS003665,hotel,0.49,5,very_near,5
MAP003666,DEST06672,BUS003666,restaurant,0.57,6,very_near,5
MAP003667,DEST06672,BUS003667,homestay,1.1,5,nearby,5
MAP003668,DEST06672,BUS003668,dhaba,1.21,5,nearby,5
MAP003669,DEST06672,BUS003669,hotel,2.1,8,nearby,5
MAP003670,DEST06672,BUS003670,cafe,2.99,11,nearby,5
MAP003671,DEST06672,BUS003671,guest_house,3.91,15,close,5
MAP003672,DEST06672,BUS003672,homestay,5.32,15,surrounding,5
MAP003673,DEST06673,BUS003673,hotel,0.49,5,very_near,5
MAP003674,DEST06673,BUS003674,restaurant,0.57,6,very_near,5
MAP003675,DEST06673,BUS003675,homestay,1.1,5,nearby,5
MAP003676,DEST06673,BUS003676,dhaba,1.21,5,nearby,5
MAP003677,DEST06673,BUS003677,hotel,2.1,8,nearby,5
MAP003678,DEST06673,BUS003678,cafe,2.99,11,nearby,5
MAP003679,DEST06673,BUS003679,guest_house,3.91,15,close,5
MAP003680,DEST06673,BUS003680,homestay,5.32,15,surrounding,5
MAP003681,DEST06674,BUS003681,hotel,0.49,5,very_near,5
MAP003682,DEST06674,BUS003682,restaurant,0.57,6,very_near,5
MAP003683,DEST06674,BUS003683,homestay,1.1,5,nearby,5
MAP003684,DEST06674,BUS003684,dhaba,1.21,5,nearby,5
MAP003685,DEST06674,BUS003685,hotel,2.11,8,nearby,5
MAP003686,DEST06674,BUS003686,cafe,3.01,12,close,5
MAP003687,DEST06674,BUS003687,guest_house,3.92,15,close,5
MAP003688,DEST06674,BUS003688,homestay,5.34,15,surrounding,5
MAP003689,DEST06675,BUS003689,hotel,0.49,5,very_near,5
