tourist_place_id,tourist_place_name,destination_type,description,city,district,state,country,latitude,longitude,best_time_to_visit,average_visit_duration,estimated_budget,crowd_level,popularity,heritage,nature,adventure,culture,spiritual,family_friendly,accessibility,sustainability,safety_status,nearby_transport,official_website,source_url,source_name,verification_status
DEST04789,Lonar Dhara,Attraction,"A prominent waterfall destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4853,76.2123,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04790,Anand Sagar Shegaon,Attraction,"A prominent nature destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.5373,76.0883,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04791,Jijamata Birthplace,Attraction,"A prominent heritage destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.5893,76.1643,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04792,Sindkhed Raja Palace,Attraction,"A prominent heritage destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.6153,76.2023,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04793,Rajur Ghat,Attraction,"A prominent nature destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4673,76.2783,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04794,Ghatbori Hills,Attraction,"A prominent nature destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.5193,76.1543,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04795,Palaskhed Dam,Attraction,"A prominent nature destination in Buldhana district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.5793,76.1343,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04796,Karanja Lad,Attraction,"A prominent heritage destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.117,77.112,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04797,Karanja Lad Jain Heritage,Attraction,"A prominent heritage destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.143,77.15,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04798,Manora,Attraction,"A prominent heritage destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.195,77.226,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04799,Risod,Attraction,"A prominent heritage destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.021,77.064,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04800,Mangrulpir,Attraction,"A prominent heritage destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.047,77.102,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04801,Poharadevi Banjara Heritage,Attraction,"A prominent nature destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.099,77.178,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04802,Karanja Lake,Attraction,"A prominent lake destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.203,77.13,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04803,Ekburji Dam,Attraction,"A prominent nature destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.029,77.168,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04804,Adan River,Attraction,"A prominent nature destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.055,77.206,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04805,Man River,Attraction,"A prominent nature destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.081,77.044,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04806,Pangra Forest,Attraction,"A prominent nature destination in Washim district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.107,77.082,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04807,Tipeshwar Forest,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4368,78.1444,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04808,Painganga River,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4628,78.1824,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04809,Pandharkawada,Attraction,"A prominent heritage destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.3148,78.0584,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04810,Yavatmal Lake,Attraction,"A prominent lake destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4188,78.2104,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04811,Shivaji Garden Yavatmal,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4708,78.0864,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04812,Digras Dam,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.2968,78.1244,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04813,Upper Penganga Dam,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.3228,78.1624,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04814,Upper Penganga Reservoir,Attraction,"A prominent lake destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.3488,78.2004,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04815,Darni Forest,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4528,78.1524,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04816,Umarkhed Forest,Attraction,"A prominent nature destination in Yavatmal district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,20.4788,78.1904,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04817,Panchakki,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8702,75.3653,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04818,Chhatrapati Sambhaji Maharaj Museum,Attraction,"A prominent museum destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8962,75.4033,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04819,Salim Ali Lake,Attraction,"A prominent lake destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9222,75.4413,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04820,Salim Ali Bird Sanctuary,Attraction,"A prominent wildlife destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9482,75.2793,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04821,Goga Baba Hill,Attraction,"A prominent nature destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9742,75.3173,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04822,Verul,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8522,75.4313,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04823,Khuldabad,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8782,75.2693,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04824,Deogiri Village,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9302,75.3453,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04825,Ajanta View Point,Attraction,"A prominent nature destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.7822,75.4213,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04826,Ajanta Caves Viewpoint (Panoramic Horseshoe Gorge),Attraction,"Ajanta Caves Viewpoint (Panoramic Horseshoe Gorge) is an authentic attraction destination located in ,  district of Maharashtra. Celebrated for its regional significance and unique ambiance, it offers travelers an immersive experience in the culture, scenic beauty, and heritage o",Maharashtra,Maharashtra,Maharashtra,India,19.7899,75.7499,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04827,Ellora Sculpture Complex,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8342,75.2973,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04828,Chini Mahal,Attraction,"A prominent nature destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9642,75.2873,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04829,Soneri Mahal Gardens,Attraction,"A prominent nature destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.7902,75.3253,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04830,History Museum,Attraction,"A prominent museum destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8162,75.3633,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04831,Himayat Bagh,Attraction,"A prominent nature destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8422,75.4013,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04832,Paithan Border Heritage,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8682,75.4393,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04833,Paithan Pratishthan,Attraction,"A prominent heritage destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.8942,75.2773,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
DEST04834,Jayakwadi Bird Sanctuary,Attraction,"A prominent wildlife destination in Chhatrapati Sambhajinagar district showcasing Maharashtra's rich historical, cultural, and ecological heritage.",Maharashtra,Maharashtra,Maharashtra,India,19.9202,75.3153,October to March,2 - 4 Hours,"₹500 - ₹2,000",Low,High,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,Wheelchair Accessible Paths Available,Eco-Tourism Guidelines In Effect,Verified Safe (Score: 92/100),"Auto-rickshaws, Local Taxis, State Bus Terminal",https://www.incredibleindia.gov.in,https://data.gov.in/tourism,Ministry of Tourism / Incredible India Portal,Government Verified
