"attraction_id","attraction_name","city_name","state_name","district_name","attraction_type","category","tourism_type","significance","unesco_status","asi_status","protected_area_status","ramsar_status","source_name","source_url","evidence_notes"
"ATT000505","Gopachal Parvat Rock-Cut Jain Colossi","Gwalior","Madhya Pradesh","Gwalior","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Monolithic 15th-century rock-cut Jain Tirthankara colossi carved into the vertical cliffs of Gwalior Fort hill, ASI protected."
"ATT000506","Gwalior Fort Ensemble","Gwalior","Madhya Pradesh","Gwalior","Historical","Fort","Heritage Tourism","Architectural","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","8th-century hilltop fortress containing the blue-tiled Man Singh Palace, Teli Ka Mandir, and Saas Bahu Temples, ASI protected, UNESCO Tentative List."
"ATT000507","Jai Vilas Palace and Scindia Museum","Gwalior","Madhya Pradesh","Gwalior","Historical","Palace","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","19th-century European palace built by Maharaja Jayaji Rao Scindia, featuring the world's heaviest chandeliers and a solid silver dining model train."
"ATT000508","Tomb of Tansen and Muhammad Ghaus","Gwalior","Madhya Pradesh","Gwalior","Historical","Monument","Cultural Tourism","Cultural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Mughal tomb of legendary musical maestro Tansen, host of the annual Tansen Samaroh classical music festival, ASI protected."
"ATT000509","Adamgarh Rock Shelters","Hoshangabad","Madhya Pradesh","Narmadapuram","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Prehistoric rock shelters with Mesolithic rock paintings depicting animal figures and hunting scenes, ASI protected."
"ATT000510","Satpura Tiger Reserve","Hoshangabad","Madhya Pradesh","Narmadapuram","Wildlife","Tiger Reserve","Wildlife Tourism","Ecological","Tentative List","Not ASI Protected","Tiger Reserve","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/6532/","1,427 sq km rugged highland ecosystem in the Pachmarhi Biosphere Reserve, UNESCO Tentative List."
"ATT000511","Sethani Ghat, Narmada Riverfront","Hoshangabad","Madhya Pradesh","Narmadapuram","Religious","Riverfront","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Monumental 19th-century stone bathing ghat on River Narmada, one of the largest ghat structures in central India."
"ATT000512","Kanch Mandir (Glass Temple)","Indore","Madhya Pradesh","Indore","Religious","Temple","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Exquisite 1903 Digambar Jain temple built by Sir Seth Hukam Chand, decorated entirely with cut glass, mirrors, and glass mosaics."
"ATT000513","Lal Bagh Palace","Indore","Madhya Pradesh","Indore","Historical","Palace","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Grand European-style palace of Maharaja Shivaji Rao Holkar spread over 72 acres, featuring Buckingham Palace replica iron gates."
"ATT000514","Rajwada Palace","Indore","Madhya Pradesh","Indore","Historical","Palace","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Seven-storey historic palace of the Holkar dynasty built in 1766 blending Maratha, Mughal, and French architectural styles."
"ATT000515","Sirpur Wetland","Indore","Madhya Pradesh","Indore","Natural","Lake","Nature Tourism","Ecological","None","Not ASI Protected","None","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2483","Designated Ramsar site created by the Holkar dynasty, shallow freshwater lake hosting over 130 species of waterfowl."
"ATT000516","Bori Wildlife Sanctuary","Itarsi","Madhya Pradesh","Narmadapuram","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Madhya Pradesh Forest Department","https://forest.mponline.gov.in/","Established in 1865, India's oldest forest reserve protecting bamboo and teak forests and tiger corridors."
"ATT000517","Tawa Dam and Reservoir","Itarsi","Madhya Pradesh","Narmadapuram","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Massive reservoir at the confluence of Tawa and Denwa rivers on the edge of Satpura Tiger Reserve."
"ATT000518","Balancing Rock of Jabalpur","Jabalpur","Madhya Pradesh","Jabalpur","Natural","Geological Formation","Nature Tourism","Scientific","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Unique geological wonder of a colossal boulder precariously balanced on the tip of another rock, surviving a 6.5 magnitude earthquake."
"ATT000519","Bhedaghat Marble Rocks and Dhuandhar Falls","Jabalpur","Madhya Pradesh","Jabalpur","Natural","Waterfall","Nature Tourism","Natural","Tentative List","Not ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/6531/","Dramatic 100-foot white marble gorge carved by the Narmada River and 30-meter cascading Dhuandhar mist waterfall, UNESCO Tentative List."
"ATT000520","Chausath Yogini Temple, Bhedaghat","Jabalpur","Madhya Pradesh","Jabalpur","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","10th-century Kalachuri hypaethral circular stone temple containing 64 exquisitely sculpted Yogini statues, ASI protected."
"ATT000521","Madan Mahal Fort","Jabalpur","Madhya Pradesh","Jabalpur","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","11th-century Gond military watchtower fortress built by Raja Madan Shah on an isolated rocky ridge, ASI protected."
"ATT000522","Deojhir Shiva Temple","Jhabua","Madhya Pradesh","Jhabua","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Jhabua","https://jhabua.nic.in/","Ancient temple of Lord Shiva located on a perennial subterranean spring (Jhiri) 8 km from Jhabua."
"ATT000523","Rangpura Lake and Park","Jhabua","Madhya Pradesh","Jhabua","Natural","Lake","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","District Administration Jhabua","https://jhabua.nic.in/","Scenic natural lake and municipal picnic destination on the outskirts of Jhabua."
"ATT000524","Archaeological Museum Khajuraho","Khajuraho","Madhya Pradesh","Chhatarpur","Cultural","Museum","Cultural Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","ASI museum displaying exceptional Chandela-period stone sculptures and architectural fragments salvaged from ruined temples."
"ATT000525","Khajuraho Eastern and Southern Temple Group","Khajuraho","Madhya Pradesh","Chhatarpur","Historical","Archaeological Site","Heritage Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ensemble of Parsvanatha and Adinatha Jain temples and Dulhadeo Shiva temple, UNESCO World Heritage Site."
"ATT000526","Khajuraho Group of Monuments (Western Group)","Khajuraho","Madhya Pradesh","Chhatarpur","Historical","Archaeological Site","Heritage Tourism","Architectural","World Heritage","ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/list/383/","UNESCO World Heritage Site of 10th-11th century Chandela nagara temples, including Kandariya Mahadeva and Lakshmana temples, ASI protected."
"ATT000527","Indira Sagar Dam","Khandwa","Madhya Pradesh","Khandwa","Natural","Lake","Nature Tourism","Scientific","None","Not ASI Protected","None","Not Ramsar","Narmada Hydroelectric Development Corporation","https://nhdcindia.com/","India's largest water reservoir by volume (12.22 billion cubic meters) on the Narmada River."
"ATT000528","Kishore Kumar Memorial and Gauri Kunj","Khandwa","Madhya Pradesh","Khandwa","Cultural","Memorial","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","District Administration Khandwa","https://khandwa.nic.in/","Memorial auditorium and museum dedicated to the legendary playback singer and actor Kishore Kumar at his birthplace."
"ATT000529","Omkareshwar Jyotirlinga Temple Complex","Khandwa","Madhya Pradesh","Khandwa","Religious","Temple","Religious Tourism","Religious","None","ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","One of the twelve revered Jyotirlingas, situated on Mandhata island shaped like the sacred Hindu symbol 'Om' on Narmada River, ASI protected."
"ATT000530","Navgraha Temple, Khargone","Khargone","Madhya Pradesh","Khargone","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Khargone","https://khargone.nic.in/","Historic 600-year-old temple dedicated to the nine planetary deities on the banks of Kunda River."
"ATT000531","Oon Group of Temples (Khajuraho of Nimar)","Khargone","Madhya Pradesh","Khargone","Historical","Archaeological Site","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Group of 11th-12th century Paramara-era Hindu and Jain stone temples featuring rich carvings, ASI protected."
"ATT000532","Ahilya Fort and Rajwada","Maheshwar","Madhya Pradesh","Khargone","Historical","Palace","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","18th-century riverside palace fortress of visionary Holkar queen Rajmata Ahilyabai Holkar overlooking the Narmada."
"ATT000533","Maheshwar Narmada Ghats and Temples","Maheshwar","Madhya Pradesh","Khargone","Historical","Riverfront","Heritage Tourism","Architectural","Tentative List","Not ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/tentativelists/","Grand stone cenotaphs (Chhatris) and stepped riverfront ghats praised for symmetrical beauty, UNESCO Tentative List."
"ATT000534","Rehwa Society Handloom Heritage Centre","Maheshwar","Madhya Pradesh","Khargone","Cultural","Historic Settlement","Cultural Tourism","Cultural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Living craft cooperative preserving traditional 5th-century Maheshwari saree handloom weaving inside the fort."
"ATT000535","Mandla Fort and Narmada Riverfront","Mandla","Madhya Pradesh","Mandla","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Mandla","https://mandla.nic.in/","17th-century Gond fortress built by Raja Narendra Shah, encircled on three sides by a picturesque loop of the Narmada River."
"ATT000536","Ramnagar Palace Ensemble (Moti Mahal)","Mandla","Madhya Pradesh","Mandla","Historical","Palace","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1667 CE royal palace complex built by Gond king Hriday Shah on the banks of Narmada River, ASI protected."
"ATT000537","Mandsaur Fort and Sondani Pillars","Mandsaur","Madhya Pradesh","Mandsaur","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","6th-century monolithic victory pillars of King Yashodharman commemorating victory over the Hunas, ASI protected."
"ATT000538","Pashupatinath Temple, Mandsaur","Mandsaur","Madhya Pradesh","Mandsaur","Religious","Temple","Religious Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Ancient temple on the Shivna River housing a rare eight-faced (Ashtamukhi) monolithic Shiva lingam dating to the 5th-6th century."
"ATT000539","Bateshwar Group of Temples","Morena","Madhya Pradesh","Morena","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Cluster of nearly 200 8th-10th century Gurjara-Pratihara stone temples dedicated to Shiva and Vishnu, meticulously restored by ASI."
"ATT000540","Chausath Yogini Temple, Mitawali","Morena","Madhya Pradesh","Morena","Historical","Archaeological Site","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Circular 1323 CE hypaethral stone temple of 64 yoginis on a 100-foot hill, architectural inspiration for the Indian Parliament House, ASI protected."
"ATT000541","Garhi Padavali Fortress and Temple","Morena","Madhya Pradesh","Morena","Historical","Fort","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","18th-century Jat fortress built around a 10th-century temple mandapa richly carved with mythological reliefs, ASI protected."
"ATT000542","Kakanmath Temple, Sihoniya","Morena","Madhya Pradesh","Morena","Historical","Archaeological Site","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Towering 115-foot 11th-century Kachchhapaghata stone Shiva temple standing without any lime mortar, ASI protected."
"ATT000543","Roopnath Rock Inscription of Ashoka","Murwara","Madhya Pradesh","Katni","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","3rd-century BCE Minor Rock Edict of Emperor Ashoka inscribed in Brahmi script near three sacred natural rock pools, ASI protected."
"ATT000544","Vijayraghavgarh Fort","Murwara","Madhya Pradesh","Katni","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","1826 CE sandstone fortress constructed by Raja Prayagdas, scene of anti-British rebellion in 1857, ASI protected."
"ATT000545","Bramhan Ghat on Narmada","Narsimhapur","Madhya Pradesh","Narsinghpur","Religious","Riverfront","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Narsinghpur","https://narsinghpur.nic.in/","Sacred confluence where Saraswati and Warahi streams meet the Narmada, famous for Rani Durgavati temple and Makar Sankranti mela."
"ATT000546","Narsingh Temple","Narsimhapur","Madhya Pradesh","Narsinghpur","Religious","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Narsinghpur","https://narsinghpur.nic.in/","18th-century temple dedicated to Lord Narasimha built by Jat Sardars, after which the city was named."
"ATT000547","Narsinghgarh Fort (Kashmir-e-Malwa)","Narsinghgarh","Madhya Pradesh","Rajgarh","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","300-year-old royal fortress perched on a hill above Paras Ram Lake, renowned as 'Kashmir-e-Malwa' for its scenic beauty."
"ATT000548","Narsinghgarh Wildlife Sanctuary (Chidikho Lake)","Narsinghgarh","Madhya Pradesh","Rajgarh","Wildlife","Wildlife Sanctuary","Wildlife Tourism","Ecological","None","Not ASI Protected","Wildlife Sanctuary","Not Ramsar","Madhya Pradesh Forest Department","https://forest.mponline.gov.in/","57 sq km sanctuary surrounding the heart-shaped Chidikho Lake, protecting peacocks, leopards, and over 160 species of birds."
"ATT000549","Narwar Fort","Narwar","Madhya Pradesh","Shivpuri","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ancient 8 sq km fortress atop an isolated 500-foot ridge, historic capital of Raja Nala of Mahabharata fame, ASI protected."
"ATT000550","Bhadwamata Temple","Neemuch","Madhya Pradesh","Neemuch","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Neemuch","https://neemuch.nic.in/","Famous marble Shaktipeeth temple dedicated to Mahamaya Bhadwamata, renowned for sacred curative water baoli."
"ATT000551","Sukhanand Dham","Neemuch","Madhya Pradesh","Neemuch","Natural","Waterfall","Nature Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Neemuch","https://neemuch.nic.in/","Ancient rock-cut cave temple of Sage Sukadeva with a natural perennial mountain waterfall in the Aravalli hills."
"ATT000552","Nowgong Colonial Heritage Enclave","Nowgong","Madhya Pradesh","Chhatarpur","Historical","Historic Settlement","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Chhatarpur","https://chhatarpur.nic.in/","Historic 19th-century British Bundelkhand Agency cantonment town featuring colonial administrative architecture and churches."
"ATT000553","Chaturbhuj Temple, Orchha","Orchha","Madhya Pradesh","Niwari","Historical","Temple","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Massive 105-meter tall cathedral-like stone temple built on a high plinth with soaring shikhara towers, ASI protected."
"ATT000554","Chhatris of Orchha (Royal Cenotaphs)","Orchha","Madhya Pradesh","Niwari","Historical","Monument","Heritage Tourism","Architectural","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Ensemble of 14 spired royal cenotaphs of Bundela rulers standing along the rocky banks of River Betwa, ASI protected."
"ATT000555","Orchha Fort Complex (Raja Mahal and Jahangir Mahal)","Orchha","Madhya Pradesh","Niwari","Historical","Fort","Heritage Tourism","Architectural","Tentative List","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","16th-century fortified palace island on the Betwa River built by Bundela kings Rudra Pratap and Bir Singh Deo, UNESCO Tentative List."
"ATT000556","Ram Raja Temple","Orchha","Madhya Pradesh","Niwari","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Only temple in India where Lord Rama is worshipped as a reigning King with a daily police guard of honour."
"ATT000557","Jugal Kishore Temple","Panna","Madhya Pradesh","Panna","Religious","Temple","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Panna","https://panna.nic.in/","18th-century temple built by Raja Hindupat Singh in Bundela-Mughal style, housing an idol of Lord Krishna studded with a diamond."
"ATT000558","Pandav Falls and Caves","Panna","Madhya Pradesh","Panna","Natural","Waterfall","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Spectacular 30-meter waterfall fed by natural springs plunging into a heart-shaped pool surrounded by ancient caves."
"ATT000559","Panna National Park and Tiger Reserve","Panna","Madhya Pradesh","Panna","Wildlife","Tiger Reserve","Wildlife Tourism","Ecological","None","Not ASI Protected","Tiger Reserve","Not Ramsar","National Tiger Conservation Authority","https://ntca.gov.in/","542 sq km tiger habitat along the gorges of Ken River, designated UNESCO Biosphere Reserve in 2020."
"ATT000560","Buddhist Monuments at Sanchi","Raisen","Madhya Pradesh","Raisen","Historical","Archaeological Site","Heritage Tourism","Archaeological","World Heritage","ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/list/524/","UNESCO World Heritage Site founded by Emperor Ashoka in 3rd century BCE, featuring the Great Stupa and carved stone Toranas, ASI protected."
"ATT000561","Raisen Fort","Raisen","Madhya Pradesh","Raisen","Historical","Fort","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Formidable 13th-century hilltop fortress with 9 gateways, massive stone bastions, and ancient water harvesting tanks, ASI protected."
"ATT000562","Rock Shelters of Bhimbetka","Raisen","Madhya Pradesh","Raisen","Historical","Archaeological Site","Heritage Tourism","Archaeological","World Heritage","ASI Protected","None","Not Ramsar","UNESCO World Heritage Centre","https://whc.unesco.org/en/list/925/","UNESCO World Heritage Site with over 500 painted prehistoric rock shelters dating from the Upper Paleolithic to historic eras, ASI protected."
"ATT000563","Jalpa Mata Temple, Rajgarh","Rajgarh","Madhya Pradesh","Rajgarh","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Rajgarh","https://rajgarh.nic.in/","Sacred hilltop temple dedicated to Goddess Jalpa offering panoramic vistas of the surrounding Malwa plains."
"ATT000564","Bilpakeshwar Temple, Bilpank","Ratlam","Madhya Pradesh","Ratlam","Historical","Temple","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","10th-11th century stone temple of Lord Shiva built in Gurjara-Chalukya style by King Siddharaja Jayasimha, ASI protected."
"ATT000565","Cactus Garden, Sailana","Ratlam","Madhya Pradesh","Ratlam","Natural","Botanical Attraction","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","One of Asia's largest private cactus gardens inside the Sailana Palace, cultivating over 1,200 species of cacti."
"ATT000566","Chachai Falls","Rewa","Madhya Pradesh","Rewa","Natural","Waterfall","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","One of the highest waterfalls in Madhya Pradesh with a sheer drop of 130 meters on the Bihad River."
"ATT000567","Keoti Waterfall","Rewa","Madhya Pradesh","Rewa","Natural","Waterfall","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Spectacular 98-meter vertical drop waterfall on the Mahana River flowing down the Rewa plateau into the Ganga basin."
"ATT000568","Rewa Fort and Palace Museum","Rewa","Madhya Pradesh","Rewa","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Rewa","https://rewa.nic.in/","Historic seat of the Baghel Maharajas on the confluence of Beehar and Bichiya rivers, displaying the original white tiger Mohan's gallery."
"ATT000569","Eran Archaeological Site","Sagar","Madhya Pradesh","Sagar","Historical","Archaeological Site","Heritage Tourism","Archaeological","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","5th-century Gupta-period site containing a colossal monolithic Varaha zoomorphic boar sculpture and inscribed pillar, ASI protected."
"ATT000570","Rahatgarh Waterfalls and Fort","Sagar","Madhya Pradesh","Sagar","Natural","Waterfall","Nature Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Picturesque 50-foot waterfall on the Bina River flanked by the historic battlements of Rahatgarh Fort."
"ATT000571","Tomb of Baz Bahadur and Rani Roopmati","Sarangpur","Madhya Pradesh","Rajgarh","Historical","Monument","Heritage Tourism","Historical","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Historic 16th-century stone cenotaph on the Kali Sindh River commemorating the legendary romance of Sultan Baz Bahadur and Rani Roopmati, ASI protected."
"ATT000572","Maa Sharda Devi Temple, Maihar","Satna","Madhya Pradesh","Satna","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Famous temple of Goddess Saraswati (Sharda) atop the 600-foot Trikuta Hill approached by 1,063 stone steps, home of the Maihar Senia gharana."
"ATT000573","Madhavgarh Fort","Satna","Madhya Pradesh","Satna","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Satna","https://satna.nic.in/","Historic fortress on the banks of Tons River built by Rewa ruler Maharaja Vishwanath Singh in the 18th century."
"ATT000574","All Saints Church, Sehore","Sehore","Madhya Pradesh","Sehore","Historical","Church","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","District Administration Sehore","https://sehore.nic.in/","1838 neo-Gothic stone church built by British political agent J.W. Osborne, exact replica of a parish church in Scotland."
"ATT000575","Ganesh Mandir, Gopalpur","Sehore","Madhya Pradesh","Sehore","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Sehore","https://sehore.nic.in/","Ancient temple of Lord Ganesha said to have been consecrated by legendary King Vikramaditya of Ujjain."
"ATT000576","Amodagarh Eco-Tourism Site","Seoni","Madhya Pradesh","Seoni","Natural","Ghat","Eco Tourism","Natural","None","Not ASI Protected","None","Not Ramsar","District Administration Seoni","https://seoni.nic.in/","Spectacular rocky canyon on the Seoni-Mandla highway, historically associated with the wild lair of Mowgli."
"ATT000577","Pench Tiger Reserve (Mowgli's Land)","Seoni","Madhya Pradesh","Seoni","Wildlife","Tiger Reserve","Wildlife Tourism","Ecological","None","Not ASI Protected","Tiger Reserve","Not Ramsar","National Tiger Conservation Authority","https://ntca.gov.in/","Premier 758 sq km teak and mixed forest tiger reserve that inspired Rudyard Kipling's famous work The Jungle Book."
"ATT000578","Virat Temple, Sohagpur","Shahdol","Madhya Pradesh","Shahdol","Historical","Archaeological Site","Heritage Tourism","Architectural","None","ASI Protected","None","Not Ramsar","Archaeological Survey of India","https://asi.nic.in/","Soaring 11th-century Kalachuri Nagara stone temple dedicated to Lord Shiva, featuring ornate celestial sculptures, ASI protected."
"ATT000579","Bageshwari Mata Temple","Shajapur","Madhya Pradesh","Shajapur","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","District Administration Shajapur","https://shajapur.nic.in/","Historic Shakta shrine in Shajapur town attracting thousands of regional devotees during Navratri."
"ATT000580","Jama Masjid Shajapur","Shajapur","Madhya Pradesh","Shajapur","Historical","Mosque","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Shajapur","https://shajapur.nic.in/","17th-century Mughal mosque built during the reign of Emperor Shah Jahan, who founded the town of Shajahanpur (Shajapur)."
"ATT000581","Kuno National Park","Sheopur","Madhya Pradesh","Sheopur","Wildlife","National Park","Wildlife Tourism","Ecological","None","Not ASI Protected","National Park","Not Ramsar","National Tiger Conservation Authority / MoEFCC","https://moef.gov.in/","748 sq km dry deciduous wildlife sanctuary chosen as the historic site for Project Cheetah, reintroducing cheetahs to India."
"ATT000582","Sheopur Fort","Sheopur","Madhya Pradesh","Sheopur","Historical","Fort","Heritage Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","District Administration Sheopur","https://sheopur.nic.in/","Ancient fortress built on the banks of Seep River by Gaur Rajput kings in the 11th century."
"ATT000583","Chhatris of Scindia Dynasty","Shivpuri","Madhya Pradesh","Shivpuri","Historical","Monument","Heritage Tourism","Architectural","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Exquisite marble cenotaphs of Madho Rao Scindia and Maharani Sakhya Raje Scindia set in formal Mughal charbagh gardens."
"ATT000584","Madhav National Park and Sakhya Sagar Lake","Shivpuri","Madhya Pradesh","Shivpuri","Wildlife","National Park","Wildlife Tourism","Ecological","None","Not ASI Protected","National Park","Ramsar Site","Ramsar Convention on Wetlands","https://rsis.ramsar.org/ris/2485","354 sq km national park and designated Ramsar wetland lake, former royal hunting preserve of the Scindias with George Castle."
"ATT000585","Kal Bhairav Temple, Ujjain","Ujjain","Madhya Pradesh","Ujjain","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Tantric temple dedicated to the guardian deity of Ujjain, where devotees offer liquor as sacred prasad."
"ATT000586","Mahakaleshwar Jyotirlinga and Mahakal Lok","Ujjain","Madhya Pradesh","Ujjain","Religious","Temple","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Shri Mahakaleshwar Temple Management Committee","https://shrimahakaleshwar.com/","One of the twelve sacred Jyotirlingas, the only Dakshinmukhi (south-facing) Jyotirlinga, famed for the pre-dawn Bhasma Aarti and 900m Mahakal Lok corridor."
"ATT000587","Ram Ghat on Shipra River","Ujjain","Madhya Pradesh","Ujjain","Religious","Riverfront","Religious Tourism","Religious","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Oldest sacred bathing ghat in ancient Avantika, primary venue of the Kumbh Mela (Simhastha) held once every 12 years."
"ATT000588","Sandipani Ashram","Ujjain","Madhya Pradesh","Ujjain","Religious","Archaeological Site","Religious Tourism","Historical","None","Not ASI Protected","None","Not Ramsar","Madhya Pradesh Tourism","https://www.mptourism.com/","Ancient hermitage where Lord Krishna, Balarama, and Sudama received their education from Guru Sandipani."
"ATT000589","Vedh Shala (Jantar Mantar Ujjain)","Ujjain","Madhya Pradesh","Ujjain","Historical","Monument","Heritage Tourism","Scientific","None","Not ASI Protected","None","Not Ramsar","Archaeological Survey of India / MP Tourism","https://www.mptourism.com/","Astronomical masonry observatory built in 1719 by Maharaja Sawai Jai Singh II at the prime meridian of ancient Indian astronomy."
