city_name,state_name,verified_cultural_asset_count,cultural_category_count,traditional_art_count,handicraft_count,handloom_count,music_count,dance_count,theatre_count,food_heritage_count,tribal_culture_count,folk_tradition_count,unesco_ich_count,gi_count,officially_recognized_count,living_tradition_count,data_completeness_percentage,score_confidence,Cultural_Asset_Count_Score,Cultural_Diversity_Score,Cultural_Significance_Score,Cultural_Recognition_Score,Living_Tradition_Score,Cultural_Uniqueness_Score,Cultural_Authenticity_Evidence_Score,Overall_Cultural_Score
Karimnagar,Telangana,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Khammam,Telangana,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,80,65.14
Mahbubnagar,Telangana,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Nizamabad,Telangana,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Sangareddi,Telangana,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,60,65,70,65,80,59.84
Warangal,Telangana,2,2,1,0,1,0,0,0,0,0,0,0,2,2,2,100,High,69.05,52,88,90,87.5,92,100,81.26
Agartala,Tripura,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Agra,Uttar Pradesh,2,2,0,1,0,0,0,0,1,0,0,0,1,2,2,100,High,69.05,52,80,82.5,95,83.5,94,77.94
Aligarh,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Amroha,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Ayodhya,Uttar Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Azamgarh,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Bahraich,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Ballia,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,80,66.64
Banda,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Bara Banki,Uttar Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Bareilly,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Basti,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Bijnor,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Bithur,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Budaun,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Bulandshahr,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Deoria,Uttar Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,95,68.89
Etah,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Etawah,Uttar Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Faizabad,Uttar Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Farrukhabad-cum-Fatehgarh,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Fatehpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Fatehpur Sikri,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,100,50,70,65,100,66.59
Ghaziabad,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Ghazipur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Gonda,Uttar Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,95,68.89
Gorakhpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Hamirpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Hardoi,Uttar Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Hathras,Uttar Pradesh,2,2,0,0,0,0,0,1,0,0,0,0,1,2,2,100,High,69.05,52,86.5,89,92.5,88.5,97.5,80.66
Jalaun,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Jaunpur,Uttar Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Jhansi,Uttar Pradesh,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Kannauj,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Kanpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Lakhimpur,Uttar Pradesh,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,85,88,80,85,80,70.04
Lalitpur,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,85,85,95,72.79
Lucknow,Uttar Pradesh,3,2,0,2,0,0,1,0,0,0,0,0,2,3,3,100,High,81.9,52,87,89.33,95,89.67,98.33,83.85
Mainpuri,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Mathura,Uttar Pradesh,2,2,1,0,0,0,0,0,1,0,0,0,0,2,2,100,High,69.05,52,78.5,81.5,87.5,80,91.5,76.09
Meerut,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Mirzapur-Vindhyachal,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Moradabad,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Muzaffarnagar,Uttar Pradesh,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Partapgarh,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Pilibhit,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Prayagraj,Uttar Pradesh,2,2,0,0,0,0,0,0,0,0,1,1,1,2,2,100,High,69.05,52,94,95,92.5,96,100,83.81
Rae Bareli,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Rampur,Uttar Pradesh,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Saharanpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Sambhal,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Shahjahanpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Sitapur,Uttar Pradesh,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Sultanpur,Uttar Pradesh,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
Tehri,Uttar Pradesh,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Varanasi,Uttar Pradesh,5,5,0,0,1,1,0,1,0,0,2,2,1,5,5,100,High,100,100,94.6,85.6,92,88.4,97.6,94.71
Almora,Uttarakhand,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,100,High,69.05,52,88,90,87.5,92,100,81.26
Dehra Dun,Uttarakhand,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Haridwar,Uttarakhand,2,1,0,0,0,0,0,0,0,0,2,1,0,2,2,100,High,69.05,36,92.5,94,90,92.5,94,79.54
Mussoorie,Uttarakhand,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Nainital,Uttarakhand,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Pithoragarh,Uttarakhand,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Alipore,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Alipur Duar,West Bengal,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,88,66.34
Asansol,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Baharampur,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Bally,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,85,85,95,72.79
Balurghat,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Bankura,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Baranagar,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,85,75,88,66.84
Barasat,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Barrackpore,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,88,72.24
Basirhat,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Bhatpara,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,80,71.04
Bishnupur,West Bengal,2,2,0,0,1,0,0,0,0,0,0,0,1,2,2,100,High,69.05,52,94,92.5,90,78.5,100,81.44
Budge Budge,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,95,73.29
Burdwan,West Bengal,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Chandernagore,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Darjeeling,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Diamond Harbour,West Bengal,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,80,66.64
Dum Dum,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Durgapur,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,88,63.54
Halisahar,West Bengal,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,80,66.64
Haora,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,80,69.04
Hugli,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Ingraj Bazar,West Bengal,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Jalpaiguri,West Bengal,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,100,Medium,50.95,36,72,75,80,75,80,65.14
Kalimpong,West Bengal,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,88,72.74
Kamarhati,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,88,67.34
Kanchrapara,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,85,65,80,61.34
Kharagpur,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,85,88,90,85,80,71.04
Cooch Behar,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Kolkata,West Bengal,3,3,0,1,0,0,0,0,1,0,1,1,1,3,3,100,High,81.9,68,91,92.67,93.33,92.33,98.33,87.45
Krishnanagar,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Malda,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Midnapore,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Murshidabad,West Bengal,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Nabadwip,West Bengal,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,95,85,95,73.79
Palashi,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,85,88,70,85,95,71.29
Panihati,West Bengal,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,100,Medium,50.95,36,72,75,90,75,80,66.14
Purulia,West Bengal,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,100,High,50.95,36,100,100,95,100,100,80.09
Raiganj,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,80,62.34
Santipur,West Bengal,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Shantiniketan,West Bengal,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,100,90,80,92,100,76.29
Shrirampur,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,Medium,50.95,36,72,75,70,75,88,65.34
Siliguri,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,72,75,95,75,88,67.84
Siuri,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,100,High,50.95,36,88,90,95,92,100,75.99
Tamluk,West Bengal,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,85,88,85,85,95,72.79
Titagarh,West Bengal,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,100,Medium,50.95,36,60,65,95,65,95,64.59
