city_id,city_name,state_name,total_verified_attractions,natural_attraction_count,heritage_attraction_count,historical_attraction_count,cultural_attraction_count,religious_attraction_count,wildlife_attraction_count,unesco_attraction_count,asi_attraction_count,protected_attraction_count,ramsar_attraction_count,attraction_type_count,attraction_category_count,tourism_type_count,attraction_count_score,attraction_diversity_score,attraction_significance_score,attraction_recognition_score,natural_attraction_score,heritage_attraction_score,cultural_attraction_score,religious_attraction_score,wildlife_attraction_score,overall_attraction_score,data_completeness_percentage,score_confidence
CT0334,Chittaurgarh,Rajasthan,2,0,0,2,0,0,0,2,2,0,0,1,2,1,48.24,34.55,40.5,100,1,72.67,1,1,1,45.1,100,Medium
CT0335,Churu,Rajasthan,2,0,0,2,0,0,0,0,0,0,0,1,2,1,48.24,34.55,40.5,35,38.33,56.67,1,1,1,37.48,100,Medium
CT0336,Dhaulpur,Rajasthan,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,38.33,46.33,1,52,1,43.46,100,Medium
CT0337,Dungarpur,Rajasthan,2,0,0,2,0,0,0,0,0,0,0,1,1,1,48.24,30.3,32,35,1,47.33,1,1,1,30.69,100,Medium
CT0338,Ganganagar,Rajasthan,2,0,1,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,38.33,52,52,1,36.68,100,Medium
CT0339,Hanumangarh,Rajasthan,2,0,0,2,0,0,0,0,2,0,0,1,2,1,48.24,34.55,40.5,80,1,64.67,1,1,1,41.3,100,Medium
CT0340,Jaipur,Rajasthan,6,0,0,5,1,0,0,3,3,0,0,2,4,2,84.66,54.1,66,100,1,100,52,1,1,65.4,100,High
CT0341,Jaisalmer,Rajasthan,5,1,0,3,0,0,1,2,2,1,0,3,5,3,78.04,69.4,66,96.4,91,91,1,1,81.25,74.15,100,High
CT0342,Jalor,Rajasthan,2,0,0,2,0,0,0,0,1,0,0,1,2,1,48.24,34.55,40.5,67,1,64.67,1,1,1,39.35,100,Medium
CT0343,Jhalawar,Rajasthan,3,0,0,3,0,0,0,1,2,0,0,1,3,1,60.6,38.8,49,93,1,91,52,1,1,53.03,100,High
CT0344,Jhunjhunu,Rajasthan,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,1,56.67,1,52,1,37.23,100,Medium
CT0345,Jodhpur,Rajasthan,5,1,0,4,0,0,0,0,2,0,0,2,5,2,78.04,58.35,57.5,70.4,64.67,92,1,1,1,62.23,100,High
CT0346,Kishangarh,Rajasthan,2,0,0,2,0,0,0,0,0,0,0,1,2,1,48.24,34.55,40.5,35,1,56.67,52,1,1,36.3,100,Medium
CT0347,Kota,Rajasthan,3,1,0,2,0,0,0,0,0,0,0,2,2,2,60.6,45.6,49,35,46.33,47.33,1,1,1,43.31,100,High
CT0348,Merta,Rajasthan,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,52,1,26.3,100,Low
CT0349,Nagaur,Rajasthan,2,0,0,2,0,0,0,0,1,0,0,1,2,1,48.24,34.55,40.5,67,1,64.67,1,1,1,39.35,100,Medium
CT0350,Nathdwara,Rajasthan,2,0,0,0,1,1,0,0,0,0,0,2,2,1,48.24,41.35,40.5,35,1,56.67,52,84,1,39.73,100,Medium
CT0351,Pali,Rajasthan,2,0,0,1,0,0,1,0,1,1,0,2,2,2,48.24,45.6,49,76,54.33,46.33,1,1,70,49.41,100,Medium
CT0352,Phalodi,Rajasthan,2,0,0,1,0,0,1,0,0,0,0,2,2,2,48.24,45.6,40.5,35,46.33,38.33,1,1,58.75,40.1,100,Medium
CT0353,Pushkar,Rajasthan,3,0,0,0,0,3,0,0,0,0,0,1,2,1,60.6,34.55,23.5,35,38.33,47.33,1,100,1,38.95,100,High
CT0354,Sawai Madhopur,Rajasthan,2,0,0,1,0,0,1,1,1,1,0,2,2,2,48.24,45.6,40.5,100,54.33,54.33,1,1,81.25,52.81,100,Medium
CT0355,Shahpura,Rajasthan,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0356,Sikar,Rajasthan,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0357,Sirohi,Rajasthan,2,0,0,2,0,0,0,0,1,0,0,1,2,1,48.24,34.55,40.5,67,1,64.67,1,52,1,40.62,100,Medium
CT0358,Tonk,Rajasthan,2,0,0,2,0,0,0,0,2,0,0,1,2,1,48.24,34.55,49,80,1,64.67,1,1,1,42.57,100,Medium
CT0359,Udaipur,Rajasthan,5,1,0,4,0,0,0,0,0,0,0,2,3,2,78.04,49.85,40.5,35,75,84,1,1,1,52.9,100,High
CT0360,Gangtok,Sikkim,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0361,Gyalshing,Sikkim,2,0,2,0,0,0,0,0,1,0,0,1,2,1,48.24,34.55,32,67,1,64.67,1,52,1,39.35,100,Medium
CT0362,Lachung,Sikkim,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,56.67,1,52,1,40.49,100,Medium
CT0363,Mangan,Sikkim,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0364,Arcot,Tamil Nadu,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,1,1,28.03,100,Low
CT0365,Chengalpattu,Tamil Nadu,2,2,0,0,0,0,0,0,0,1,1,1,2,2,48.24,38.8,40.5,71,72.67,1,1,1,70,43.32,100,Medium
CT0366,Chennai,Tamil Nadu,5,2,2,0,0,1,0,0,1,1,0,3,5,4,78.04,73.65,66,70.4,72.67,83,1,84,81.25,70.55,100,High
CT0367,Chidambaram,Tamil Nadu,2,1,0,0,0,1,0,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,52,70,47.86,100,Medium
CT0368,Coimbatore,Tamil Nadu,3,0,0,0,1,2,0,0,0,0,0,2,2,2,60.6,45.6,49,49.67,1,65.67,52,100,1,47.83,100,High
CT0369,Cuddalore,Tamil Nadu,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,32,51,46.33,38.33,1,1,1,39.78,100,Medium
CT0370,Dharmapuri,Tamil Nadu,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0371,Dindigul,Tamil Nadu,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,1,1,1,31.83,100,Low
CT0372,Erode,Tamil Nadu,2,1,0,0,0,1,0,0,0,1,1,2,2,2,48.24,45.6,40.5,80,54.33,38.33,1,52,70,49.21,100,Medium
CT0373,Kanchipuram,Tamil Nadu,3,0,1,0,0,2,0,1,1,0,0,2,1,2,60.6,41.35,57.5,71.67,1,69.13,1,84,1,48.95,100,High
CT0374,Kanniyakumari,Tamil Nadu,3,1,0,0,2,0,0,0,0,0,0,2,2,2,60.6,45.6,40.5,35,46.33,47.33,68,52,1,46.66,100,High
CT0375,Kodaikanal,Tamil Nadu,2,2,0,0,0,0,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,64.67,1,1,1,1,32,100,Medium
CT0376,Kumbakonam,Tamil Nadu,2,0,1,0,0,1,0,1,1,0,0,2,1,2,48.24,41.35,40.5,87,1,63.33,1,68,1,45.25,100,Medium
CT0377,Madurai,Tamil Nadu,3,0,2,0,1,0,0,1,0,0,0,2,3,2,60.6,49.85,57.5,79.33,1,79.8,52,52,1,54.62,100,High
CT0378,Mamallapuram,Tamil Nadu,3,0,3,0,0,0,0,3,3,0,0,1,2,1,60.6,34.55,32,100,1,81.67,1,52,1,48.47,100,High
CT0379,Nagappattinam,Tamil Nadu,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,1,56.67,1,84,1,33.27,100,Medium
CT0380,Nagercoil,Tamil Nadu,2,0,1,0,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,1,64.67,1,52,1,41.56,100,Medium
CT0381,Palayamkottai,Tamil Nadu,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,52,1,26.3,100,Low
CT0382,Pudukkottai,Tamil Nadu,2,0,2,0,0,0,0,0,2,0,0,1,2,1,48.24,34.55,40.5,80,38.33,64.67,1,1,1,45.03,100,Medium
CT0383,Rajapalayam,Tamil Nadu,2,2,0,0,0,0,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,64.67,1,1,1,1,32,100,Medium
CT0384,Ramanathapuram,Tamil Nadu,3,0,2,0,0,1,0,1,0,0,0,2,3,2,60.6,49.85,32,79.33,1,79.8,1,52,1,48.25,100,High
CT0385,Salem,Tamil Nadu,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0386,Thanjavur,Tamil Nadu,2,0,2,0,0,0,0,1,1,0,0,1,2,1,48.24,34.55,40.5,96,1,72.67,1,52,1,45.77,100,Medium
CT0387,Tiruchchirappalli,Tamil Nadu,3,0,2,0,0,1,0,1,1,0,0,2,1,2,60.6,41.35,40.5,82,1,69.13,1,84,1,47.95,100,High
CT0388,Tirunelveli,Tamil Nadu,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0389,Tiruppur,Tamil Nadu,2,1,1,0,0,0,0,0,1,1,1,2,2,2,48.24,45.6,49,84,54.33,46.33,1,52,70,51.88,100,Medium
CT0390,Thoothukudi,Tamil Nadu,2,0,1,0,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,67,1,64.67,1,52,1,42.83,100,Medium
CT0391,Udhagamandalam,Tamil Nadu,4,3,1,0,0,0,0,2,0,1,0,2,4,3,70.2,58.35,49,92,91,64.67,1,1,81.25,64.53,100,High
CT0392,Vellore,Tamil Nadu,2,0,1,0,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,1,64.67,1,52,1,41.56,100,Medium
CT0393,Hyderabad,Telangana,6,0,4,0,2,0,0,3,2,0,0,2,5,3,84.66,62.6,49,85,38.33,96.8,84,1,1,67.32,100,High
CT0394,Karimnagar,Telangana,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,32,51,46.33,56.67,1,1,1,41.62,100,Medium
CT0395,Khammam,Telangana,2,0,1,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,32,51,38.33,38.33,52,1,1,41.53,100,Medium
CT0396,Mahbubnagar,Telangana,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,32,60,46.33,56.67,1,1,1,42.97,100,Medium
CT0397,Nizamabad,Telangana,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,32,51,46.33,38.33,1,1,1,39.78,100,Medium
CT0398,Sangareddi,Telangana,2,2,0,0,0,0,0,0,0,1,0,1,2,2,48.24,38.8,40.5,51,72.67,38.33,1,1,70,44.06,100,Medium
CT0399,Warangal,Telangana,3,0,2,0,0,1,0,2,2,0,0,2,2,2,60.6,45.6,40.5,83.33,1,78.47,1,68,1,49.54,100,High
CT0400,Agartala,Tripura,2,0,2,0,0,0,0,0,0,0,1,1,1,1,48.24,30.3,32,80,1,47.33,1,1,1,37.44,100,Medium
CT0401,Agra,Uttar Pradesh,6,0,0,5,0,0,1,2,5,1,1,2,4,2,84.66,54.1,57.5,100,72.67,100,1,1,70,70.47,100,High
CT0402,Aligarh,Uttar Pradesh,3,1,0,1,1,0,0,0,0,0,0,3,3,3,60.6,60.9,40.5,35,46.33,56.67,52,1,1,48.58,100,High
CT0403,Amroha,Uttar Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,32,35,1,56.67,1,84,1,34.55,100,Medium
CT0404,Ayodhya,Uttar Pradesh,5,0,0,0,0,5,0,0,0,0,0,1,2,1,78.04,34.55,57.5,35,38.33,65.33,52,100,1,51.88,100,High
CT0405,Azamgarh,Uttar Pradesh,2,0,0,0,1,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,52,52,1,38.51,100,Medium
CT0406,Bahraich,Uttar Pradesh,3,0,0,1,0,1,1,0,0,1,0,3,3,3,60.6,60.9,49,49.67,54.33,56.67,52,52,70,55.85,100,High
CT0407,Ballia,Uttar Pradesh,2,0,0,0,0,1,1,0,0,1,0,2,2,2,48.24,45.6,40.5,51,54.33,38.33,1,52,70,44.86,100,Medium
CT0408,Banda,Uttar Pradesh,2,0,0,2,0,0,0,1,1,0,0,1,1,1,48.24,30.3,40.5,75,1,60.13,1,1,1,39.25,100,Medium
CT0409,Bara Banki,Uttar Pradesh,3,1,0,0,0,2,0,0,0,0,0,2,3,2,60.6,49.85,32,35,38.33,56.67,52,84,1,46.37,100,High
CT0410,Bareilly,Uttar Pradesh,3,0,0,1,0,2,0,0,1,0,0,2,3,2,60.6,49.85,49,64.33,1,83,52,84,1,52.22,100,High
CT0411,Basti,Uttar Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0412,Bijnor,Uttar Pradesh,3,0,0,2,0,0,1,0,1,1,1,2,3,2,60.6,49.85,49,78.33,54.33,64.67,52,1,70,57.47,100,High
CT0413,Bithur,Uttar Pradesh,3,0,1,0,0,2,0,0,0,0,0,2,3,2,60.6,49.85,32,35,38.33,56.67,52,84,1,46.37,100,High
CT0414,Budaun,Uttar Pradesh,2,0,0,2,0,0,0,0,2,0,0,1,2,1,48.24,34.55,40.5,80,1,64.67,1,52,1,42.57,100,Medium
CT0415,Bulandshahr,Uttar Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,1,52,1,35.96,100,Medium
CT0416,Deoria,Uttar Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,1,1,48.24,30.3,23.5,35,1,47.33,1,68,1,31.09,100,Medium
CT0417,Etah,Uttar Pradesh,2,0,0,0,0,1,1,0,0,1,0,2,2,2,48.24,45.6,40.5,51,54.33,38.33,1,52,70,44.86,100,Medium
CT0418,Etawah,Uttar Pradesh,2,0,0,0,0,0,2,0,0,2,0,1,2,1,48.24,34.55,32,60,72.67,1,1,1,88.75,40.02,100,Medium
CT0419,Faizabad,Uttar Pradesh,3,0,0,2,0,1,0,0,2,0,0,2,2,2,60.6,45.6,40.5,74.67,38.33,55.33,1,52,1,49.26,100,High
CT0420,Farrukhabad-cum-Fatehgarh,Uttar Pradesh,2,0,1,1,0,0,0,0,1,0,0,2,2,1,48.24,41.35,40.5,67,1,64.67,1,52,1,41.98,100,Medium
CT0421,Fatehpur,Uttar Pradesh,2,0,1,1,0,0,0,0,1,0,0,2,2,1,48.24,41.35,40.5,67,1,64.67,52,1,1,43.26,100,Medium
CT0422,Fatehpur Sikri,Uttar Pradesh,3,0,0,2,0,1,0,3,3,0,0,2,2,2,60.6,45.6,32,100,1,81.67,1,52,1,50.68,100,High
CT0423,Ghaziabad,Uttar Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,56.67,1,52,1,40.49,100,Medium
CT0424,Ghazipur,Uttar Pradesh,2,0,1,1,0,0,0,0,1,0,0,2,2,1,48.24,41.35,40.5,67,1,64.67,52,1,1,43.26,100,Medium
CT0425,Gonda,Uttar Pradesh,2,0,0,0,0,1,1,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,52,70,47.86,100,Medium
CT0426,Gorakhpur,Uttar Pradesh,4,1,0,0,1,1,1,0,0,1,0,4,4,4,70.2,76.2,57.5,49,72.67,56.67,52,52,70,63.84,100,High
CT0427,Hamirpur,Uttar Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,46.33,38.33,1,52,1,38.66,100,Medium
CT0428,Hardoi,Uttar Pradesh,2,0,0,1,0,0,1,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,1,70,46.58,100,Medium
CT0429,Hathras,Uttar Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,1,52,1,35.96,100,Medium
CT0430,Jalaun,Uttar Pradesh,2,0,0,2,0,0,0,0,1,0,0,1,1,1,48.24,30.3,40.5,67,1,55.33,1,1,1,37.57,100,Medium
CT0431,Jaunpur,Uttar Pradesh,4,0,0,4,0,0,0,0,4,0,0,1,3,1,70.2,38.8,40.5,90,1,92,1,68,1,52.45,100,High
CT0432,Jhansi,Uttar Pradesh,4,0,0,3,1,0,0,0,3,0,0,2,3,2,70.2,49.85,23.5,81,1,92,52,1,1,51.63,100,High
CT0433,Kannauj,Uttar Pradesh,3,0,0,0,1,1,1,0,0,1,0,3,3,3,60.6,60.9,57.5,49.67,54.33,56.67,52,52,70,57.13,100,High
CT0434,Kanpur,Uttar Pradesh,4,1,0,1,0,1,1,0,0,1,0,4,4,4,70.2,76.2,57.5,49,72.67,56.67,1,84,70,62.09,100,High
CT0435,Lakhimpur,Uttar Pradesh,3,0,0,0,0,2,1,0,0,1,0,2,2,3,60.6,49.85,57.5,64.33,54.33,47.33,1,68,81.25,54.31,100,High
CT0436,Lalitpur,Uttar Pradesh,3,0,0,3,0,0,0,0,2,0,0,1,2,1,60.6,34.55,40.5,74.67,1,73.67,1,1,1,43.87,100,High
CT0437,Lucknow,Uttar Pradesh,7,0,0,5,1,0,1,0,4,1,0,3,4,3,90.41,65.15,57.5,84.29,54.33,92,52,1,70,71.39,100,High
CT0438,Mainpuri,Uttar Pradesh,2,0,0,0,0,1,1,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,52,70,47.86,100,Medium
CT0439,Mathura,Uttar Pradesh,5,0,0,1,1,3,0,0,0,0,0,3,4,3,78.04,65.15,66,35,38.33,84,52,100,1,61.15,100,High
CT0440,Meerut,Uttar Pradesh,4,0,1,2,0,1,0,0,1,0,0,3,3,1,70.2,52.4,40.5,63,1,92,1,100,1,51.92,100,High
CT0441,Mirzapur-Vindhyachal,Uttar Pradesh,4,1,0,1,0,2,0,0,1,0,0,3,4,3,70.2,65.15,40.5,63,64.67,83,1,84,1,59.54,100,High
CT0442,Moradabad,Uttar Pradesh,2,0,0,1,1,0,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,1,56.67,52,52,1,39.78,100,Medium
CT0443,Muzaffarnagar,Uttar Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,38.33,38.33,1,84,1,35.17,100,Medium
CT0444,Partapgarh,Uttar Pradesh,2,0,0,0,0,2,0,0,0,0,0,1,1,1,48.24,30.3,40.5,35,1,47.33,1,68,1,33.64,100,Medium
CT0445,Pilibhit,Uttar Pradesh,3,1,0,0,0,1,1,0,0,2,0,3,3,3,60.6,60.9,49,72,72.67,38.33,1,52,100,57.4,100,High
CT0446,Prayagraj,Uttar Pradesh,6,0,1,4,0,1,0,0,2,0,0,3,6,2,84.66,69.4,66,69.33,56.67,92,84,84,1,72.3,100,High
CT0447,Rae Bareli,Uttar Pradesh,2,0,0,1,0,0,1,0,0,1,1,2,2,2,48.24,45.6,40.5,71,54.33,38.33,1,1,70,46.58,100,Medium
CT0448,Rampur,Uttar Pradesh,3,0,1,1,1,0,0,0,0,0,0,3,3,2,60.6,56.65,40.5,35,1,75,84,1,1,46.63,100,High
CT0449,Saharanpur,Uttar Pradesh,2,1,0,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,38.33,56.67,1,52,1,40.97,100,Medium
CT0450,Sambhal,Uttar Pradesh,2,0,0,1,0,1,0,0,1,0,0,2,2,2,48.24,45.6,32,67,1,64.67,1,84,1,42.36,100,Medium
CT0451,Shahjahanpur,Uttar Pradesh,2,0,1,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,1,56.67,84,52,1,40.11,100,Medium
CT0452,Sitapur,Uttar Pradesh,3,0,0,0,0,3,0,0,0,0,0,1,2,1,60.6,34.55,23.5,35,38.33,47.33,1,100,1,38.95,100,High
CT0453,Sultanpur,Uttar Pradesh,2,0,0,1,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,35,38.33,38.33,1,52,1,37.86,100,Medium
CT0454,Tehri,Uttar Pradesh,3,2,0,0,0,1,0,0,0,0,0,2,3,2,60.6,49.85,49,35,64.67,38.33,1,52,1,46.37,100,High
CT0455,Varanasi,Uttar Pradesh,8,0,0,2,3,3,0,4,2,0,0,3,5,3,95.47,69.4,57.5,92,56.33,96.8,100,100,1,78.24,100,High
CT0456,Almora,Uttarakhand,5,0,0,2,0,2,1,1,2,1,0,3,3,3,78.04,60.9,83,83.8,54.33,87.47,52,68,70,73.04,100,High
CT0457,Dehra Dun,Uttarakhand,5,2,1,0,1,1,0,0,0,0,0,4,5,4,78.04,80.45,57.5,35,64.67,75,52,84,1,64.26,100,High
CT0458,Haridwar,Uttarakhand,4,0,0,0,0,3,1,0,0,1,0,2,3,2,70.2,49.85,40.5,63,72.67,47.33,1,100,81.25,56.12,100,High
CT0459,Mussoorie,Uttarakhand,5,4,0,1,0,0,0,0,0,0,0,2,4,2,78.04,54.1,49,35,92,56.67,1,1,1,53.99,100,High
CT0460,Nainital,Uttarakhand,5,3,0,0,0,1,1,0,0,1,0,3,5,3,78.04,69.4,49,48.6,100,56.67,1,52,70,62.89,100,High
CT0461,Pithoragarh,Uttarakhand,3,0,0,1,0,1,1,0,0,1,0,3,3,3,60.6,60.9,49,49.67,72.67,56.67,1,52,70,55.13,100,High
CT0462,Alipore,West Bengal,2,1,1,0,0,0,0,0,1,0,0,2,2,2,48.24,45.6,23.5,67,38.33,64.67,1,1,58.75,44.19,100,Medium
CT0463,Alipur Duar,West Bengal,2,1,1,0,0,0,0,0,0,1,0,2,2,2,48.24,45.6,40.5,76,54.33,38.33,1,1,81.25,47.61,100,Medium
CT0464,Asansol,West Bengal,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,52,1,26.3,100,Low
CT0465,Baharampur,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,32,55,1,38.33,1,1,1,29.3,100,Low
CT0466,Bally,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,1,1,25.03,100,Low
CT0467,Balurghat,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,32,35,1,38.33,52,1,1,28.85,100,Low
CT0468,Bankura,West Bengal,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,32,75,38.33,46.33,1,1,1,36.84,100,Low
CT0469,Baranagar,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,52,1,28.85,100,Low
CT0470,Barasat,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0471,Barrackpore,West Bengal,2,0,0,0,2,0,0,0,0,0,0,1,2,1,48.24,34.55,23.5,35,1,56.67,84,1,1,35.35,100,Medium
CT0472,Basirhat,West Bengal,1,1,0,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,46.33,1,1,1,1,25.83,100,Low
CT0473,Bhatpara,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,1,1,27.58,100,Low
CT0474,Bishnupur,West Bengal,3,0,3,0,0,0,0,3,3,0,0,1,2,1,60.6,34.55,32,95,1,78.47,1,68,1,47.8,100,High
CT0475,Budge Budge,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,1,1,25.03,100,Low
CT0476,Burdwan,West Bengal,2,0,1,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,32,60,1,56.67,1,52,1,39.71,100,Medium
CT0477,Chandernagore,West Bengal,2,0,1,0,1,0,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,1,56.67,52,52,1,39.78,100,Medium
CT0478,Darjeeling,West Bengal,3,2,1,0,0,0,0,1,0,0,0,2,3,3,60.6,54.1,49,82.67,64.67,46.33,1,1,58.75,55.33,100,High
CT0479,Diamond Harbour,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,1,1,28.03,100,Low
CT0480,Dum Dum,West Bengal,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,32,75,1,46.33,1,1,1,33.1,100,Low
CT0481,Durgapur,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,32,35,38.33,38.33,1,1,1,30.04,100,Low
CT0482,Halisahar,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,52,1,28.85,100,Low
CT0483,Haora,West Bengal,2,1,1,0,0,0,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,38.33,56.67,1,1,1,39.69,100,Medium
CT0484,Hugli,West Bengal,2,0,2,0,0,0,0,0,0,0,0,1,2,1,48.24,34.55,40.5,51,1,56.67,1,84,1,38.22,100,Medium
CT0485,Ingraj Bazar,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,32,55,1,38.33,52,1,1,31.85,100,Low
CT0486,Jalpaiguri,West Bengal,2,1,0,0,0,1,0,0,0,1,0,2,2,2,48.24,45.6,40.5,76,54.33,38.33,1,52,81.25,48.89,100,Medium
CT0487,Kalimpong,West Bengal,2,0,1,0,0,1,0,0,0,0,0,2,2,2,48.24,45.6,40.5,35,1,56.67,1,52,1,37.23,100,Medium
CT0488,Kamarhati,West Bengal,1,0,0,0,1,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,52,52,1,28.85,100,Low
CT0489,Kanchrapara,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,1,1,25.03,100,Low
CT0490,Kharagpur,West Bengal,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,52,1,1,34.38,100,Low
CT0491,Cooch Behar,West Bengal,2,0,1,0,0,1,0,0,1,0,0,2,2,2,48.24,45.6,40.5,76,1,64.67,1,52,1,44.18,100,Medium
CT0492,Kolkata,West Bengal,5,0,2,0,1,2,0,0,0,0,0,3,3,4,78.04,65.15,49,35,1,84,52,68,1,54.06,100,High
CT0493,Krishnanagar,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,1,1,28.03,100,Low
CT0494,Malda,West Bengal,2,0,2,0,0,0,0,2,2,0,0,1,2,1,48.24,34.55,32,90,1,69.47,1,52,1,43.28,100,Medium
CT0495,Midnapore,West Bengal,1,0,1,0,0,0,0,0,0,0,0,1,1,1,30.8,30.3,23.5,55,1,38.33,1,1,1,28.03,100,Low
CT0496,Murshidabad,West Bengal,3,0,3,0,0,0,0,0,2,0,0,1,3,1,60.6,38.8,49,82.33,1,83,1,52,1,49.36,100,High
CT0497,Nabadwip,West Bengal,1,0,0,0,0,1,0,0,0,0,0,1,1,1,30.8,30.3,23.5,35,1,38.33,1,52,1,26.3,100,Low
CT0498,Palashi,West Bengal,1,0,1,0,0,0,0,0,1,0,0,1,1,1,30.8,30.3,23.5,75,1,46.33,1,1,1,31.83,100,Low
