activity_id,activity_name,city_name,state_name,district_name,activity_category,activity_subcategory,tourism_type,experience_level,seasonality,activity_location,officially_recognized,source_name,source_url,evidence_notes,association_notes
ACT000214,Chitrakoot Ramghat Boating & Kamadgiri Parikrama,Satna,Madhya Pradesh,Satna,Spiritual,Spiritual Walk,Spiritual Tourism,Moderate,Year-round,"Ramghat (Mandakini River), Kamadgiri Hill & Gupt Godavari Caves",Yes,Chitrakoot Special Area Development Authority & MP Tourism,https://satna.nic.in/tourist-places/,"Row boating on the sacred Mandakini river, evening Aarti on Ramghat, 5-km barefoot circumambulation around holy Kamadgiri hill, and wading through knee-deep stream waters inside Gupt Godavari caves.","Chitrakoot is located in Satna district, 75 km from Satna city."
ACT000215,Pench Tiger Reserve Wildlife Jeep Safari,Seoni,Madhya Pradesh,Seoni,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Pench Tiger Reserve (Turia & Karmajhiri Gates),Yes,"Pench Tiger Conservation Foundation, MP & NTCA",https://forest.mp.gov.in/,"Open jeep safaris through the actual 'Jungle Book' forests described by Rudyard Kipling, tracking tigers, leopards, and wild dogs (dholes).",Seoni is the district headquarters for Pench Tiger Reserve.
ACT000216,Kuno National Park Cheetah Wildlife Safari,Sheopur,Madhya Pradesh,Sheopur,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Kuno National Park (Ahera & Tiktoli Tourism Gates),Yes,"Project Cheetah Directorate, MoEFCC & MP Forest Department",https://forest.mp.gov.in/,Exclusive open jeep safaris inside the grasslands of Kuno tracking free-ranging African cheetahs translocated under India's Project Cheetah.,Kuno National Park is situated in Sheopur district.
ACT000217,Madhav National Park Safari & Sakhya Sagar Boating,Shivpuri,Madhya Pradesh,Shivpuri,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Madhav National Park & Sakhya Sagar Lake (Ramsar Site),Yes,Madhya Pradesh Forest Department,https://forest.mp.gov.in/,"Open jeep safari through the dry deciduous forest tracking tigers, leopards, nilgai, and chinkara, coupled with boat rides on Sakhya Sagar Ramsar wetland.",Directly adjoins Shivpuri town.
ACT000218,Mahakal Lok Spiritual Corridor & Bhasma Aarti Walk,Ujjain,Madhya Pradesh,Ujjain,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Shri Mahakaleshwar Jyotirlinga & Shri Mahakal Lok Corridor,Yes,Shri Mahakaleshwar Temple Management Committee & MP Tourism,https://shrimahakaleshwar.com/,"Walking pilgrimage through the 900-meter Mahakal Lok corridor with 108 ornate pillars and Shiv Puran murals, attending the pre-dawn Bhasma Aarti ritual.",Located in the historic center of Ujjain.
ACT000219,Rock-Cut Udayagiri Caves Archaeological Walk,Vidisha,Madhya Pradesh,Vidisha,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Udayagiri Caves (Varaha Cave) & Heliodorus Pillar,Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Walking tour of 20 rock-cut caves dating to the Gupta period (4th-5th century CE), featuring the monumental rock relief of Varaha rescuing Bhudevi, and the 2nd-century BCE Greek Heliodorus pillar.",Located 6 km outside Vidisha town.
ACT000220,Melghat Tiger Reserve Wildlife Safari & Nature Camp,Amravati,Maharashtra,Amravati,Wildlife,Safari,Wildlife Tourism,Beginner,Winter,Melghat Tiger Reserve & Chikhaldara (Semadoh & Harisal Gates),Yes,Melghat Tiger Reserve Directorate & Maharashtra Forest Dept,https://mahaforest.gov.in/,"Jeep safaris and nature trails through the Satpura hill range home to tigers, flying squirrels, and the critically endangered Forest Owlet.",Amravati is the administrative division headquarters and gateway to Melghat (80 km).
ACT000221,Ajanta Caves Buddhist Mural Art Guided Tour,Aurangabad,Maharashtra,Chhatrapati Sambhajinagar,Cultural,Heritage Walk,Heritage Tourism,Moderate,Winter,Ajanta Caves (UNESCO World Heritage Site),Yes,Archaeological Survey of India (ASI) & MTDC,https://asi.nic.in/,"Guided walking tour through 30 rock-cut Buddhist cave monuments dating from 2nd century BCE to 480 CE, famous for masterpieces of Buddhist religious art and frescoes.","Aurangabad is the primary accommodation hub, airport, and international gateway for Ajanta (100 km northeast)."
ACT000222,Ellora Caves Kailasa Monolith Architectural Walk,Aurangabad,Maharashtra,Chhatrapati Sambhajinagar,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Ellora Caves (Cave 16 - Kailash Temple),Yes,Archaeological Survey of India (ASI) & UNESCO World Heritage,https://asi.nic.in/,"Walking tour of the world's largest single monolithic rock excavation, carved top-down out of basalt cliffside by Rashtrakuta artisans.",Located 28 km northwest of Aurangabad city.
ACT000223,Nagzira Wildlife Sanctuary Jeep Safari,Bhandara,Maharashtra,Bhandara,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Navegaon-Nagzira Tiger Reserve (Nagzira Range),Yes,NNTR Tiger Conservation Foundation & Maharashtra Forest Dept,https://mahaforest.gov.in/,"Open jeep safaris through the picturesque teak and bamboo hills tracking Bengal tigers, leopards, dholes, and over 160 species of birds.","Bhandara is the district headquarters, 40 km from Nagzira sanctuary."
ACT000224,Tiger Reserve Wildlife Jeep Safari,Chandrapur,Maharashtra,Chandrapur,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,"Tadoba-Andhari Tiger Reserve (Moharli, Kolara & Navegaon Gates)",Yes,Tadoba-Andhari Tiger Reserve Conservation Foundation & Maharashtra Forest Dept,https://mytadoba.org/,Maharashtra's oldest and premier tiger reserve offering top-tier tiger sighting frequencies on open 4x4 Gypsy safaris across teak forests and Tadoba lake.,Chandrapur city is the official district headquarters and rail gateway located 30 km from Moharli gate.
ACT000225,Daulatabad Fort Subterranean Maze & Fort Trek,Daulatabad,Maharashtra,Chhatrapati Sambhajinagar,Cultural,Heritage Walk,Heritage Tourism,Moderate,Year-round,Daulatabad (Devagiri) Fort & Andhari (Dark Labyrinth),Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Climbing the conical granite hill fort traversing wet moats, iron gates with spikes, and pitch-black deceptive defense labyrinth (Andhari) with local guides carrying flaming torches.",Encompasses the medieval citadel of Daulatabad.
ACT000226,Rock-Cut Buddhist Caves Trek,Karli,Maharashtra,Pune,Cultural,Heritage Walk,Heritage Tourism,Moderate,Year-round,Karla Caves & Bhaja Caves Complex,Yes,Archaeological Survey of India (ASI),https://asi.nic.in/,"Trek up 350 stone steps to explore India's largest Buddhist rock-cut chaitya hall featuring intact 2,000-year-old teak wood ribs and Ashokan lion pillar.",Located at Karli near Lonavala in the Western Ghats.
ACT000227,Mahalaxmi Temple Spiritual Walk & Wrestling Demo,Kolhapur,Maharashtra,Kolhapur,Spiritual,Spiritual Walk,Cultural Tourism,All Levels,Year-round,Shri Ambabai (Mahalaxmi) Temple & Motibag Talim,Yes,Western Maharashtra Devasthan Management Committee & MTDC,https://maharashtratourism.gov.in/,"Spiritual temple circumambulation at one of the Shakti Peethas, coupled with visits to traditional red mud wrestling arenas (Talims/Akhadas) of Kolhapur.",Located in the historic center of Kolhapur.
ACT000228,Strawberry Farm Agro-Tourism & Berry Picking,Mahabaleshwar,Maharashtra,Satara,Cultural,Agro Tourism,Agro Tourism,Beginner,Winter,Mahabaleshwar Strawberry Belt & Mapro Garden,Yes,All India Strawberry Growers Association & Maharashtra Tourism,https://maharashtratourism.gov.in/,"Agro-tourism farm visits allowing visitors to pick fresh strawberries in India's Strawberry Capital (producing 85% of India's crop), with processing tours and fruit preserves.",Located throughout the terraced plateau surrounding Mahabaleshwar town.
ACT000229,Boating and Horse Riding at Venna Lake,Mahabaleshwar,Maharashtra,Satara,Water,Boating,Leisure Tourism,Beginner,Year-round,Venna Lake Recreation Zone,Yes,Mahabaleshwar Municipal Council & MTDC,https://maharashtratourism.gov.in/,"Row and pedal boating on the tree-lined artificial lake, alongside equestrian riding trails along the lake perimeter.",Situated 2 km from Mahabaleshwar town market.
ACT000230,Pratapgad Maratha Fort Historical Trek,Mahabaleshwar,Maharashtra,Satara,Cultural,Heritage Walk,Heritage Tourism,Moderate,Year-round,Pratapgad Fort (Site of Battle of Pratapgad 1659),Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"Guided walking tour through double-fortified bastions, Bhavani temple, bronze equestrian statue of Shivaji Maharaj, and Afzal Khan's tomb.",Situated 21 km west of Mahabaleshwar.
ACT000231,Eco-Friendly Horse Riding and Valley Treks,Matheran,Maharashtra,Raigad,Leisure,Scenic Tour,Eco Tourism,Beginner,Year-round,"Charlotte Lake, Panorama Point & Louisa Point Trails",Yes,Matheran Municipal Council & Maharashtra Tourism,https://maharashtratourism.gov.in/,Pedestrian and equestrian exploration across Asia's only automobile-free hill station declared an eco-sensitive zone by MoEFCC.,Covers the forested plateau of Matheran hill station.
ACT000232,Neral-Matheran Heritage Toy Train Ride,Matheran,Maharashtra,Raigad,Leisure,Scenic Tour,Heritage Tourism,All Levels,Seasonal,Neral to Matheran Narrow Gauge Track (One-Kiss Tunnel),Yes,"Central Railway, Indian Railways",https://cr.indianrailways.gov.in/,Historic 1907 narrow-gauge mountain train climbing 20 km through steep forested switchbacks and cliffs to the top of Matheran.,Terminates at Matheran railway station inside the hill resort.
ACT000233,Victorian Gothic & Art Deco Architectural Heritage Walk,Mumbai,Maharashtra,Mumbai City,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Fort Precinct, Oval Maidan & Marine Drive (UNESCO Site)",Yes,Maharashtra Tourism Development Corporation (MTDC) & BMC,https://maharashtratourism.gov.in/,Curated pedestrian walking tours through South Mumbai's UNESCO World Heritage Victorian Gothic public buildings and the world's second-largest collection of Art Deco edifices.,Located in the heritage core of South Mumbai.
ACT000234,Elephanta Caves Island Boat Cruise & Trek,Mumbai,Maharashtra,Mumbai City,Water,Boating,Cultural Tourism,Moderate,Seasonal,Gateway of India to Elephanta Island (Gharapuri),Yes,Archaeological Survey of India & MTDC,https://asi.nic.in/,"One-hour motorized harbour cruise from the Gateway of India to Elephanta Island, followed by ascending 120 stone steps to the 6th-century monolithic rock-cut cave temples.",Cruises depart from the Gateway of India in South Mumbai.
ACT000235,National Park Wilderness Cycling & Cave Trek,Mumbai,Maharashtra,Mumbai Suburban,Nature,Cycling,Eco Tourism,Moderate,Year-round,Sanjay Gandhi National Park (SGNP) to Kanheri Caves Trail,Yes,Maharashtra Forest Department (Wildlife Wing),https://mahaforest.gov.in/,Bicycle rentals and forest cycling trail across a protected urban rainforest to the 109 rock-cut Buddhist caves of Kanheri.,Located at Borivali within Mumbai Suburban district.
ACT000236,Tiger Reserve Wildlife Jeep Safari,Nagpur,Maharashtra,Nagpur,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Pench Tiger Reserve (Sillari & Chorbahuli Gates),Yes,"Pench Tiger Conservation Foundation, Maharashtra",https://penchtiger.com/,"Open jeep safaris through the Kipling country forests tracking Bengal tigers, wild dogs (dholes), and leopards.","Nagpur, known as the Tiger Capital of India, is the primary international transit and logistical hub for Pench (65 km north)."
ACT000237,Hazur Sahib Spiritual Circuit & Riverfront Walk,Nanded,Maharashtra,Nanded,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Takht Sachkhand Sri Hazur Abchalnagar Sahib & Godavari Ghats,Yes,Gurudwara Board Sachkhand Sri Hazur Sahib & MTDC,https://nanded.gov.in/en/tourist-place/takhat-sachkhand-sri-hazur-abchalnagar-sahib/,"Spiritual pilgrimage trail at one of the five Takhts of Sikhism where Guru Gobind Singh breathed his last, featuring relic display and evening laser fountain show.",Located in central Nanded on the Godavari river bank.
ACT000238,Vineyard Wine Tasting & Agro-Tourism Cycling Tour,Nashik,Maharashtra,Nashik,Cultural,Agro Tourism,Agro Tourism,Beginner,Winter,Sula Vineyards & Gangapur Dam Wine Country,Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"Guided winery cellar tours, grape stomping experiences, and sommelier-led wine tastings in the Wine Capital of India.",Located in the rural agricultural belt 12 km west of Nashik city.
ACT000239,Godavari Riverfront Spiritual Walk & Ramkund Snan,Nashik,Maharashtra,Nashik,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,"Panchavati, Ramkund Ghats & Kalaram Temple",Yes,Nashik Municipal Corporation & MTDC,https://maharashtratourism.gov.in/,"Sacred walking trail visiting the Kumbh Mela bathing ghats on the Godavari river, Sita Gumpha, and black stone Kalaram temple.",Located in Panchavati inside Nashik city.
ACT000240,Water Sports & MTDC Boat Club,Nashik,Maharashtra,Nashik,Water,Boating,Adventure Tourism,Beginner,Year-round,Gangapur Dam Boat Club,Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"MTDC-operated water sports center providing jet skiing, speed boating, bumper rides, and pontoon boat cruises on the Gangapur backwaters.",Located 15 km northwest of Nashik city.
ACT000241,Vithoba Temple Spiritual Pilgrimage & Holy Dip,Pandharpur,Maharashtra,Solapur,Spiritual,Spiritual Walk,Spiritual Tourism,All Levels,Year-round,Vitthal-Rukmini Mandir & Chandrabhaga River Ghats,Yes,Shri Vitthal-Rukmini Mandir Samiti & Maharashtra Tourism,https://vitthalrukminimandir.org/,Sacred holy dip at the crescent bend of the Bhima (Chandrabhaga) river and traditional walking pilgrimage (Wari) trail visiting the 12th-century shrine of Lord Vithoba.,Located in central Pandharpur town.
ACT000242,Peshwa Heritage Walk,Pune,Maharashtra,Pune,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,"Shaniwar Wada, Lal Mahal, Nana Wada & Vishrambaug Wada",Yes,Pune Municipal Corporation (PMC) & MTDC,https://www.pmc.gov.in/,"Pedestrian historical trail tracing the capital of the Maratha Empire, 18th-century timber wada architecture, and old city peth markets.",Located in the historic central core of Pune city.
ACT000243,Sinhagad Fort Historic Trekking,Pune,Maharashtra,Pune,Adventure,Trekking,Adventure Tourism,Moderate,Monsoon,"Atkarwadi to Sinhagad Fort Summit (1,312m)",Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"Traditional trekking trail scaling the cliff where Tanaji Malusare fought the 1670 battle, famous for monsoon clouds, pitla-bhakri food, and Kalyan Darwaza.",Sinhagad is situated 25 km southwest of Pune city.
ACT000244,Dam Water Sports and Kayaking,Pune,Maharashtra,Pune,Water,Kayaking,Adventure Tourism,Beginner,Seasonal,Panshet Water Sports Complex,Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"Kayaking, speedboating, water scooters, and banana rides operated on Panshet Dam reservoir.",Panshet is located 40 km southwest of Pune city.
ACT000245,Alphonso Mango Agro-Tourism & Coastal Water Sports,Ratnagiri,Maharashtra,Ratnagiri,Water,Water Sports,Eco Tourism,Beginner,Seasonal,Ganpatipule Beach & Pawas Mango Orchards,Yes,Maharashtra Tourism Development Corporation (MTDC),https://maharashtratourism.gov.in/,"Parasailing, jet skiing, and banana boat rides on Ganpatipule beach, combined with agro-tourism tours of GI-tagged Ratnagiri Hapus (Alphonso) mango orchards.",Ganpatipule is situated 25 km north of Ratnagiri city.
ACT000246,Kaas Plateau UNESCO Biosphere Floral Walk,Satara,Maharashtra,Satara,Nature,Nature Walk,Eco Tourism,Beginner,Autumn,Kaas Plateau (Valley of Flowers of Maharashtra - UNESCO),Yes,Joint Forest Management Committee & Maharashtra Forest Department,https://www.kas.ind.in/,Regulated seasonal walking trails over the volcanic laterite plateau observing mass blooming of over 850 species of rare endemic wildflowers and carnivorous plants.,Located 25 km west of Satara city.
ACT000247,Sevagram Gandhian Living Heritage & Charkha Workshop,Sevagram,Maharashtra,Wardha,Cultural,Cultural Tour,Heritage Tourism,All Levels,Year-round,"Sevagram Ashram (Bapu Kuti, Ba Kuti & Adi Niwas)",Yes,Sevagram Ashram Pratishthan & Maharashtra Tourism,https://wardha.gov.in/en/tourist-place/sevagram-ashram/,"Immersion walk through the mud and bamboo huts from where Mahatma Gandhi led the freedom movement from 1936 to 1948, including khadi spinning on a Charkha.","Located at Sevagram village, 8 km from Wardha."
ACT000248,Great Indian Bustard Wildlife Sanctuary Safari,Solapur,Maharashtra,Solapur,Wildlife,Bird Watching,Eco Tourism,Beginner,Winter,Great Indian Bustard Sanctuary (Nannaj),Yes,Maharashtra Forest Department (Wildlife Wing),https://mahaforest.gov.in/,"Watchtower observation safari across semi-arid grasslands protecting the critically endangered Great Indian Bustard (Maldhok), blackbucks, and Indian foxes.",Nannaj sanctuary is located 22 km north of Solapur city.
ACT000249,Yeoor Hills Nature Trek & Lake Promenade Walk,Thane,Maharashtra,Thane,Nature,Nature Walk,Eco Tourism,Beginner,Monsoon,Yeoor Hills (Sanjay Gandhi National Park Section) & Upvan Lake,Yes,Thane Municipal Corporation (TMC) & Maharashtra Forest Dept,https://thanecity.gov.in/,"Guided nature hiking trails through the forested hills of Yeoor observing leopard habitats and birdlife, combined with scenic pedestrian walks along Upvan Lake.",Located on the western boundary of Thane city.
ACT000250,Portuguese Bassein Fort Coastal Heritage Walk,Vasai-Virar,Maharashtra,Palghar,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Vasai Fort (Fortaleza de Sao Sebastiao de Baccaim),Yes,Archaeological Survey of India & Maharashtra Tourism,https://asi.nic.in/,"Walking tour of the sprawling 16th-century Portuguese coastal fortress exploring ruined Franciscan and Jesuit churches, watchtowers, and sea-facing bastions.",Located on the Vasai creek shore within Vasai-Virar municipal corporation.
ACT000251,Gandhian Heritage & Rural Craft Walk,Wardha,Maharashtra,Wardha,Cultural,Heritage Walk,Heritage Tourism,Beginner,Year-round,Magan Sangrahalaya (Museum of Rural Industries) & Bajajwadi,Yes,Wardha District Administration & Maharashtra Tourism,https://wardha.gov.in/en/tourist-places/,"Educational walking tour of rural cottage industry technologies, natural dyeing, khadi weaving, and freedom struggle historic meeting halls.",Located inside Wardha town.
ACT000252,Floating National Park & Sangai Deer Tracking Boat Safari,Imphal,Manipur,Imphal West,Wildlife,Boat Safari,Eco Tourism,Beginner,Winter,Loktak Lake & Keibul Lamjao National Park (Sendra Island),Yes,"Manipur Tourism & Forest Department, Government of Manipur",https://manipurtourism.gov.in/,"Traditional canoe boat safaris gliding through floating biomass islands (Phumdis) on Northeast India's largest freshwater lake, tracking the endangered dancing deer (Sangai).",Sendra Island is located 45 km south of Imphal city.
ACT000253,Ima Keithel (All-Women Market) Cultural Walk,Imphal,Manipur,Imphal West,Cultural,Cultural Tour,Cultural Tourism,All Levels,Year-round,Ima Keithel (Mother's Market) & Kangla Fort,Yes,Manipur Tourism,https://manipurtourism.gov.in/,"Guided walking experience exploring the world's largest exclusively women-run market where over 5,000 licensed female traders sell handlooms, fresh produce, and handicrafts.",Located in the very heart of Imphal city.
ACT000254,Double Decker Living Root Bridge Jungle Trek,Cherrapunji,Meghalaya,East Khasi Hills,Adventure,Trekking,Adventure Tourism,Advanced,Year-round,Tyrna to Nongriat Village (Jingkieng Nongriat),Yes,Meghalaya Tourism Development Corporation (MTDC),https://www.meghalayatourism.in/,"Arduous descent down 3,500 concrete stairs into rainforest gorges and crossing suspension wire bridges to reach the 200-year-old bio-engineered Ficus elastica root bridge.",Tyrna trailhead is located 12 km from Cherrapunji (Sohra) town.
ACT000255,Underground Limestone Cave Spelunking,Cherrapunji,Meghalaya,East Khasi Hills,Adventure,Caving,Adventure Tourism,Moderate,Winter,"Mawsmai Cave, Arwah Cave & Krem Mawmluh",Yes,Meghalaya Adventurers' Association & Meghalaya Tourism,https://www.meghalayatourism.in/,"Exploring natural lighted and wild subterranean limestone chambers witnessing millions-of-years old marine fossils, stalactites, and underground stream crawls.",Caves are situated 4 to 6 km from Cherrapunji town center.
ACT000256,"Umiam Lake Water Sports, Kayaking & Speedboating",Shillong,Meghalaya,Ri-Bhoi,Water,Water Sports,Adventure Tourism,Beginner,Year-round,Umiam Lake Water Sports Complex (Orchid Lake Resort),Yes,Meghalaya Tourism Development Corporation (MTDC),https://www.meghalayatourism.in/,"Speedboating, water skiing, pedal boating, and kayaking on the expansive 220-sq-km emerald reservoir framed by pine-covered hills.",Located 15 km north of Shillong on the Guwahati-Shillong corridor.
ACT000257,Mawphlang Sacred Grove Botanical Heritage Walk,Shillong,Meghalaya,East Khasi Hills,Nature,Nature Walk,Eco Tourism,Beginner,Year-round,Mawphlang Sacred Forest (Lawkyntang),Yes,Mawphlang Tribal Dorbar & Meghalaya Tourism,https://www.meghalayatourism.in/,"Traditional Khasi guided walking tour through an ancient virgin forest preserved by strict indigenous taboos, rich in medicinal herbs, orchids, and monoliths.",Located 25 km southwest of Shillong.
ACT000258,Reiek Mountain Peak Trekking & Mizo Model Village Walk,Aizawl,Mizoram,Aizawl,Adventure,Trekking,Adventure Tourism,Moderate,Winter,"Reiek Tlang Summit (1,548m) & Reiek Tourism Village",Yes,"Tourism Department, Government of Mizoram",https://tourism.mizoram.gov.in/,"Trekking up the steep rocky cliff edge of Reiek offering views of Bangladesh plains, accompanied by visits to the reconstructed traditional Mizo tribal chieftain's village.",Located 29 km west of Aizawl city.
ACT000259,Dzukou Valley Emerald Alpine Trekking,Kohima,Nagaland,Kohima,Adventure,Trekking,Adventure Tourism,Moderate,Summer,"Viswema / Jakhama to Dzukou Valley (2,452m)",Yes,"Department of Tourism, Government of Nagaland",https://tourism.nagaland.gov.in/,"Iconic trekking trail scaling the mountain ridge into the roadless amphitheater of Dzukou valley, famous for sweeping dwarf bamboo knolls and endemic Dzukou lilies.",Viswema trail base is situated 25 km south of Kohima.
ACT000260,Hornbill Festival Naga Cultural Heritage Village Walk,Kohima,Nagaland,Kohima,Cultural,Cultural Tour,Cultural Tourism,All Levels,Winter,Kisama Naga Heritage Village,Yes,"Department of Tourism & Art and Culture, Government of Nagaland",https://tourism.nagaland.gov.in/,"Authentic morung (youth dormitories) walkthroughs representing all 17 recognized Naga tribes, traditional log drum beating, Naga war dances, and indigenous cuisine.",Kisama is located 12 km south of Kohima.
ACT000261,Konyak Naga Headhunter Tattoo & Longhouse Cultural Tour,Mon,Nagaland,Mon,Cultural,Cultural Tour,Cultural Tourism,Beginner,Winter,Longwa Village (India-Myanmar Border) & Shangnyu Angh's House,Yes,"Department of Tourism, Government of Nagaland",https://tourism.nagaland.gov.in/,"Immersion visits interacting with the last surviving tattooed facial headhunter elders of the Konyak tribe, visiting the Angh's palace bisected by the international boundary.",Mon town is the administrative headquarters and gateway to Longwa (42 km).
ACT000262,Amur Falcon Global Roosting Boat Safari,Wokha,Nagaland,Wokha,Wildlife,Bird Watching,Eco Tourism,Beginner,Autumn,Doyang River Reservoir & Pangti Village,Yes,Nagaland Forest Department & Pangti Eco-Tourism Committee,https://tourism.nagaland.gov.in/,Boat and watchtower safaris witnessing the world's greatest raptor congregation as up to one million Amur Falcons stop over during their migration from Siberia to South Africa.,Located 30 km from Wokha town at Doyang reservoir.
ACT000263,Vanishing Beach Low-Tide Walking Tour,Baleshwar,Odisha,Balasore,Nature,Nature Walk,Eco Tourism,Beginner,Year-round,Chandipur Beach (The Vanishing Sea),Yes,Odisha Tourism Development Corporation (OTDC),https://odishatourism.gov.in/,"Walking up to 5 km into the exposed sea bed during low tide as the sea water recedes twice daily, watching horseshoe crabs and red ghost crabs.",Chandipur is located 16 km from Balasore city.
ACT000264,Tiger Reserve Wildlife Jeep Safari,Baripada,Odisha,Mayurbhanj,Wildlife,Safari,Wildlife Tourism,Beginner,Seasonal,Similipal Tiger Reserve & Biosphere Reserve (Pithabata Gate),Yes,Similipal Tiger Conservation Foundation & Odisha Forest Dept,https://similipal.org/,"Open jeep safaris through UNESCO World Biosphere forests tracking wild Asian elephants, Bengal tigers, and unique melanistic (black) tigers.",Baripada is the district headquarters and entry gateway for Similipal (22 km).
ACT000265,Ekamra Kshetra Old Town Heritage Walk,Bhubaneshwar,Odisha,Khordha,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,"Lingaraj Temple, Mukteswar Temple & Bindu Sagar Lake",Yes,Bhubaneswar Development Authority (BDA) & Odisha Tourism,https://ekamrawalks.com/,"Official guided pedestrian heritage trail exploring 7th to 12th century Kalinga architectural stone temples, toranas, and holy water tanks.",Located in the historic Old Town quarter of Bhubaneswar.
ACT000266,White Tiger & Lion Wildlife Safari,Bhubaneshwar,Odisha,Khordha,Wildlife,Safari,Wildlife Tourism,Beginner,Year-round,Nandankanan Zoological Park & Botanical Garden,Yes,Nandankanan Zoo Authority & Forest Department of Odisha,https://nandankanan.org/,"Caged bus safaris through open forested enclosures to observe white tigers, Bengal tigers, Asiatic lions, and sloth bears, alongside Kanjia lake boating.",Located 15 km north of Bhubaneswar city center.
ACT000267,Gopalpur-on-Sea Coastal Water Sports & Silk Craft Tour,Brahmapur,Odisha,Ganjam,Water,Water Sports,Leisure Tourism,Beginner,Seasonal,"Gopalpur Beach, Tampara Lake & Silk Weavers Mohalla",Yes,Odisha Tourism (OTDC Tampara Lake Resort),https://odishatourism.gov.in/,"Speedboating, water scooters, and kayaking on Tampara freshwater lake, beach leisure at Gopalpur, and visiting artisan workshops weaving GI-tagged Berhampuri Patta silk sarees.",Gopalpur and Tampara are situated 15 km from Brahmapur (Berhampur).
ACT000268,Silver Filigree Craft Tour & Mahanadi River Boating,Cuttack,Odisha,Cuttack,Cultural,Handicraft Experience,Cultural Tourism,Beginner,Year-round,Nayasarak Filigree Artisan Hub & Gadagadia Ghat (Mahanadi River),Yes,"Directorate of Textiles and Handicrafts, Odisha & OTDC",https://odishatourism.gov.in/,"Studio visits observing master craftsmen spinning paper-thin silver wires into GI-tagged Cuttack Tarakasi filigree ornaments, alongside boating on the Mahanadi river.",Located within the Millennium City of Cuttack.
ACT000269,Khandadhar Waterfalls Canyon Trekking,Kendujhar,Odisha,Kendujhar,Adventure,Trekking,Nature Tourism,Moderate,Monsoon,Sanaghagara Falls & Khandadhar Falls Eco-Tourism Zone,Yes,Odisha Tourism & Kendujhar Forest Division,https://kendujhar.nic.in/tourist-places/,Trekking through lush green deciduous forests along the gorge of the 500-foot Khandadhar waterfall and natural forest trails around Sanaghagara falls.,Located within 6 to 50 km of Kendujhar (Keonjhar) town.
ACT000270,UNESCO Sun Temple Architectural Stone Walk,Konark,Odisha,Puri,Cultural,Heritage Walk,Heritage Tourism,Beginner,Winter,Konark Sun Temple Complex & Chandrabhaga Beach,Yes,Archaeological Survey of India (ASI) & Odisha Tourism,https://asi.nic.in/,"Guided walking tour through King Narasimhadeva I's 13th-century colossal stone chariot of Surya, exploring 24 carved stone wheels used as sundials.",Located at Konark town.
ACT000271,Deomali Mountain Peak Trekking,Koraput,Odisha,Koraput,Adventure,Trekking,Eco Tourism,Moderate,Winter,"Deomali Peak (1,672m - Highest Peak in Odisha)",Yes,Odisha Tourism (OTDC Eco-Cottages),https://odishatourism.gov.in/,"Mountain hiking trail ascending the highest mountain in Odisha through Eastern Ghats grasslands, featuring OTDC eco-camping and paragliding launch pads.",Located 40 km east of Koraput town.
ACT000272,Coffee Garden Nature Walk & Waterfalls Trek,Phulabani,Odisha,Kandhamal,Nature,Nature Walk,Eco Tourism,Beginner,Winter,Daringbadi (Kashmir of Odisha) & Midubanda Waterfall,Yes,Odisha Tourism Development Corporation (OTDC),https://kandhamal.nic.in/tourist-places/,"Walking through organic coffee estates, pine forests, black pepper plantations, and trekking to cascading waterfalls in the cool hill station of Daringbadi.","Daringbadi is located in Kandhamal district, 100 km from Phulabani."
ACT000273,Golden Beach Blue Flag Marine Leisure & Surfing,Puri,Odisha,Puri,Water,Surfing,Adventure Tourism,Beginner,Seasonal,Puri Golden Beach (Blue Flag Certified Beach),Yes,Odisha Tourism Development Corporation (OTDC),https://odishatourism.gov.in/content/tourismofudisha/en/puri.html,"Certified international Blue Flag beach recreation featuring regulated surfing lessons, sea kayaking, eco-boardwalks, and evening sand art displays.",Located on the oceanfront of Puri town.
