cultural_id,cultural_asset_name,city_name,state_name,district_name,cultural_category,cultural_subcategory,tourism_type,cultural_significance,recognition_status,unesco_ich_status,gi_status,official_recognition,source_name,source_url,evidence_notes,association_notes
CULT_0276,Morena Gajak Traditional Confectionery,Morena,Madhya Pradesh,Morena,Cuisine/Food Heritage,Beaten Sesame Seed and Jaggery Sweet,Culinary Tourism,"Famed century-old winter delicacy prepared by manually hammering roasted sesame seeds (Til), jaggery, and ghee into thin, crisp, melt-in-mouth wafers without artificial additives.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/724,Registered under GI Application No. 724 as Morena Gajak.,Crafted across traditional confectionery shops in Morena city.
CULT_0277,Katni Sandstone Dressing and Stone Masonry Craft,Murwara,Madhya Pradesh,Katni,Handicraft,Architectural Sandstone Cutting and Relief Carving,Arts & Crafts Tourism,"Traditional stone cutting, chisel dressing, and architectural jali carving using dense yellow and red sandstone, earning Katni the title 'City of Marbles and Stones'.",Institutional,Not Listed,Not GI Registered,Yes,"Department of MSME, Government of Madhya Pradesh",https://katni.nic.in/,Documented stone processing and artisanal cluster in Katni.,Centered around Murwara (Katni).
CULT_0278,Narsimhapur Kareli Sugarcane Jaggery (Gud) Craft,Narsimhapur,Madhya Pradesh,Narsinghpur,Cuisine/Food Heritage,Natural Open-Vat Cane Jaggery Boiling,Rural Tourism,Century-old artisanal processing of sugarcane grown in the fertile Narmada alluvium into organic golden jaggery blocks and powdered jaggery (Shakkar) at Kareli mandi.,Institutional,Not Listed,Not GI Registered,Yes,"Department of MSME, Government of Madhya Pradesh (ODOP)",https://narsinghpur.nic.in/,Designated ODOP agricultural product of Narsinghpur district.,Centered at Kareli in Narsimhapur district.
CULT_0279,Malwa Miniature Paintings and Jal Mandir Architecture,Narsinghgarh,Madhya Pradesh,Rajgarh,Traditional Art,17th-Century Malwa School of Painting & Water Pavilions,Heritage Tourism,"Historic seat of the Malwa school of miniature painting featuring bold colors and lotus-eyed figures, alongside the scenic water pavilion architecture of Jal Mandir in Parvati lake.",State,Not Listed,Not GI Registered,Yes,"Directorate of Archaeology, Archives and Museums, MP",https://www.mptourism.com/,Documented in state archaeological surveys and painting archives.,Directly located at Narsinghgarh in Rajgarh district.
CULT_0280,Raja Nal and Damayanti Romantic Oral Folklore,Narwar,Madhya Pradesh,Shivpuri,Oral Tradition/Folklore,Mahabharata Epic Romantic Oral Ballads,Heritage Tourism,"Oral folklore traditions celebrating the love of King Nal and Queen Damayanti from the Mahabharata, centered at the majestic hilltop Narwar Fort.",State,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / MP Tourism,https://www.mptourism.com/,Documented in regional oral folklore and ASI monument records.,Centered at Narwar Fort in Shivpuri district.
CULT_0281,Neemuch Malwi Folk Dance and Opium Farming Traditions,Neemuch,Madhya Pradesh,Neemuch,Cultural Practice,Agrarian Folk Dance and Traditional Harvesting Lore,Rural Tourism,"Traditional folk dances (Matki, Aada Khada) performed during harvest, intertwined with the age-old lancing and gum-collecting traditions of legal opium poppy fields.",Institutional,Not Listed,Not GI Registered,Yes,Central Bureau of Narcotics / Madhya Pradesh Tourism,https://neemuch.nic.in/,Documented agro-cultural practices in Neemuch district.,Practiced in villages across Neemuch.
CULT_0282,Nowgong Bundelkhand Folk Arts and Cantonment Architecture,Nowgong,Madhya Pradesh,Chhatarpur,Traditional Architecture,Colonial Cantonment Stone Architecture and Folk Arts,Heritage Tourism,"Historic British Bundelkhand Agency cantonment featuring 19th-century stone churches, bungalows, and colleges, preserved alongside local Bundeli terracotta arts.",State,Not Listed,Not GI Registered,Yes,Madhya Pradesh Tourism,https://www.mptourism.com/,Documented in district historical gazetteer.,Located at Nowgong in Chhatarpur district.
CULT_0283,Orchha Bundela Royal Architecture and Ram Raja Living Traditions,Orchha,Madhya Pradesh,Niwari,Traditional Architecture,Late Medieval Bundela Fort-Palace and Temple Architecture,Heritage Tourism,"Magnificent 16th-century Bundela capital on the Betwa River featuring Raja Mahal, Jahangir Mahal, and the Ram Raja Temple where Lord Rama is worshipped as a living sovereign king with police gun salutes.",UNESCO,UNESCO Tentative/other relevant status,Not GI Registered,Yes,UNESCO World Heritage Centre / Archaeological Survey of India,https://whc.unesco.org/en/tentativelists/6419/,Inscribed on the UNESCO Tentative World Heritage List (2019) as The Historic Ensemble of Orchha.,Directly located at Orchha.
CULT_0284,Panna Diamond Cutting Craft and Bundela Architectural Heritage,Panna,Madhya Pradesh,Panna,Handicraft,Manual Diamond Cleaving and Temple Architecture,Arts & Crafts Tourism,"Centuries-old diamond mining and traditional hand-cleaving and polishing craft centered in the Majhgawan mines, alongside the domed temples of the Prannath Pranami sect.",National,Not Listed,Not GI Registered,Yes,National Mineral Development Corporation (NMDC) / MP Tourism,https://panna.nic.in/,Nationally unique diamond mining and artisan cutting heritage.,Centered in Panna town.
CULT_0285,Sanchi Buddhist Stupa Torana Carvings,Raisen,Madhya Pradesh,Raisen,Traditional Architecture,Early Buddhist Monumental Stone Gateways (Toranas),Heritage Tourism,"Oldest stone structures in India built by Emperor Ashoka (3rd century BCE to 1st century CE), world-renowned for the Great Stupa and intricately carved ceremonial stone gateways (Toranas) depicting Jataka tales.",UNESCO,Not Listed,Not GI Registered,Yes,UNESCO World Heritage Centre / Archaeological Survey of India,https://whc.unesco.org/en/list/524,Inscribed on the UNESCO World Heritage List (1989) as Buddhist Monuments at Sanchi.,Located at Sanchi in Raisen district.
CULT_0286,Rajgarh Kabir Panthi Bhajan Folk Singing,Rajgarh,Madhya Pradesh,Rajgarh,Music,Mystic Nirguni Bhakti Folk Ballads,Cultural Tourism,"Living devotional singing tradition where rural folk singers use the Tambura, Kartal, and Dholak to sing the egalitarian, mystical verses (Saakhis) of saint Kabir.",State,Not Listed,Not GI Registered,Yes,Madhya Pradesh Adivasi Lok Kala Academy,https://www.mptourism.com/,Documented in state Nirguni folk music publications.,Practiced in village gatherings across Rajgarh.
CULT_0287,Ratlami Sev Crisp Snack Heritage,Ratlam,Madhya Pradesh,Ratlam,Cuisine/Food Heritage,Spiced Fried Gram Flour Vermicelli,Culinary Tourism,"Over 200-year-old iconic savory snack originally made for the Maharaja of Ratlam, prepared by pressing gram flour paste spiced with freshly crushed clove (Laung), black pepper, and hing through a perforated ladle into boiling oil.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/439,Registered under GI Application No. 439 as Ratlami Sev.,Manufactured across traditional snack shops in Ratlam city.
CULT_0288,Rewa Betel Nut (Supari) Toy Craft,Rewa,Madhya Pradesh,Rewa,Handicraft,Carved Miniature Areca Nut Artifacts,Arts & Crafts Tourism,"Rare artisan craft where dried whole betel nuts (Areca catechu) are meticulously chiseled, carved, and lacquered into miniature figures of deities, animal toys, and keychains by the Kundigar community.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/725,Registered under GI Application No. 725 as Rewa Sunderja Mango & Supari Craft.,Practiced by master craftsmen in Rewa town.
CULT_0289,Sagar Brass Utensil Casting and Alha-Udal Ballads,Sagar,Madhya Pradesh,Sagar,Handicraft,Handmade Brass Cauldrons and Oral Chivalric Epics,Arts & Crafts Tourism,"Traditional sheet metal and sand-cast brass cooking pots, accompanied by community singing of the heroic 52-battle ballad of Alha and Udal during monsoons.",Institutional,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Documented handicraft cluster and folk literature center.,Practiced in the artisan mohallas of Sagar.
CULT_0290,Baz Bahadur and Rani Roopmati Romantic Oral Traditions,Sarangpur,Madhya Pradesh,Rajgarh,Oral Tradition/Folklore,Medieval Malwa Romantic Ballads and Samadhi Heritage,Heritage Tourism,"Historic final resting place (tombs) of Sultan Baz Bahadur and Rani Roopmati, celebrating their legendary musical companionship and romantic ballads across Malwa.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / MP Tourism,https://asi.nic.in/,Centrally protected historical tombs of Baz Bahadur and Roopmati.,Directly located at Sarangpur on the Kali Sindh River.
CULT_0291,Maihar Gharana Classical Indian Instrumental Music Tradition,Satna,Madhya Pradesh,Satna,Music,"Classical Sitar, Sarod, and Surbahar Lineage",Cultural Tourism,"Preeminent 20th-century classical music gharana founded by multi-instrumentalist Ustad Allauddin Khan (Baba) at Maihar, which trained global icons Pandit Ravi Shankar, Ustad Ali Akbar Khan, and Annapurna Devi.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Documented premier instrumental music school in national archives.,"Anchored at Madina Bhavan in Maihar, Satna district."
CULT_0292,Sehore Sharbati Wheat Agro-Culinary Heritage,Sehore,Madhya Pradesh,Sehore,Traditional Product,Golden Grains Soft Roti Wheat Cultivation,Culinary Tourism,"Celebrated 'Golden Grain' rain-fed wheat variety cultivated in the black soil of Sehore, famous for high potash, glistening luster, and producing soft, naturally sweet chapatis.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/726,Registered under GI Application No. 726 as Sharbati Wheat.,Cultivated and traded across the agricultural mandis of Sehore.
CULT_0293,Seoni Kipling Forest Folklore and Gond Tribal Crafts,Seoni,Madhya Pradesh,Seoni,Oral Tradition/Folklore,Jungle Book Literary Landscape and Gond Woodcraft,Indigenous/Tribal Tourism,"Cultural landscape that inspired Rudyard Kipling's The Jungle Book (Seeonee Hills), intertwined with Gond tribal bamboo crafts, wood carving, and Karma dances in Pench forests.",State,Not Listed,Not GI Registered,Yes,Madhya Pradesh Tourism Development Corporation,https://www.mptourism.com/,Featured in state environmental and literary tourism circuits.,Directly located in Seoni district.
CULT_0294,Shahdol Birasini Devi Temple Traditions and Tribal Crafts,Shahdol,Madhya Pradesh,Shahdol,Cultural Practice,Folk Navratri Jyoti Kalash and Bamboo Baskets,Rural Tourism,"Centuries-old Navratri festival at Birasini Devi temple in Birsinghpur Pali where thousands of oil lamps (Akhand Jyoti Kalash) are lit, alongside Baiga bamboo crafts.",State,Not Listed,Not GI Registered,Yes,"District Administration, Shahdol",https://shahdol.nic.in/,Documented cultural fair in district administrative profile.,Centered in Shahdol district.
CULT_0295,Shajapur Maksi Jain Temple Art and Malwi Folk Lore,Shajapur,Madhya Pradesh,Shajapur,Traditional Art,Ancient Jain Digambara Sculptures and Malwi Ballads,Heritage Tourism,"Ancient Jain pilgrimage heritage at Maksi housing sacred idol sculptures, alongside Malwi ballad singing commemorating local saints and historical battles.",State,Not Listed,Not GI Registered,Yes,Madhya Pradesh Tourism,https://www.mptourism.com/,Documented pilgrimage and folk cultural center.,Located at Maksi in Shajapur district.
CULT_0296,Sheopur Handcrafted Wood Carving Craft,Sheopur,Madhya Pradesh,Sheopur,Handicraft,"Turned Wooden Furniture, Carved Bedposts, and Pipes",Arts & Crafts Tourism,"Century-old artisan woodworking craft carving local seasoned timber into ornate bedposts, carved wooden doors, smoking pipes, and decorative animal motifs.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/727,Registered under GI Application No. 727 as Sheopur Wood Craft.,Practiced by traditional woodturners in Sheopur.
CULT_0297,Shivpuri Scindia Chhatri Marble Inlay Architecture,Shivpuri,Madhya Pradesh,Shivpuri,Traditional Architecture,Indo-Islamic and Rajput Cenotaph Architecture,Heritage Tourism,"Exquisite white marble cenotaphs (Chhatris) of Scindia rulers set in Mughal Charbagh gardens, featuring Pietra Dura semi-precious stone inlay, ornate jalis, and curved Rajput pavilions.",State,Not Listed,Not GI Registered,Yes,Madhya Pradesh Tourism Development Corporation,https://www.mptourism.com/,State-protected architectural monument complex in Shivpuri.,Directly located in Shivpuri.
CULT_0298,Simhastha Kumbh Mela Sacred Congregation at Ujjain,Ujjain,Madhya Pradesh,Ujjain,Cultural Practice,Sacred River Bathing and Astrological Congregation,Cultural Tourism,"Mass spiritual gathering held every 12 years when Jupiter enters Leo (Simha), where tens of millions of pilgrims and Akhada sadhus take ritual dips in the sacred Shipra River at Ram Ghat.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/kumbh-mela-01258,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2017).,Conducted along the Shipra River ghats in Ujjain.
CULT_0299,Mahakaleshwar Bhasma Aarti Living Ritual Tradition,Ujjain,Madhya Pradesh,Ujjain,Cultural Practice,Daily Dawn Sacred Mortuary Ash Anointing Ritual,Cultural Tourism,Unique millennium-old tantric-Vedic ritual performed every morning at 4 AM where the Jyotirlinga is bathed and anointed with sacred sanctified ash (Bhasma) amid Vedic chanting.,National,Not Listed,Not GI Registered,Yes,Shri Mahakaleshwar Temple Management Committee,https://shrimahakaleshwar.com/,Statutory temple administration under Government of Madhya Pradesh.,Directly conducted at Mahakaleshwar Jyotirlinga in Ujjain.
CULT_0300,Malwa Maach Folk Operatic Theatre Tradition,Ujjain,Madhya Pradesh,Ujjain,Theatre/Performance,Open-Air Verse Drama with Dholak and Sarangi,Cultural Tourism,"Traditional musical folk theatre of the Malwa region performed on an elevated stage (Maach) using rhyming couplets, rhythmic dialogue, and folk melodies.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Documented folk theatre form in Sangeet Natak Akademi archives.,Cradle and traditional Akharas situated in Ujjain.
CULT_0301,Udayagiri Gupta Rock-Cut Sculptures and Heliodorus Pillar,Vidisha,Madhya Pradesh,Vidisha,Traditional Architecture,5th-Century Gupta Rock-Cut Caves and Monolithic Pillar,Heritage Tourism,"Monumental Gupta period rock-cut sanctuary featuring the colossal 5th-century relief of Varaha rescuing Earth, alongside the 2nd-century BCE Garuda pillar erected by Greek ambassador Heliodorus.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India,https://asi.nic.in/,Centrally protected national monuments maintained by ASI.,Located at Udayagiri and Besnagar in Vidisha.
CULT_0302,Surguja Rajwar Clay Mural Art and Karma Dance,Ambikapur,Chhattisgarh,Surguja,Traditional Art,Latticed Clay Wall Reliefs (Pitti Kaam) and Tribal Dance,Indigenous/Tribal Tourism,"Indigenous clay relief art invented by Sonabai Rajwar using river clay, straw, and natural white lime wash to construct pierced animal screens, paired with autumnal Karma tribal dances.",National,Not Listed,Not GI Registered,Yes,National Crafts Museum / Chhattisgarh Tourism Board,https://www.chhattisgarhtourism.in/,Master tribal art form documented in National Crafts Museum archives.,"Originated in Puhputra village, Ambikapur."
CULT_0303,Panthi Folk Dance of Satnami Community,Bhilai,Chhattisgarh,Durg,Dance,Devotional Acrobatic Folk Dance with Mandar Drum,Cultural Tourism,"Energetic devotional dance of the Satnami community celebrating Guru Ghasidas, featuring intricate multi-tiered human pyramids, flexible back-bends, and pulsating Mandar rhythms.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Celebrated folk dance form preserved by Sangeet Natak Akademi (Padma Shri Radheshyam Barle).,Vibrant across communities in Bhilai-Durg.
CULT_0304,Champa-Bilaspur Kosa Silk Handloom Weaving,Bilaspur,Chhattisgarh,Bilaspur,Handloom/Textile,Wild Tussar Silk Handloom Weaving,Arts & Crafts Tourism,"Traditional handloom weaving of golden, textured wild Tussar (Kosa) silk harvested from Saja and Sal forest cocoons by the Devangan weaver community.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/364,Registered under GI Application No. 364 as Champa Silk Sarees and Fabrics (covering Bilaspur region).,Processed and traded in Bilaspur silk markets.
CULT_0305,Dhamtari Bell Metal Craft and Raut Nacha Dance,Dhamtari,Chhattisgarh,Dhamtari,Handicraft,Brass Bell Metal Ware and Pastoral Folk Dance,Rural Tourism,"Traditional casting of brass ghunghroos and gongs, paired with Raut Nacha, the festive stick dance performed by Yaduvanshi cowherds reciting couplets of Kabir and Tulsidas.",State,Not Listed,Not GI Registered,Yes,Chhattisgarh Tourism Board,https://www.chhattisgarhtourism.in/,Documented in state folk festival and artisan surveys.,Practiced in Dhamtari and surrounding Mahanadi river valley.
CULT_0306,Sua Nacha (Parrot Folk Dance) and Durg Terracotta,Durg,Chhattisgarh,Durg,Dance,Women's Circular Harvest Dance and Earthenware,Cultural Tourism,"Poignant circular dance performed by women during Diwali around an earthen pot containing an earthen parrot (Sua), singing emotional songs of longing, alongside clay pottery.",State,Not Listed,Not GI Registered,Yes,"Directorate of Culture and Archaeology, Chhattisgarh",https://www.chhattisgarhtourism.in/,Recognized state folk dance form.,Vibrant across rural and urban communities of Durg.
CULT_0307,Bastar Dhokra Bell Metal Craft,Jagdalpur,Chhattisgarh,Bastar,Handicraft,Indigenous Lost-Wax Brass & Bronze Casting,Arts & Crafts Tourism,"4,000-year-old lost-wax casting technique (Cire Perdue) practiced by Ghadwa artisans using beeswax threads to model fluid folk figurines of horses, elephants, and tribal deities.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/83,Registered under GI Application No. 83 as Bastar Dhokra.,Centered in Jagdalpur and surrounding artisan villages in Bastar.
CULT_0308,Bastar Iron Craft (Loha Shilp),Jagdalpur,Chhattisgarh,Bastar,Handicraft,Hand-Forged Wrought Iron Tribal Art,Arts & Crafts Tourism,"Centuries-old blacksmith craft by the Luhar community who hand-beat scrap iron over charcoal hearths into slender elongated tribal deities, multi-wick oil lamps (Diyas), and musicians.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/82,Registered under GI Application No. 82 as Bastar Iron Craft.,Practiced by master ironsmiths in Bastar district centered around Jagdalpur.
CULT_0309,Bastar Dussehra 75-Day Living Tribal Festival,Jagdalpur,Chhattisgarh,Bastar,Cultural Practice,World's Longest Living Tribal Festive Congregation,Indigenous/Tribal Tourism,"World's longest festival running for 75 days dedicated to local goddess Danteshwari, featuring the construction of a giant massive two-tier wooden chariot pulled with thick sal creeper ropes by thousands of tribals.",National,Not Listed,Not GI Registered,Yes,Ministry of Culture / Chhattisgarh Tourism Board,https://www.chhattisgarhtourism.in/,Globally recognized living indigenous festival preserved under state cultural protection.,Centered directly at Jagdalpur royal palace grounds.
CULT_0310,Pandavani Folk Ballad Singing Tradition,Raipur,Chhattisgarh,Raipur,Theatre/Performance,Mahabharata Epic Musical Storytelling with Tambura,Cultural Tourism,"Fascinating narrative folk performance enacting Mahabharata episodes (particularly Bhima's valor), performed in Kapalik or Vedamati styles with the one-stringed Tambura wielded as a mace, bow, and sword, immortalized by Teejan Bai.",National,Not Listed,Not GI Registered,Yes,Sangeet Natak Akademi,https://sangeetnatak.gov.in/,Internationally acclaimed folk performance tradition documented by Sangeet Natak Akademi.,Anchored in the cultural and academic institutions of Raipur.
CULT_0311,Sanskardhani Literary Heritage and Bell Metal Artisanship,Rajnandgaon,Chhattisgarh,Rajnandgaon,Oral Tradition/Folklore,Literary Translation and Artisanal Bell Metal Craft,Cultural Tourism,"Celebrated as 'Sanskardhani' (Cultural Capital) of Chhattisgarh, birthplace and home to prominent Hindi literary pioneers Gajanan Madhav Muktibodh, Padumlal Punnalal Bakshi, and Baldeo Prasad Mishra.",State,Not Listed,Not GI Registered,Yes,Chhattisgarh Official Portal / Directorate of Culture,https://www.chhattisgarhtourism.in/,Officially documented cultural center in state heritage archives.,Directly located in Rajnandgaon city.
CULT_0312,Daman Indo-Portuguese Mando Folk Dance and Church Traditions,Daman,Dadra and Nagar Haveli and Daman and Diu,Daman,Dance,Syncretic Ballroom-Folk Dance and Portuguese Architecture,Cultural Tourism,"Graceful 19th-century ballroom-folk dance combining Portuguese courtly violin melodies with native Konkani-Gujarati rhythms, alongside Bom Jesus Church gilt woodcarvings.",State,Not Listed,Not GI Registered,Yes,"Department of Tourism, Daman & Diu",https://daman.nic.in/,Documented colonial-vernacular cultural heritage in UT tourism publications.,Directly centered in Moti Daman and Nani Daman.
CULT_0313,Diu Portuguese Fortress Architecture and Sea-Shell Crafts,Diu,Dadra and Nagar Haveli and Daman and Diu,Diu,Traditional Architecture,16th-Century Coastal Stone Fortification & Shell Art,Heritage Tourism,"Colossal 1535 CE Portuguese sea fort with rock-cut moats and bronze cannons, complemented by intricate baroque woodwork at St. Paul's Church and coastal shell carving.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Diu Tourism,https://diu.gov.in/,Centrally protected national monument maintained by ASI.,Directly located on Diu Island.
CULT_0314,Warli Tribal Wall Painting of Dadra and Nagar Haveli,Silvassa,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Traditional Art,Indigenous Tribal Geometric Ochre-and-Rice Murals,Indigenous/Tribal Tourism,"Ancient tribal ritual painting using white rice paste, water, and gum on cow-dung mud plaster, depicting the mother goddess Palaghata, the circle of life (Tarpa dance), and farming cycles.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/184,Registered under GI Application No. 184 as Warli Painting (covering D&NH and Maharashtra border).,Practiced by indigenous Warli communities across Silvassa.
CULT_0315,Konkani Tiatr Folk Musical Theatre Tradition,Madgaon,Goa,South Goa,Theatre/Performance,Satirical Konkani Musical Drama and Cantaram Songs,Cultural Tourism,Unique 130-year-old Goan dramatic form combining dramatic scenes with standalone musical interludes (Cantaram) offering biting social commentary and political satire.,State,Not Listed,Not GI Registered,Yes,Tiatr Academy of Goa / Sangeet Natak Akademi,https://tiatracademyofgoa.com/,Documented theatrical institution funded by Government of Goa.,Centered at Pai Tiatrist Hall and Ravindra Bhavan in Madgaon (Margao).
CULT_0316,Goan Cashew Feni Traditional Pot-Still Distillation,Panaji,Goa,North Goa,Traditional Product,Artisanal Earthen Pot-Still Fruit Spirit,Culinary Tourism,Indigenous 400-year-old heritage spirit produced exclusively in Goa by stomping ripe cashew apples (Neero) and triple-distilling in traditional copper and earthen stills (Bhatti).,GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/120,Registered under GI Application No. 120 as Goa Feni (first GI product of Goa).,Practiced across rural orchards and cultural taverns in Panaji.
CULT_0317,Fontainhas Latin Quarter Indo-Portuguese Heritage Architecture,Panaji,Goa,North Goa,Traditional Architecture,Portuguese Colonial Vernacular Residential Architecture,Heritage Tourism,"Asia's only surviving Latin Quarter featuring narrow winding alleys of pastel-colored 18th-century villas with projecting wooden balconies, red-tiled roofs, and oyster-shell windows.",State,Not Listed,Not GI Registered,Yes,Goa Tourism Development Corporation / INTACH,https://goatourism.gov.in/,Designated heritage precinct protected under Goa town and country planning.,Directly located at Fontainhas and Sao Tome in Panaji.
CULT_0318,Garba of Gujarat Living Dance Tradition,Ahmadabad,Gujarat,Ahmedabad,Dance,Devotional Circular Folk Dance of Navratri,Cultural Tourism,"Celebrated ritualistic folk dance performed in concentric circles around a perforated earthen lamp (Garbha Deep) or idol of goddess Amba during the nine nights of Navratri, accompanied by clapping and dholak.",UNESCO,UNESCO Intangible Cultural Heritage,Not GI Registered,Yes,UNESCO Intangible Cultural Heritage,https://ich.unesco.org/en/RL/garba-of-gujarat-01962,Inscribed on the UNESCO Representative List of the Intangible Cultural Heritage of Humanity (2023).,Celebrated in community squares (Pols) and mega grounds across Ahmedabad.
CULT_0319,Historic Pol Architecture of Ahmedabad,Ahmadabad,Gujarat,Ahmedabad,Traditional Architecture,Gated Community Housing with Carved Wooden Facades,Heritage Tourism,"Dense medieval self-contained housing clusters (Pols) featuring intricately carved wooden brackets, facades, internal courtyards (Chowks), bird feeders (Chabutras), and rainwater harvesting tanks (Tankas).",UNESCO,Not Listed,Not GI Registered,Yes,UNESCO World Heritage Centre / Archaeological Survey of India,https://whc.unesco.org/en/list/1551,Inscribed on the UNESCO World Heritage List (2017) as Historic City of Ahmadabad (India's first UNESCO World Heritage City).,Directly constitutes the historic walled city of Ahmedabad.
CULT_0320,Amreli Khadi Weaving and Kathiawadi Dayro Oral Traditions,Amreli,Gujarat,Amreli,Oral Tradition/Folklore,Moral Storytelling Assemblies and Handspun Khadi,Rural Tourism,"Community oral assembly tradition (Dayro) where bards (Charans) narrate heroic, spiritual, and humorous folklore of Saurashtra, paired with handspun khadi weaving.",State,Not Listed,Not GI Registered,Yes,Gujarat Tourism / Gujarat Sahitya Akademi,https://www.gujarattourism.com/,Documented in state oral literary archives and khadi cooperatives.,Vibrant across cultural centers in Amreli.
CULT_0321,Sujani Handloom Weaving Craft of Bharuch,Bharuch,Gujarat,Bharuch,Handloom/Textile,Double-Cloth Quilted Cotton Weaving without Stitches,Arts & Crafts Tourism,"Rare 150-year-old weaving technique where a double-layered checked cotton quilt is woven simultaneously on a shuttle loom, stuffed with raw cotton fluffs inside woven pockets without needle stitches.",National,Not Listed,Not GI Registered,Yes,"Office of the Development Commissioner (Handicrafts), Ministry of Textiles",https://handicrafts.nic.in/,Nationally recognized rare master craft preserved by hereditary families.,Practiced exclusively in Bharuch town.
CULT_0322,Bhavnagar Art Brass and Bronze Casting Craft,Bhavnagar,Gujarat,Bhavnagar,Handicraft,"Brass Sculptures, Ship-Breaking Recycled Metal Art",Arts & Crafts Tourism,"Master metalcraft casting brass statues, temple lamps, and marine fixtures, alongside the culinary tradition of crispy Bhavnagari Gathiya fried in pure groundnut oil.",Institutional,Not Listed,Not GI Registered,Yes,"Department of Industries, Government of Gujarat",https://bhavnagar.nic.in/,Documented in district industrial and culinary profiles.,Centered in Bhavnagar city.
CULT_0323,Kutch Traditional Hand Embroidery,Bhuj,Gujarat,Kachchh,Handicraft,Tribal Mirror and Silk Thread Embroidery,Arts & Crafts Tourism,"Renowned desert needlecraft comprising distinct sub-styles (Rabari, Ahir, Mutwa, Soof, Jat) incorporating tiny mirrors (Abhla), chain stitches, and geometric threadwork.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/39,Registered under GI Application No. 39 as Kutch Embroidery.,Centered at Bhuj and surrounding artisan villages of Kutch.
CULT_0324,Rogan Painting of Nirona Craft,Bhuj,Gujarat,Kachchh,Traditional Art,Castor Oil Pigment Freehand Fabric Art,Arts & Crafts Tourism,"Rare 300-year-old art practiced by the Khatri family of Nirona, boiling castor oil into thick paste mixed with mineral pigments, drawn into thin threads using an iron stylus directly on fabric.",GI,Not Listed,GI Registered,Yes,"Geographical Indications Registry, IP India",https://search.ipindia.gov.in/GIRPublic/Application/Details/728,Registered under GI Application No. 728 as Rogan Art of Gujarat.,"Preserved in Nirona near Bhuj, Kutch district."
CULT_0325,Dwarka Temple Shringar Rituals and Conch Craft,Dwarka,Gujarat,Devbhumi Dwarka,Cultural Practice,Pushtimargiya Temple Adornment & Sacred Seashell Carving,Cultural Tourism,"Elaborate daily worship ceremonies (Dhwaja Arohan) at the Dwarkadhish Temple raising the 52-yard sacred flag, accompanied by traditional conch shell blowing and shell carving.",National,Not Listed,Not GI Registered,Yes,Archaeological Survey of India / Gujarat Tourism,https://www.gujarattourism.com/,Centrally protected national monument and ancient Char Dham pilgrimage seat.,Directly located at Dwarka on the Arabian Sea.
