city_id,city_name,state_name,natural_potential_score,cultural_potential_score,heritage_potential_score,uniqueness_score,experience_potential_score,overall_potential_score,data_completeness_percentage,score_confidence,natural_attraction_count,cultural_attraction_count,historical_site_count,asi_protected_site_count,unesco_world_heritage_site_count,ramsar_site_count
CT0435,Lakhimpur,Uttar Pradesh,72.36,50.53,17.75,81.00,70.14,58.36,81.8,Medium,2,NA,NA,0,0,0
CT0436,Lalitpur,Uttar Pradesh,22.57,50.53,71.07,81.00,63.95,57.82,86.4,Medium,NA,NA,16,16,0,0
CT0437,Lucknow,Uttar Pradesh,22.57,75.29,74.54,81.00,65.35,63.75,95.5,High,NA,2,22,22,0,0
CT0438,Mainpuri,Uttar Pradesh,55.54,71.40,17.75,78.00,68.45,58.23,90.9,High,1,1,NA,0,0,1
CT0439,Mathura,Uttar Pradesh,41.16,77.41,69.04,96.00,76.10,71.94,100.0,High,3,12,12,15,0,0
CT0440,Meerut,Uttar Pradesh,61.75,71.40,57.83,78.00,73.51,68.50,100.0,High,1,1,7,7,0,0
CT0441,Mirzapur-Vindhyachal,Uttar Pradesh,22.57,75.29,17.75,59.00,56.14,46.15,86.4,Medium,NA,2,NA,0,0,0
CT0442,Moradabad,Uttar Pradesh,22.57,71.40,45.86,79.00,64.23,56.61,95.5,High,NA,1,3,3,0,0
CT0443,Muzaffarnagar,Uttar Pradesh,78.54,71.40,17.75,78.00,71.54,63.45,90.9,High,2,1,NA,0,0,1
CT0444,Partapgarh,Uttar Pradesh,22.57,71.40,17.75,58.00,56.14,45.17,86.4,Medium,NA,1,NA,0,0,0
CT0445,Pilibhit,Uttar Pradesh,61.20,50.53,17.75,78.00,69.01,55.30,81.8,Medium,1,NA,NA,0,0,0
CT0446,Prayagraj,Uttar Pradesh,54.29,77.41,73.94,96.00,78.92,76.11,100.0,High,4,14,14,11,0,0
CT0447,Rae Bareli,Uttar Pradesh,55.74,50.53,17.75,78.00,67.04,53.81,81.8,Medium,1,NA,NA,0,0,1
CT0448,Rampur,Uttar Pradesh,22.57,50.53,52.62,79.00,62.82,53.51,86.4,Medium,NA,NA,4,4,0,0
CT0449,Saharanpur,Uttar Pradesh,22.57,71.40,52.62,81.00,64.23,58.36,95.5,High,NA,1,4,4,0,0
CT0450,Sambhal,Uttar Pradesh,57.44,71.40,17.75,78.00,68.45,58.61,90.9,High,1,1,NA,0,0,1
CT0451,Shahjahanpur,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0452,Sitapur,Uttar Pradesh,22.57,50.53,54.26,79.00,62.82,53.84,86.4,Medium,NA,NA,5,5,0,0
CT0453,Sultanpur,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0454,Tehri,Uttar Pradesh,22.57,50.53,17.75,27.00,48.73,33.32,77.3,Low,NA,NA,NA,0,0,0
CT0455,Varanasi,Uttar Pradesh,51.25,94.08,79.52,96.00,84.94,81.16,100.0,High,3,18,22,14,0,0
CT0456,Almora,Uttarakhand,60.63,77.73,65.61,93.00,79.47,75.29,100.0,High,1,3,9,9,0,0
CT0457,Dehra Dun,Uttarakhand,88.50,74.29,57.83,78.00,77.72,75.27,100.0,High,3,2,7,7,0,1
CT0458,Haridwar,Uttarakhand,65.35,49.53,58.89,78.00,75.19,65.39,90.9,High,1,NA,8,8,0,0
CT0459,Mussoorie,Uttarakhand,23.50,49.53,17.75,27.00,50.69,33.69,77.3,Low,NA,NA,NA,0,0,0
CT0460,Nainital,Uttarakhand,73.29,74.29,17.75,79.00,73.50,63.57,90.9,High,2,2,NA,0,0,0
CT0461,Pithoragarh,Uttarakhand,62.02,49.53,17.75,78.00,70.97,55.65,81.8,Medium,1,NA,NA,0,0,0
CT0462,Alipore,West Bengal,58.01,51.53,17.75,78.00,71.10,55.28,81.8,Medium,1,NA,NA,0,0,1
CT0463,Alipur Duar,West Bengal,75.24,51.53,17.75,81.00,74.20,59.94,81.8,Medium,3,NA,NA,0,0,0
CT0464,Asansol,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0465,Baharampur,West Bengal,23.50,51.53,56.19,81.00,66.88,55.82,86.4,Medium,NA,NA,6,6,0,0
CT0466,Bally,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0467,Balurghat,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0468,Bankura,West Bengal,23.50,75.29,17.75,59.00,60.20,47.15,86.4,Medium,NA,2,NA,0,0,0
CT0469,Baranagar,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0470,Barasat,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0471,Barrackpore,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0472,Basirhat,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0473,Bhatpara,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0474,Bishnupur,West Bengal,23.50,75.29,79.94,93.00,73.41,69.03,95.5,High,NA,2,22,22,0,0
CT0475,Budge Budge,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0476,Burdwan,West Bengal,23.50,75.29,67.17,81.00,69.41,63.27,95.5,High,NA,2,11,11,0,0
CT0477,Chandernagore,West Bengal,23.50,51.53,57.83,81.00,66.88,56.15,86.4,Medium,NA,NA,7,7,0,0
CT0478,Darjeeling,West Bengal,71.98,71.40,72.03,93.00,82.70,78.22,100.0,High,2,1,8,8,1,0
CT0479,Diamond Harbour,West Bengal,91.29,51.53,17.75,78.00,75.32,62.78,81.8,High,3,NA,NA,0,0,1
CT0480,Dum Dum,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0481,Durgapur,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0482,Halisahar,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0483,Haora,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0484,Hugli,West Bengal,23.50,71.40,68.18,81.00,69.41,62.70,95.5,High,NA,1,12,12,0,0
CT0485,Ingraj Bazar,West Bengal,23.50,75.29,68.18,81.00,69.41,63.48,95.5,High,NA,2,12,12,0,0
CT0486,Jalpaiguri,West Bengal,74.72,51.53,17.75,81.00,74.20,59.84,81.8,Medium,3,NA,NA,0,0,0
CT0487,Kalimpong,West Bengal,64.44,71.40,17.75,78.00,75.60,61.44,90.9,High,1,1,NA,0,0,0
CT0488,Kamarhati,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0489,Kanchrapara,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0490,Kharagpur,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0491,Cooch Behar,West Bengal,23.50,51.53,57.83,81.00,66.88,56.15,86.4,Medium,NA,NA,7,7,0,0
CT0492,Kolkata,West Bengal,82.69,75.29,85.42,93.00,84.95,84.27,100.0,High,2,2,18,18,1,1
CT0493,Krishnanagar,West Bengal,23.50,71.40,17.75,58.00,60.20,46.17,86.4,Medium,NA,1,NA,0,0,0
CT0494,Malda,West Bengal,23.50,75.29,71.07,81.00,69.41,64.05,95.5,High,NA,2,16,16,0,0
CT0495,Midnapore,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0496,Murshidabad,West Bengal,23.50,51.53,80.85,93.00,72.01,64.18,86.4,High,NA,NA,24,24,0,0
CT0497,Nabadwip,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0498,Palashi,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0499,Panihati,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0500,Purulia,West Bengal,23.50,71.40,17.75,58.00,60.20,46.17,86.4,Medium,NA,1,NA,0,0,0
CT0501,Raiganj,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0502,Santipur,West Bengal,23.50,71.40,17.75,58.00,60.20,46.17,86.4,Medium,NA,1,NA,0,0,0
CT0503,Shantiniketan,West Bengal,23.50,71.40,79.20,93.00,73.41,68.10,95.5,High,NA,1,10,10,1,0
CT0504,Shrirampur,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0505,Siliguri,West Bengal,72.14,71.40,17.75,79.00,75.60,63.18,90.9,High,2,1,NA,0,0,0
CT0506,Siuri,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
CT0507,Tamluk,West Bengal,23.50,51.53,56.19,81.00,66.88,55.82,86.4,Medium,NA,NA,6,6,0,0
CT0508,Titagarh,West Bengal,23.50,51.53,17.75,27.00,52.79,34.51,77.3,Low,NA,NA,NA,0,0,0
