base_price,days_to_festival,is_weekend,season_demand_index,occupancy_rate_last_30d,category_luxury_tier,review_rating,recommended_price,suggested_price
1911.83,2,1,0.66,0.49,1,4.9,3130.0,3130.0
7564.77,21,0,0.97,0.89,3,3.4,11340.0,11340.0
1658.27,21,0,0.64,0.21,1,3.8,1860.0,1860.0
2046.24,9,1,0.79,0.79,1,4.8,3520.0,3520.0
1333.51,50,1,0.95,0.32,1,4.5,2010.0,2010.0
8022.54,2,0,0.56,0.41,3,3.3,10020.0,10020.0
3598.39,60,0,0.93,0.57,2,3.2,4390.0,4390.0
3345.25,11,1,0.94,0.78,2,4.1,5760.0,5760.0
1243.86,28,0,0.95,0.82,1,4.1,1810.0,1810.0
3986.98,47,1,0.49,0.62,2,4.0,5260.0,5260.0
2352.54,16,0,0.58,0.47,1,3.7,3020.0,3020.0
11070.6,6,1,0.91,0.91,3,5.0,20140.0,20140.0
1200.67,12,0,0.55,0.35,1,3.7,1500.0,1500.0
1023.15,55,0,0.72,0.79,1,4.1,1280.0,1280.0
2013.85,1,1,0.38,0.64,1,3.9,2890.0,2890.0
3839.8,3,1,0.34,0.45,2,3.5,4820.0,4820.0
5376.41,9,0,0.59,0.15,2,3.6,5760.0,5760.0
1955.22,38,1,0.71,0.51,1,4.9,2730.0,2730.0
5286.85,23,0,0.57,0.37,2,4.7,6650.0,6650.0
3451.81,16,1,0.7,0.23,2,3.6,4710.0,4710.0
4923.26,51,1,0.66,0.21,2,4.8,6340.0,6340.0
1322.5,5,0,0.78,0.43,1,3.6,1840.0,1840.0
2402.51,18,1,0.75,0.64,1,4.3,3800.0,3800.0
4727.31,4,0,0.6,0.82,2,3.3,6770.0,6770.0
1419.22,31,0,0.6,0.3,1,4.8,1640.0,1640.0
1331.22,9,1,0.4,0.49,1,3.3,1720.0,1720.0
7909.27,8,1,0.66,0.46,3,4.2,11710.0,11710.0
12946.41,26,0,0.71,0.56,3,4.6,17770.0,17770.0
1249.94,12,0,0.63,0.8,1,3.4,1740.0,1740.0
1852.49,18,0,0.53,0.59,1,3.9,2260.0,2260.0
3426.22,20,1,0.81,0.83,2,3.3,5300.0,5300.0
1959.15,23,0,0.35,0.56,1,4.4,2320.0,2320.0
2203.9,37,0,0.94,0.63,1,3.8,2970.0,2970.0
2144.84,3,0,0.31,0.5,1,4.2,2500.0,2500.0
5162.98,23,0,0.97,0.81,2,4.9,8130.0,8130.0
3157.03,58,0,0.62,0.89,2,3.8,3810.0,3810.0
1041.42,34,0,0.59,0.66,1,3.3,1190.0,1190.0
2018.32,2,0,0.48,0.81,1,4.4,2880.0,2880.0
1489.36,3,0,0.31,0.2,1,4.6,1620.0,1620.0
4013.21,56,1,0.49,0.87,2,4.9,5670.0,5670.0
949.84,36,0,0.38,0.3,1,3.5,860.0,860.0
1315.32,39,1,0.76,0.36,1,3.9,1850.0,1850.0
2617.87,47,1,0.52,0.19,2,4.7,3090.0,3090.0
2306.7,53,1,0.84,0.92,1,4.7,3700.0,3700.0
3351.89,34,1,0.44,0.83,2,4.3,4580.0,4580.0
1791.74,30,0,0.93,0.88,1,3.7,2660.0,2660.0
962.37,55,0,0.67,0.83,1,3.7,1120.0,1120.0
1966.96,43,0,0.38,0.53,1,3.4,1920.0,1920.0
3630.6,24,0,0.58,0.89,2,4.9,5040.0,5040.0
14979.19,39,1,0.44,0.93,3,3.5,20220.0,20220.0
5608.41,12,1,0.44,0.55,2,4.2,7970.0,7970.0
1420.46,3,1,0.65,0.29,1,4.3,2030.0,2030.0
5653.36,45,0,0.77,0.68,2,3.9,7190.0,7190.0
2493.85,13,1,0.94,0.93,1,3.8,4460.0,4460.0
2220.67,12,0,0.65,0.85,1,4.4,3280.0,3280.0
14448.71,26,0,0.98,0.84,3,3.9,23130.0,23130.0
1298.41,5,0,0.96,0.9,1,3.7,2080.0,2080.0
1822.72,16,1,0.91,0.87,1,3.9,3160.0,3160.0
1007.61,35,0,0.65,0.77,1,4.7,1420.0,1420.0
1051.87,39,1,0.4,0.72,1,4.9,1390.0,1390.0
2498.23,48,1,0.45,0.36,1,4.3,2760.0,2760.0
3643.24,34,1,0.75,0.65,2,4.6,5680.0,5680.0
2097.09,16,0,0.6,0.57,1,4.2,2800.0,2800.0
14066.65,40,1,0.4,0.84,3,4.3,18110.0,18110.0
5503.08,1,1,0.64,0.54,2,5.0,8890.0,8890.0
2496.21,56,0,0.31,0.25,1,4.0,1970.0,1970.0
1286.39,12,0,0.81,0.15,1,3.3,1580.0,1580.0
964.56,51,0,0.35,0.69,1,4.9,1060.0,1060.0
3939.17,1,0,0.74,0.59,2,4.6,6040.0,6040.0
1108.13,51,0,0.86,0.41,1,3.9,1280.0,1280.0
2578.49,27,1,0.39,0.29,2,5.0,3340.0,3340.0
1476.68,42,0,0.66,0.52,1,3.8,1750.0,1750.0
5243.08,58,0,0.85,0.23,2,3.9,5770.0,5770.0
1805.89,25,1,0.48,0.42,1,4.3,2270.0,2270.0
1400.44,21,0,0.41,0.45,1,3.7,1550.0,1550.0
12543.42,46,1,0.54,0.52,3,4.5,16170.0,16170.0
3312.06,42,0,0.69,0.52,2,3.5,3630.0,3630.0
923.01,54,0,0.7,0.36,1,3.4,970.0,970.0
13643.53,2,0,0.39,0.83,3,4.2,18670.0,18670.0
4683.1,34,0,0.62,0.43,2,4.2,5420.0,5420.0
13623.03,59,0,0.49,0.33,3,3.4,12540.0,12540.0
2636.28,57,1,0.89,0.29,2,4.9,3790.0,3790.0
2239.39,11,0,0.52,0.41,1,4.2,2740.0,2740.0
1891.24,23,1,0.89,0.2,1,3.5,2730.0,2730.0
1801.43,4,0,0.6,0.18,1,3.8,2200.0,2200.0
4686.15,19,0,0.81,0.63,2,4.6,6910.0,6910.0
5525.52,38,1,0.66,0.65,2,4.1,7470.0,7470.0
1839.1,38,0,0.74,0.57,1,3.5,2080.0,2080.0
1829.52,12,1,0.58,0.76,1,3.4,2800.0,2800.0
5967.38,40,1,0.84,0.18,2,4.0,7900.0,7900.0
13567.3,56,1,0.6,0.9,3,3.8,18460.0,18460.0
4048.03,52,0,0.62,0.23,2,4.4,4480.0,4480.0
2031.84,44,1,0.66,0.69,1,4.9,2960.0,2960.0
1522.77,11,1,0.88,0.26,1,3.6,2280.0,2280.0
1266.2,12,1,0.76,0.85,1,4.7,2190.0,2190.0
11968.52,55,0,0.54,0.56,3,4.9,13530.0,13530.0
2385.09,9,0,0.77,0.22,1,4.8,3340.0,3340.0
5751.99,32,0,0.75,0.64,2,4.9,7920.0,7920.0
1447.05,56,0,0.95,0.16,1,4.7,1780.0,1780.0
4346.87,39,0,0.89,0.77,2,4.3,6230.0,6230.0
3240.73,53,0,0.75,0.67,2,3.9,4070.0,4070.0
5984.71,15,1,0.54,0.32,2,4.1,7830.0,7830.0
2469.79,44,1,0.85,0.45,1,4.8,3490.0,3490.0
1939.21,34,1,0.7,0.16,1,3.7,2460.0,2460.0
2187.06,2,0,0.99,0.7,1,3.5,3370.0,3370.0
13151.0,55,0,0.47,0.41,3,3.5,12970.0,12970.0
11931.58,4,1,0.36,0.61,3,4.7,17370.0,17370.0
2686.72,25,1,0.35,0.92,2,4.6,3930.0,3930.0
4091.68,10,1,0.75,0.39,2,4.1,6180.0,6180.0
4861.75,6,1,0.96,0.94,2,3.7,8710.0,8710.0
1984.05,52,0,0.3,0.66,1,4.4,2020.0,2020.0
9731.23,55,1,0.81,0.34,3,3.3,12620.0,12620.0
2406.71,9,0,0.76,0.5,1,4.2,3340.0,3340.0
1167.77,41,0,0.81,0.74,1,3.9,1540.0,1540.0
4251.26,51,1,0.55,0.51,2,5.0,5790.0,5790.0
2005.41,33,0,0.87,0.2,1,4.1,2350.0,2350.0
2015.42,2,0,0.33,0.28,1,4.2,2330.0,2330.0
4770.24,7,0,0.83,0.78,2,4.5,7340.0,7340.0
1340.46,30,0,0.49,0.67,1,4.1,1660.0,1660.0
3046.72,10,1,0.63,0.61,2,3.6,4580.0,4580.0
1917.5,44,0,0.88,0.28,1,4.2,2200.0,2200.0
1858.88,6,0,0.49,0.82,1,4.9,2660.0,2660.0
1186.97,44,0,0.43,0.92,1,3.9,1450.0,1450.0
2028.22,1,0,0.78,0.18,1,4.4,2720.0,2720.0
4093.1,5,0,0.67,0.21,2,5.0,5410.0,5410.0
1968.42,40,1,0.66,0.86,1,4.7,2990.0,2990.0
5430.78,31,0,0.48,0.8,2,4.4,7080.0,7080.0
3094.05,19,1,0.32,0.64,2,4.5,4160.0,4160.0
2567.01,56,1,0.59,0.91,2,4.9,3920.0,3920.0
13791.03,33,1,0.37,0.67,3,4.9,19400.0,19400.0
4633.94,49,0,0.93,0.32,2,4.9,6230.0,6230.0
2019.42,15,0,0.33,0.73,1,4.3,2470.0,2470.0
2241.05,24,1,0.6,0.67,1,3.9,3220.0,3220.0
2184.5,11,0,0.34,0.94,1,3.4,2760.0,2760.0
5863.22,6,1,0.37,0.32,2,3.9,7880.0,7880.0
1757.5,38,1,0.76,0.63,1,4.9,2820.0,2820.0
4209.73,16,1,0.75,0.77,2,4.8,6800.0,6800.0
3906.61,44,1,0.32,0.42,2,4.1,4810.0,4810.0
1145.91,10,0,0.3,0.45,1,4.2,1300.0,1300.0
4504.13,5,0,0.36,0.86,2,3.8,5930.0,5930.0
1343.22,60,1,0.83,0.47,1,4.0,1770.0,1770.0
2374.09,22,0,0.71,0.65,1,4.5,3210.0,3210.0
4541.17,26,0,0.33,0.86,2,3.9,5140.0,5140.0
4574.94,45,1,0.64,0.32,2,3.5,5870.0,5870.0
3742.24,5,1,0.8,0.94,2,4.2,6540.0,6540.0
983.18,37,1,0.91,0.71,1,3.6,1530.0,1530.0
950.79,1,1,0.95,0.55,1,5.0,1700.0,1700.0
3981.67,21,0,0.53,0.49,2,3.9,4580.0,4580.0
2795.98,19,1,0.4,0.91,2,4.8,4240.0,4240.0
4623.96,24,1,0.47,0.31,2,3.6,5720.0,5720.0
2309.56,14,1,0.84,0.4,1,3.5,3580.0,3580.0
5590.2,59,0,0.98,0.4,2,4.3,6820.0,6820.0
1954.47,48,0,0.63,0.38,1,4.6,2180.0,2180.0
1237.97,28,1,0.51,0.52,1,4.2,1700.0,1700.0
14629.97,7,0,0.6,0.94,3,3.6,20860.0,20860.0
2317.75,36,0,0.51,0.86,1,3.3,2760.0,2760.0
7966.54,48,1,0.48,0.41,3,4.3,9430.0,9430.0
2079.88,51,0,0.72,0.49,1,3.4,2370.0,2370.0
1358.43,32,0,0.31,0.69,1,3.8,1530.0,1530.0
5309.24,21,0,0.48,0.16,2,4.4,6000.0,6000.0
15972.38,49,0,0.76,0.81,3,3.4,19930.0,19930.0
2605.09,46,1,0.32,0.85,2,3.4,2940.0,2940.0
5640.78,4,0,0.36,0.84,2,3.3,7080.0,7080.0
4679.21,38,0,0.51,0.45,2,5.0,5490.0,5490.0
5906.84,17,1,0.91,0.52,2,3.9,9270.0,9270.0
4127.53,37,1,0.84,0.16,2,4.8,5740.0,5740.0
2255.82,53,1,0.32,0.47,1,3.7,2360.0,2360.0
2718.38,52,0,0.65,0.52,2,4.6,3220.0,3220.0
1436.45,36,0,0.49,0.88,1,3.6,1690.0,1690.0
6670.17,29,1,0.75,0.87,3,4.1,10710.0,10710.0
15753.43,50,0,0.81,0.92,3,4.7,23680.0,23680.0
2207.16,30,1,0.9,0.86,1,4.7,3790.0,3790.0
5483.92,9,0,0.63,0.16,2,4.6,6570.0,6570.0
15379.65,14,0,1.0,0.66,3,4.7,23850.0,23850.0
1036.17,41,1,0.99,0.2,1,3.6,1460.0,1460.0
3849.59,58,1,0.92,0.37,2,4.1,5590.0,5590.0
6710.35,47,1,0.7,0.61,3,4.1,9160.0,9160.0
1237.27,43,0,0.58,0.71,1,4.8,1470.0,1470.0
3302.78,17,0,0.56,0.67,2,3.7,4390.0,4390.0
1650.57,22,1,0.31,0.19,1,4.9,2150.0,2150.0
8685.62,32,0,0.47,0.23,3,4.0,9090.0,9090.0
7009.78,15,0,0.8,0.25,3,4.4,9360.0,9360.0
7674.91,53,0,0.72,0.22,3,3.7,7940.0,7940.0
3015.46,37,0,0.94,0.29,2,3.9,3890.0,3890.0
15730.77,34,1,0.34,0.7,3,4.5,21170.0,21170.0
5157.52,33,1,0.41,0.81,2,4.1,7130.0,7130.0
2448.42,27,1,0.85,0.48,1,4.9,3820.0,3820.0
4039.09,1,0,0.55,0.7,2,4.5,5750.0,5750.0
1345.39,29,1,0.38,0.31,1,4.2,1620.0,1620.0
5294.03,12,0,1.0,0.93,2,4.8,8920.0,8920.0
1422.01,40,0,0.85,0.43,1,4.4,1850.0,1850.0
1379.01,15,1,0.59,0.83,1,4.4,2170.0,2170.0
1272.01,58,0,0.88,0.91,1,3.6,1690.0,1690.0
2953.88,4,0,0.78,0.84,2,3.9,4560.0,4560.0
1310.34,54,0,0.85,0.2,1,4.4,1530.0,1530.0
3743.62,27,0,0.87,0.67,2,4.8,5480.0,5480.0
1978.39,52,1,0.36,0.25,1,3.8,2080.0,2080.0
1000.1,38,1,0.74,0.15,1,3.6,1280.0,1280.0
3236.77,44,1,0.3,0.19,2,4.3,3540.0,3540.0
5331.58,19,0,0.33,0.88,2,3.3,6320.0,6320.0
1135.08,23,1,0.93,0.88,1,4.5,2020.0,2020.0
3699.26,60,0,0.67,0.33,2,4.5,3920.0,3920.0
14646.59,26,0,0.82,0.59,3,3.8,21100.0,21100.0
3042.24,29,1,0.89,0.91,2,4.8,5310.0,5310.0
1032.38,57,0,0.96,0.55,1,4.1,1370.0,1370.0
1675.26,44,1,0.91,0.46,1,4.4,2480.0,2480.0
9024.2,26,0,0.64,0.54,3,3.6,11110.0,11110.0
1801.45,25,1,0.54,0.78,1,4.0,2660.0,2660.0
14038.05,6,1,0.41,0.53,3,4.8,20710.0,20710.0
2980.02,41,0,0.58,0.78,2,3.6,3480.0,3480.0
11806.99,46,0,0.56,0.5,3,3.9,13030.0,13030.0
4269.28,52,1,0.69,0.35,2,3.8,5280.0,5280.0
7440.79,58,0,0.77,0.41,3,3.5,8300.0,8300.0
1898.4,37,0,0.98,0.21,1,3.7,2310.0,2310.0
3457.74,4,1,0.81,0.55,2,3.6,5560.0,5560.0
1680.53,22,0,0.75,0.27,1,4.9,2190.0,2190.0
2787.95,27,1,0.53,0.8,2,4.5,4350.0,4350.0
4108.54,33,0,0.32,0.49,2,3.8,4300.0,4300.0
9064.63,52,0,0.5,0.76,3,4.6,11100.0,11100.0
14223.81,14,1,0.84,0.91,3,3.2,23240.0,23240.0
2699.43,31,0,0.44,0.83,2,4.1,3270.0,3270.0
1569.77,25,0,0.8,0.91,1,3.7,2270.0,2270.0
1633.49,47,0,0.71,0.6,1,3.4,1970.0,1970.0
5037.52,30,0,0.42,0.28,2,4.8,5520.0,5520.0
1818.86,18,0,0.48,0.9,1,3.6,2300.0,2300.0
1967.54,8,0,0.65,0.84,1,4.7,2900.0,2900.0
2143.28,28,0,0.59,0.84,1,3.9,2900.0,2900.0
2279.52,53,0,0.84,0.7,1,3.2,2830.0,2830.0
1402.2,60,1,0.81,0.65,1,4.5,2030.0,2030.0
1760.84,57,1,0.7,0.16,1,4.3,2130.0,2130.0
2244.17,50,0,0.88,0.75,1,3.8,3050.0,3050.0
2483.12,38,1,0.69,0.22,1,3.7,3050.0,3050.0
14895.19,3,1,0.98,0.36,3,3.3,23930.0,23930.0
1494.35,2,1,0.45,0.59,1,4.9,2290.0,2290.0
1212.27,55,1,0.8,0.51,1,4.1,1620.0,1620.0
4212.87,28,0,0.56,0.16,2,3.4,4250.0,4250.0
2086.63,51,1,0.5,0.81,1,4.8,3080.0,3080.0
10925.69,10,0,0.43,0.85,3,3.7,13810.0,13810.0
4191.13,32,0,0.69,0.7,2,3.6,5350.0,5350.0
2241.17,37,1,0.45,0.58,1,3.7,2670.0,2670.0
1478.25,57,0,0.44,0.92,1,4.2,1680.0,1680.0
14597.95,10,0,0.99,0.25,3,3.3,19290.0,19290.0
10068.05,26,1,0.86,0.74,3,4.1,16270.0,16270.0
3648.82,32,0,0.82,0.25,2,4.8,4740.0,4740.0
4088.96,20,1,0.86,0.46,2,3.5,6020.0,6020.0
2119.92,38,1,0.98,0.62,1,3.8,3350.0,3350.0
7260.02,30,0,0.7,0.74,3,3.9,9430.0,9430.0
1214.27,37,0,0.45,0.15,1,4.3,1130.0,1130.0
15514.45,45,1,0.9,0.36,3,4.9,23700.0,23700.0
3114.22,1,0,0.82,0.58,2,3.9,4480.0,4480.0
4487.05,26,1,0.59,0.58,2,3.3,6040.0,6040.0
4527.6,35,0,0.63,0.66,2,3.8,5470.0,5470.0
1683.4,10,0,0.59,0.39,1,3.5,2040.0,2040.0
1931.59,46,0,0.95,0.58,1,4.4,2650.0,2650.0
1267.72,17,1,0.54,0.3,1,3.3,1610.0,1610.0
1784.26,58,0,0.97,0.3,1,3.7,2050.0,2050.0
3802.61,0,0,0.94,0.61,2,4.2,5960.0,5960.0
1958.67,34,0,0.74,0.7,1,3.7,2570.0,2570.0
1125.96,34,0,0.71,0.25,1,4.2,1320.0,1320.0
11708.77,30,0,0.56,0.25,3,3.4,12610.0,12610.0
7852.7,27,0,0.31,0.6,3,4.9,9290.0,9290.0
8786.43,38,0,0.39,0.37,3,3.7,8890.0,8890.0
8187.1,0,0,0.83,0.46,3,4.9,12830.0,12830.0
1192.54,24,0,0.63,0.47,1,3.8,1450.0,1450.0
2221.14,42,1,0.4,0.29,1,4.6,2700.0,2700.0
3499.98,37,1,0.48,0.15,2,3.6,3970.0,3970.0
5744.93,19,0,0.96,0.83,2,4.4,9410.0,9410.0
2451.88,2,0,0.56,0.72,1,3.8,3200.0,3200.0
4499.41,50,0,0.94,0.7,2,4.1,6100.0,6100.0
1128.8,1,1,0.51,0.59,1,4.4,1740.0,1740.0
1499.28,17,0,0.68,0.71,1,4.3,2120.0,2120.0
5292.06,43,0,0.31,0.9,2,4.2,5980.0,5980.0
3785.87,60,1,0.67,0.68,2,3.3,4630.0,4630.0
2804.56,9,0,0.75,0.36,2,3.6,3610.0,3610.0
1790.86,4,0,0.46,0.61,1,4.2,2370.0,2370.0
14451.21,8,0,0.71,0.5,3,3.2,18540.0,18540.0
2173.48,1,1,0.75,0.6,1,3.7,3490.0,3490.0
1180.2,33,0,0.78,0.56,1,3.6,1580.0,1580.0
12727.65,59,1,0.84,0.84,3,3.6,18480.0,18480.0
8205.04,37,1,0.52,0.67,3,4.2,11230.0,11230.0
8182.08,60,0,0.7,0.3,3,4.2,8700.0,8700.0
5559.25,30,0,0.99,0.2,2,4.8,7650.0,7650.0
3373.84,9,0,0.93,0.49,2,3.9,4950.0,4950.0
3421.37,49,1,0.97,0.16,2,4.9,4980.0,4980.0
901.05,11,1,0.57,0.4,1,4.4,1260.0,1260.0
2293.07,35,0,0.85,0.44,1,4.8,3090.0,3090.0
2168.15,53,1,0.73,0.45,1,4.7,2890.0,2890.0
1903.73,20,0,0.36,0.93,1,4.4,2460.0,2460.0
5125.93,48,0,0.88,0.39,2,3.8,6310.0,6310.0
3032.17,46,1,0.77,0.36,2,3.6,3970.0,3970.0
1633.32,5,1,0.44,0.25,1,3.6,2040.0,2040.0
1461.95,47,0,0.36,0.56,1,4.9,1550.0,1550.0
2828.22,48,1,0.89,0.27,2,4.9,4260.0,4260.0
1677.81,2,1,0.36,0.64,1,4.5,2540.0,2540.0
15207.4,9,1,0.36,0.27,3,4.8,19850.0,19850.0
2640.21,4,1,0.6,0.61,2,4.9,4190.0,4190.0
3520.11,45,1,0.39,0.81,2,4.1,4580.0,4580.0
3226.39,25,0,0.94,0.18,2,4.3,4390.0,4390.0
3333.51,60,1,0.63,0.49,2,4.0,3960.0,3960.0
2353.5,20,0,0.7,0.52,1,4.0,3020.0,3020.0
4138.24,44,1,0.95,0.78,2,3.3,6450.0,6450.0
4132.05,25,0,0.67,0.52,2,4.0,5270.0,5270.0
2116.92,37,1,0.55,0.6,1,4.4,2890.0,2890.0
7544.92,43,0,0.86,0.78,3,4.0,10310.0,10310.0
4205.43,25,0,0.61,0.6,2,4.8,5610.0,5610.0
4004.95,7,0,0.52,0.44,2,3.8,4830.0,4830.0
11969.11,4,1,0.81,0.22,3,3.4,17100.0,17100.0
15995.58,14,1,0.86,0.73,3,4.7,27560.0,27560.0
5193.07,58,0,0.85,0.85,2,4.4,7080.0,7080.0
3892.53,15,1,0.98,0.93,2,3.6,6610.0,6610.0
5396.44,0,1,0.85,0.89,2,4.2,9810.0,9810.0
3097.48,15,1,0.84,0.79,2,3.9,5280.0,5280.0
2606.62,36,0,0.9,0.66,2,4.9,3770.0,3770.0
3215.57,2,1,0.3,0.78,2,4.3,4670.0,4670.0
1444.66,51,0,0.55,0.5,1,3.5,1450.0,1450.0
11105.81,46,1,0.82,0.63,3,4.1,16320.0,16320.0
12151.29,30,1,0.72,0.43,3,4.8,17750.0,17750.0
2356.97,12,1,0.42,0.41,1,4.4,3330.0,3330.0
4284.49,55,1,0.51,0.76,2,4.7,5830.0,5830.0
1702.04,15,0,0.54,0.51,1,3.7,1930.0,1930.0
980.39,54,0,0.7,0.32,1,4.8,1140.0,1140.0
2622.19,42,0,0.88,0.31,2,4.6,3500.0,3500.0
1781.86,20,0,0.95,0.84,1,4.5,2870.0,2870.0
4033.63,1,1,0.83,0.69,2,3.8,6970.0,6970.0
5437.13,53,1,0.89,0.59,2,4.8,8410.0,8410.0
3062.38,26,1,0.63,0.47,2,4.3,4470.0,4470.0
939.95,37,0,0.57,0.49,1,4.7,1160.0,1160.0
1618.46,25,0,0.57,0.2,1,3.8,1800.0,1800.0
3331.17,57,0,0.73,0.51,2,3.5,3710.0,3710.0
6496.14,58,0,0.39,0.79,3,3.8,6330.0,6330.0
5036.09,37,0,0.71,0.46,2,4.0,5900.0,5900.0
1078.55,45,1,0.77,0.46,1,4.2,1470.0,1470.0
4629.12,24,0,0.61,0.16,2,4.1,4760.0,4760.0
3483.67,10,1,0.97,0.52,2,4.2,5850.0,5850.0
3107.24,7,0,0.73,0.17,2,4.7,4240.0,4240.0
1507.6,7,1,0.45,0.61,1,3.5,2030.0,2030.0
5305.06,32,1,0.64,0.56,2,3.8,7520.0,7520.0
3872.33,52,1,0.77,0.82,2,4.8,6040.0,6040.0
13507.7,6,1,0.53,0.62,3,4.2,20460.0,20460.0
1100.78,37,1,0.36,0.41,1,4.3,1370.0,1370.0
5204.7,20,1,0.71,0.56,2,4.1,7860.0,7860.0
8369.33,7,1,0.96,0.71,3,4.2,15260.0,15260.0
1983.83,50,0,0.64,0.23,1,3.6,1960.0,1960.0
11657.82,53,0,0.93,0.65,3,4.2,15730.0,15730.0
5752.01,20,0,0.88,0.88,2,5.0,9220.0,9220.0
1519.72,55,1,0.4,0.39,1,4.2,1660.0,1660.0
1005.86,19,0,0.8,0.65,1,3.3,1310.0,1310.0
2567.04,7,1,0.6,0.81,2,4.6,4260.0,4260.0
2222.97,57,1,0.48,0.56,1,3.9,2760.0,2760.0
4336.57,45,0,0.78,0.72,2,3.5,5510.0,5510.0
2140.39,30,0,0.82,0.4,1,4.8,2920.0,2920.0
3320.49,49,1,0.43,0.39,2,3.6,3550.0,3550.0
1452.13,56,0,0.94,0.68,1,4.9,2050.0,2050.0
6301.04,28,1,0.83,0.71,3,4.0,9520.0,9520.0
15614.92,47,0,0.95,0.9,3,4.5,22580.0,22580.0
12678.68,8,1,0.52,0.33,3,4.2,18220.0,18220.0
5766.22,14,0,0.96,0.52,2,3.7,8370.0,8370.0
1324.79,29,1,0.56,0.35,1,4.4,1780.0,1780.0
4640.12,25,0,0.34,0.21,2,4.9,4940.0,4940.0
1985.6,9,0,0.83,0.47,1,4.6,2950.0,2950.0
1408.08,28,0,0.79,0.45,1,4.3,1840.0,1840.0
2256.97,53,0,0.72,0.37,1,5.0,2700.0,2700.0
5815.07,15,1,0.64,0.39,2,3.7,8150.0,8150.0
5596.99,35,1,0.32,0.44,2,3.3,5970.0,5970.0
5086.73,19,0,0.74,0.94,2,3.3,7170.0,7170.0
1343.94,44,0,0.59,0.78,1,4.5,1720.0,1720.0
1350.59,53,0,0.69,0.21,1,4.7,1460.0,1460.0
15633.6,36,1,0.6,0.85,3,4.3,23140.0,23140.0
916.46,21,1,0.98,0.66,1,4.8,1630.0,1630.0
5006.17,6,0,0.72,0.86,2,4.5,7730.0,7730.0
2029.99,22,1,0.82,0.42,1,3.9,3060.0,3060.0
4679.41,40,1,0.96,0.52,2,3.5,6720.0,6720.0
5965.38,39,1,0.71,0.87,2,4.9,9610.0,9610.0
1399.01,28,1,0.31,0.37,1,3.4,1530.0,1530.0
1443.95,15,1,0.32,0.88,1,4.2,2080.0,2080.0
2776.29,37,1,0.79,0.81,2,3.8,4170.0,4170.0
4049.79,27,0,0.5,0.93,2,3.7,5320.0,5320.0
1317.68,47,1,0.71,0.41,1,4.4,1870.0,1870.0
9433.87,37,0,0.44,0.34,3,3.6,9260.0,9260.0
2235.31,30,0,0.49,0.41,1,4.8,2600.0,2600.0
2396.78,13,0,0.65,0.91,1,3.9,3530.0,3530.0
7857.33,52,1,0.98,0.42,3,4.4,11830.0,11830.0
1496.01,32,0,0.73,0.6,1,4.5,1990.0,1990.0
5750.21,56,0,0.96,0.47,2,4.4,7510.0,7510.0
998.89,8,0,0.97,0.47,1,4.8,1620.0,1620.0
1047.78,56,0,0.45,0.3,1,3.6,910.0,910.0
7627.91,26,0,0.52,0.58,3,3.4,8610.0,8610.0
1852.34,23,1,0.84,0.83,1,3.3,3010.0,3010.0
7504.72,12,1,0.91,0.19,3,4.8,12450.0,12450.0
2448.92,25,0,0.66,0.86,1,5.0,3580.0,3580.0
1614.74,28,1,1.0,0.68,1,3.7,2560.0,2560.0
1702.43,50,1,0.31,0.64,1,4.4,2070.0,2070.0
3363.31,48,0,0.51,0.65,2,3.2,3470.0,3470.0
1653.54,42,1,0.74,0.39,1,3.5,2210.0,2210.0
12619.14,27,1,0.63,0.48,3,4.4,17450.0,17450.0
5129.12,27,0,0.38,0.79,2,3.3,5550.0,5550.0
13538.68,7,0,0.56,0.4,3,4.0,16720.0,16720.0
1824.63,22,1,0.32,0.53,1,4.4,2480.0,2480.0
15043.6,28,1,0.75,0.17,3,4.6,20330.0,20330.0
5360.93,4,0,0.92,0.74,2,4.0,8390.0,8390.0
5149.67,41,1,0.92,0.48,2,4.3,7550.0,7550.0
2694.62,6,0,0.79,0.57,2,4.2,3940.0,3940.0
2524.07,41,1,0.63,0.24,2,3.3,3030.0,3030.0
3243.57,35,0,0.66,0.94,2,4.5,4380.0,4380.0
1961.64,40,0,0.4,0.39,1,3.5,1970.0,1970.0
1557.92,26,1,0.54,0.66,1,3.3,2010.0,2010.0
10024.06,57,0,0.43,0.61,3,4.0,10720.0,10720.0
5596.05,45,0,0.87,0.78,2,4.8,8300.0,8300.0
5634.47,1,1,0.94,0.39,2,3.5,9180.0,9180.0
5682.11,24,1,0.68,0.75,2,3.2,8530.0,8530.0
1402.2,8,0,0.81,0.46,1,3.4,1890.0,1890.0
2005.69,52,1,0.39,0.48,1,3.9,2180.0,2180.0
3450.72,26,0,0.73,0.69,2,4.2,4750.0,4750.0
1204.98,0,0,0.79,0.78,1,3.5,1740.0,1740.0
1195.41,22,0,0.62,0.68,1,4.6,1620.0,1620.0
3697.38,9,0,0.47,0.87,2,4.6,5010.0,5010.0
1587.93,41,1,0.91,0.38,1,4.5,2420.0,2420.0
5408.32,51,0,0.82,0.87,2,4.1,7400.0,7400.0
1091.83,24,1,0.93,0.25,1,3.9,1650.0,1650.0
5072.24,53,0,0.87,0.68,2,3.9,6610.0,6610.0
1750.33,60,1,0.99,0.59,1,4.1,2720.0,2720.0
3507.81,2,1,0.43,0.55,2,3.3,4940.0,4940.0
