place_id,associated_search_term,search_weight
2055,Kolukkumalai Top View point,1
2055,Pulippara Kolukkumala പുലിപ്പാറ,1
2055,kolukkumala tours,1
2056,0,1
2056,"Danish Fort, Tranquebar",1
2056,Old Danish Cemetery,1
2056,Tharangambadi Beach,1
2056,Tranquebar Town Gate,1
2057,0,1
2057,Anthiyur lake water falls,1
2057,Kalingarayar Statue,1
2057,Karapparai Checkdam,1
2057,Odapalli Barrage Park,1
2058,Rameshwaram,1
2058,Rameshwaram Temple,1
2058,Rameswaram Temple Guide,1
2058,Rameswaram temple Tamilnadu India,1
2058,Shree Rameshwaram Jyotirlinga Shivam Temple,1
2059,Arulmigu Thalalimalai Sri Sanjeevirayar perumal Temple,1
2059,Thalaimalai Sanjeevi Perumal Temple அடிவாரம்,1
2059,அருள்மிகு ஸ்ரீ லஷ்மிநாராயணர் பூமி நீளா தேவி கோவில்,1
2059,தலைமலை அடிவாரம்,1
2059,தலைமலை சஞ்சீவி பெருமாள்,1
2060,Kolli hills bend view point,1
2060,Meganikkadu View Point - Kolli Hills - 1340 mtrs,1
2060,Meknikaadu view point,1
2060,Nariyankadu View Point,1
2060,Seeku Parai View Point - Kolli Hills,1
2061,Arulmigu Eachanari Vinayagar Temple,1
2061,Ayyappan Temple,1
2061,Ayyappan temple,1
2061,Shri Ayyappan Temple,1
2061,Sri Ayyappan Temple,1
2062,Karapparai Checkdam,1
2062,Karuvilparai Lake Park,1
2062,Kutti Bhavani,1
2062,"Nattadreeshwarar Island, Erode",1
2062,"VOC Park, Erode",1
2063,0,1
2063,Aagaya Gangai Falls - Kollimalai,1
2063,Kolli Hill Forest,1
2063,Maasila Falls,1
2063,Small Falls | சிற்றருவி,1
2064,Koraiyaru Falls,1
2064,Mangalam Falls,1
2064,Mayil Ootru Waterfalls,1
2064,Nadu Maduvu Gugai Waterfalls,1
2064,Varaiaaru Odai Waterfalls,1
2065,Aagaya Gangai Falls - Kollimalai,1
2065,Kolli Hills Trekking Spot,1
2065,Kolli hills,1
2065,Kolli hills hidden falls,1
2065,Namma Falls - Kolli Hills,1
2066,KALRAYAN HILLS FALLS,1
2066,Kalvarayan,1
2066,Kalvarayan Hill Forests,1
2066,Mailamparaiyar Hill Forest,1
2066,மயிலாம்பாறையார் Kaviyam Falls.,1
2067,0,1
2067,Annamalaiyar temple thiruvannamalai,1
2067,Arunachala Hill,1
2067,Indira Lingam,1
2067,Tiruvannamalai Temple,1
2068,Azhagar Kovil,1
2068,"Kallazhagar kovil,madurai",1
2068,Shri Koodal Azhagar Temple,1
2068,Sri Alagar Temple,1
2068,அருள்மிகு கூடலழகர் திருக்கோவில் கோபுரம்,1
2069,Koraiyaru Falls,1
2069,Mangalam Water Falls மங்களம் நீர் வீழ்ச்சி,1
2069,Mayil Ootru Waterfalls,1
2069,Nadu Maduvu Gugai Waterfalls,1
2069,"Pachamalai Hill பச்சை மலை,Aadhi naadu,",1
2070,Jedarpalayam dam pwd ticket counter,1
2070,Karanampalayam Dam,1
2070,Mariammanpadugai Bus Stop,1
2070,Mariammanpadugai Dam,1
2070,Odapalli Barrage Park,1
2071,Akash View Point,1
2071,Glen Field View Point,1
2071,Karadiyoor View Point,1
2071,Sunrise View Point | Yercaud,1
2071,"ஏற்காடு பக்கோடா பாயிண்ட், Pagoda Point",1
2072,Ganesha Ratha,1
2072,Group of Monuments at Mahabalipuram,1
2072,Krishna's Butter Ball,1
2072,Mahishasura Rock,1
2072,Sculpture Museum,1
2073,Aagaya Gangai Falls - Kollimalai,1
2073,Kolli Hill Forest,1
2073,Mangalam Water Falls மங்களம் நீர் வீழ்ச்சி,1
2073,Namma Falls - Kolli Hills,1
2073,Small Falls | சிற்றருவி,1
2074,Artificial Waterfall,1
2074,Fundera park - Birds park,1
2074,Punganur nature park,1
2074,Yelagiri Birds Park,1
2074,Yelagiri Forest Hill,1
2075,Bear Shola Falls,1
2075,Kumbakkarai Falls,1
2075,Liril Falls,1
2075,Privacy waterfalls,1
2075,Vattakanal falls,1
2076,Maasila Falls,1
2076,Namma Falls - Kolli Hills,1
2076,Puliyancholai (Nettavelampatty),1
2076,Puliyancholai Park,1
2076,வழுக்கு பாறை - valukku paarai,1
2077,Arulmigu Koniamman Temple,1
2077,Mahalakshmi Temple,1
2077,Mundhi Vinayagar Temple,1
2077,Siddhi Vinayagar Temple,1
2077,Sree Ayyappan Temple,1
2078,0,1
2078,Chinna Suruli,1
2078,Chinnamannur Anicut Catchment area,1
2078,Suruli Falls,1
2078,தேக்கடி,1
2079,PICHAVARAM Forest Department .& BOATING,1
2079,Pichavaram Boardwalk,1
2079,Pichavaram Mangrove Forest Regular Tourism Manual Boating Place,1
2079,Pichavaram Watch Tower,1
2079,Vadakku pichavaram,1
2080,Arulmigu Chakrapani Swami Temple,1
2080,Darasuram World Heritage Site,1
2080,Kasi Viswanathar Temple,1
2080,Kumbakonam Temples,1
2080,Sarangapani Temple,1
2081,Gomuki Dam View Point,1
2081,Kalvarayan,1
2081,Megam Falls,1
2081,Velli மலை,1
2081,மயிலாம்பாறையார் Kaviyam Falls.,1
2082,Dindigul Rock Fort,1
2082,Sirumalai Check Post. ( Forest),1
2082,Sirumalai View Point,1
2082,Sirumalai mini falls,1
2082,Vellimalai Waterfalls,1
2083,Balaji Temple (Inside Karumalai Estate),1
2083,Chinna Kallar Falls,1
2083,Iraichal Parai Falls,1
2083,Kuzhankal River,1
2083,Thalanaar Waterfalls,1
2084,Kariyamaleswarar Temple,1
2084,Mallappan kopuram Jambukeswarar Temple,1
2084,"Sri Ranganatha Swamy Temple, Srirangam",1
2084,Vekkaliyamman Temple,1
2084,தாயுமானவர் டிபன் சென்டர்,1
2085,Jalagamparai Falls,1
2085,Murugan Temple,1
2085,Perumal Koil Parking,1
2085,Yelagiri - Nature Park,1
2085,Yelagiri Forest Hill,1
2086,Bear Shola Falls,1
2086,Fairy Falls,1
2086,"KUMBAKARAI FALLS,CAR PARKING AREA",1
2086,Liril Falls,1
2086,Thalaiyar Waterfalls,1
2087,Amirthi Water Fall,1
2087,Periyar Park,1
2087,Pulimedu waterfalls,1
2087,Thennandiyalam Falls (Gudhippu),1
2087,Vellore Fort Park,1
2088,Mangalam Falls,1
2088,"Nachilipatti, pachamalai thenpuranadu",1
2088,Pachaimalai Eco Tourism Centre,1
2088,"Pachamalai Hill பச்சை மலை,Aadhi naadu,",1
2088,Periya Pakkalam ( பெரிய பக்கம்),1
2089,Bandipur National Park,1
2089,Bandipura Tiger Reserve,1
2089,Mudumalai Forest,1
2089,Mudumalai Tiger Reserve Interpretation Centre,1
2089,Theppakadu Elephant Camp,1
2090,Kapputhi Falls / kallar river falls,1
2090,Karadiyoor View Point,1
2090,Mini water falls,1
2090,Sinamika Waterfalls,1
2090,Vasambadi Falls,1
2091,Jalagamparai Falls,1
2091,"Swamimalai Hills, Yelagiri",1
2091,Thrill Valley,1
2091,Yelagiri - Nature Park,1
2091,Yelagiri Hills,1
2092,Bear Shola Falls,1
2092,Fairy Falls,1
2092,Kumbakkarai Falls,1
2092,Pillar Rocks Viewpoint,1
2092,kodaikanal lion cave,1
2093,Mahishasura Mardini cave,1
2093,Mahishasura Rock,1
2093,Olakkannesvara Temple,1
2093,Shri Dharmaraja Cave Temple,1
2093,Tiger Cave,1
2094,Children park,1
2094,Chimpanzee,1
2094,VANDALUR zoo,1
2094,Vandaloor zoo,1
2094,Zoo Main Gate,1
2095,Jagannath Shrine,1
2095,Krishna's Butter Ball,1
2095,Mahishasura Rock,1
2095,Thirumoorthi Cave திருமூர்த்தி குகை,1
2095,Varaha Cave,1
2096,Chinna Kallar Falls,1
2096,Mystic Falls,1
2096,Thirumoorthy WaterFalls,1
2096,Upper Aliyar Falls,1
2096,Winner falls,1
2097,Female Bathroom,1
2097,Holy Land,1
2097,Nagachi Road Bus Stop,1
2097,Poondi Bus Stop,1
2097,kela chithar kadu,1
2098,Fort Park,1
2098,"Jalakandeswarar Temple, Vellore",1
2098,Periyar Park,1
2098,Vellore Fort Park,1
2098,Vellore fort light,1
2099,Mannavannur View,1
2099,Mannavanur Camping location,1
2099,Perumal temple,1
2099,Poombarai View Point,1
2099,Upper Lake View,1
2100,Aagaya Gangai Falls - Kollimalai,1
2100,Kolli Hill Forest,1
2100,Maasila Falls,1
2100,Meganikkadu View Point - Kolli Hills - 1340 mtrs,1
2100,Namma Falls - Kolli Hills,1
2101,Aanaivari Muttal Waterfalls,1
2101,Attur Waterfalls,1
2101,Kiliyur Falls,1
2101,Nagalur water falls,1
2101,Viewpoint | Muttal Falls,1
2102,Mayil Ootru Waterfalls,1
2102,"National Fossil Wood Park, Sathanur",1
2102,Sri Kottai Karuppu Muniappar Temple,1
2102,Thanneerpanthal,1
2102,Thuraimangalam Lake,1
2103,Athangudi Palace,1
2103,CVRM Heritage House,1
2103,"Chettinadu Mansion, Kanadukathan",1
2103,Sivagangai Palace,1
2103,"VVR Heritage House, Kanadukathan, Chettinad",1
2104,Aam Khaas Bagh,1
2104,Aam Khas Bagh Garden,1
2104,Jahaz Haweli Diwan Todarmal Jain Ji,1
2104,Kheri wala singh,1
2104,Sheesh Mahal,1
2105,0,1
2105,Aggarsain Park,1
2105,Chacha Nehru Park,1
2105,Hira Palace,1
2105,Shiv Mandir,1
2106,0,1
2106,Baradari,1
2106,Darbar Peer Mouju Shah Ji,1
2106,The Dakhni Sarai,1
2106,The Tombs of Ustad-Shagird,1
2107,0,1
2107,Historical Train Tracks,1
2107,Kushwant Singh,1
2107,The National Martyrs Memorial,1
2107,Vicky,1
2108,0,1
2108,Mandir Shri Siddh Baba Sodal,1
2108,Sai Mandir,1
2108,Shirdi Sai Mandir.,2
2109,0,1
2109,Lodhi Fort (Purana Qila),1
2109,Maharaja Ranjit Singh War Museum,1
2109,"Mystery Rooms - Kartar Bhawan, Ferozepur Road, LDH",1
2109,PAU Museum,1
2110,Dashmesh Park moga,1
2110,"KL Kapoor Park ,moga",1
2110,Nature Park,1
2110,Shaheedi Park,1
2110,Suraj Nagar Park 5,1
2111,Chamrour Pathankot,1
2111,Ranjit sagar view point,1
2111,The View Point,1
2111,Theme Dam Tourist Huts,1
2111,Tourist Huts at Ranjit Sagar Dam,1
2112,0,1
2112,Funland,1
2112,Rainbow Resort,1
2112,Sadda Pind Amritsar,1
2112,Sun City Amusement & Water Park,1
2113,"Beautiful View Point, Khulmi, Himachal Pradesh",1
2113,Damsal Dam,1
2113,Dhan dhan bapu ganga das ji,1
2113,Maili Dam,1
2113,Maili MTB trail point,1
2114,Gurudwara Guru Teg Bahadur Sahib ji,1
2114,Gurudwara Nauvi Patshahi Dukh Niwaran Sahib,1
2114,Gurudwara Sahib Bridge.,1
2114,Gurudwara Talhan Sahib Darbar,1
2114,Talhan sahib,1
2115,Chandigarh Architecture Museum,1
2115,International Dolls Museum,1
2115,Le Corbusier Centre,1
2115,National Gallery of Portraits : Sector 17,1
2115,Natural History Museum,1
2116,0,1
2116,Gurdwara Damdama sahib,1
2116,Gurdwara Nanaksar,1
2116,Gurdwara Sri Guru Singh Sabha,1
2116,Gurudwara Dukh Niwaran Sahib Ludhiana,1
2117,Dixha Power Company,1
2117,Jhallan Falls Bridge,1
2117,S.k Waterfalls And Fountain,1
2117,Sidhu farm,1
2117,The Mughal Sarai of Doraha,1
2118,0,1
2118,8th Wonder (8va Ajooba),1
2118,Gurudwara Tharha Sahib,1
2118,"Shri Baoli sahib ji , ਸ੍ਰੀ ਬਾਉਲੀ ਸਾਹਿਬ ਜੀ",1
2118,Virasat-e-Khalsa,1
2119,Chohal Dam Park,1
2119,Damsal Dam,1
2119,Dholbaha Dam,1
2119,Forest Awareness Eco Huts - Thana Dam,1
2119,Jungle Nirvana Safari - Thana Dam,1
2120,Harleen Water Fun Park,1
2120,K.S. Water Park,1
2120,TARZAN WET N WILD,1
2120,"Wonderland, Jalandhar.",1
2120,harleen water park,1
2121,Bath Farm,1
2121,Chakladian Bus Stop,1
2121,Gurudwara Shri Guru Ravidas Ji,1
2121,Singh Farms Dholwaha,1
2121,Thakur Farm,1
2122,AHMADIYYA MOHALLA,1
2122,Bahishti Maqbara office,1
2122,Bustan e Ahmad (Jalsa Gah),1
2122,Majlis Khuddamul Ahmadiyya Qadian,1
2122,Mazar E Mubarak,1
2123,Dashmesh Park moga,1
2123,Kashmiri Park,1
2123,Nature Park,1
2123,Shaheed Bhagat Singh Park,1
2123,Shahidi Park Market,1
2124,Hussainiwala Railway Station,1
2124,Samadhi Punjab Mata,1
2124,The National Martyrs Memorial,1
2124,VR Show Hussainiwala Ferozepur,1
2124,ਦਰਗਾਹ ਬਾਬਾ ਗੋਰੇ ਸ਼ਾਹ ਜੀ,1
2125,0,1
2125,Attari - Wagah border,1
2125,Indian flag Tiranga view,1
2125,Wagah Border Park,1
2125,Wahgah Border Pakistan,1
2126,Bougain Villea Garden,1
2126,Butterfly Park,1
2126,Mango Garden,1
2126,Mini Rose Garden,1
2126,Zakir Hussain Rose Garden,1
2127,Archaeological Museum,1
2127,Maharaja Ranjit Singh Park,1
2127,Park,1
2127,Ropar Head Works,1
2127,Water care booth,1
2128,Butterfly Park,1
2128,Gandhi Museum,1
2128,Government Museum and Art Gallery,1
2128,Le Corbusier Centre,1
2128,"Rag Doll museum, Rock garden",1
2129,"BHAKRA DAM , Bachretoo Fort and Gobind Sagar view point 8 Kotdhar Region",1
2129,Baba Bharthari Mandir Bhakra Dam,1
2129,Boat Station Bhakra,1
2129,Nangal Dam,1
2129,"View Point, Bhakra Dam",1
2130,Gurdhian Singh,1
2130,KHOO PIND. TANGORI,1
2130,park gill dhaba,1
2130,ਟੋਬਾ,1
2130,ਦੇਸ ਭਗਤ ਪਾਰਕ ਢੰਗਰਾਲੀ,1
2131,Harike Bird sanctuary,1
2131,Harike Bird wildlife sanctuary,1
2131,Harike Pattan Bird Sanctuary,1
2131,Harike Selfie Point,1
2131,Harike Wetland,1
2132,Amritsar Tourism,1
2132,Heritage Walks Amritsar,1
2132,LOVERS ALLEY,1
2132,Monument,1
2132,Shamsher Singh,1
2133,0,1
2133,Botanical Garden PAU,1
2133,Museum of Social History and Rural Life of Punjab,1
2133,PAU Nursarry,1
2133,Punjab Agricultural University,1
2134,0,1
2134,Boat point (ਬੇੜੀ),1
2134,Doburji Bridge,1
2134,Harsdeeep singh,1
2134,ਮਿਰਜਾ ਖੂਹ,1
2135,0,1
2135,Fun City,1
2135,Funcity Water Park,1
2135,New Lake,1
2135,SkyJumper Trampoline Park - Chandigarh,1
2136,"ISKCON Temple, Ludhiana",1
2136,Krishna Mandir,1
2136,Radha Krishna Mandir,1
2136,Shri Sanatan Dharam Mandir,1
2136,Sri Krishna Mandir (New),1
2137,Beas River Bank,1
2137,Beas River Bridge,1
2137,"Guru Nanak Pura,Beas",1
2137,Mari Tanda Beas River View Point,1
2137,ਬਿਆਸ ਦਰਿਆ view point,1
2138,Bittu Village Badi Karoran,1
2138,KHOO PIND. TANGORI,1
2138,ਟੋਬਾ toba,1
2138,ਟੋਭਾ,1
2138,ਟੌਭਾ,1
2139,Dasuya Forest Division,1
2139,Nara Forest,1
2139,Pong Dam Lake Wildlife Sanctuary,1
2139,TARZAN WET N WILD,1
2139,"Van Chetna Park, Bassi Jana",1
2140,Barrage Park,1
2140,Dam view,1
2140,Dhameta Bridge,1
2140,Lake Garden,1
2140,The Beas river view,1
2141,0,1
2141,Attari border,1
2141,Indian flag Tiranga view,1
2141,National Flag of India,1
2141,Wagah Border Park,1
2142,0,1
2142,Devi Talab Mandir,1
2142,Geeta Mandir,1
2142,Janta Mandir,1
2142,Shri Radha Krishna Temple,1
2143,Asha Rani Mandir,1
2143,Dussehra Ground,1
2143,Sultanpur Lodi Sarai,1
2143,The Park,1
2143,ਧੰਨ ਧੰਨ ਸ੍ਰੀ ਗੁਰੂ ਨਾਨਕ ਦੇਵ ਜੀ ਗਰੀਨ ਪਾਰਕ,1
2144,0,1
2144,R.C.F. Halt,1
2144,RCF,1
2144,RCF Kapurthala,1
2144,Rail Coach Factory,1
2145,Greater Kailash Park,1
2145,Lions Children Health Park,1
2145,Randhawa Ville,1
2145,"Tomb of Shamsher Khan, Batala",1
2145,Urban Estate Park,1
2146,0,1
2146,City Garden,1
2146,Jawahar Park,1
2146,Rock Garden Jalandhar,1
2146,Shivaji Park,1
2147,0,1
2147,Lodhi Fort (Purana Qila),1
2147,Nehru Planetarium,1
2147,Rakh Bagh,1
2147,Sarabha Nagar Public Park,1
2148,0,1
2148,Bein view,1
2148,Electric Board Park,1
2148,RCF Lake,1
2148,The Ideal Garden,1
2149,0,1
2149,Ancestral House of Shaheed Bhagat Singh ji,1
2149,International Sikh Museum,1
2149,Sardar Bhagat Singh Home,1
2149,ਖਾਲਸਾ ਟੈਂਟ ਹਾਊਸ,1
2150,Central Sikh Museum,1
2150,Monument,1
2150,Punjab State War Heros' Memorial and Museum,1
2150,Ram Bagh Gate,1
2150,Statue of Maharaja Ranjit Singh,1
2151,Central Sikh Museum,1
2151,"ISKCON Temple, Vrindavan Gardens, Amritsar",1
2151,Radha Krishna Prachin Mandir (Smiti),1
2151,Vaishno Devi Mandir Amritsar,1
2151,shiv mandir,1
2152,0,1
2152,Kali Mata Mandir,1
2152,Kali Mata Temple,1
2152,Mahatma Gandhi Park,1
2152,Qila Mubarak,1
2153,Guru Guest House ਸਰਾਂ,1
2153,Gurudwara Sahib Singh Sabha,1
2153,Gurudwara Sri Fatehgarh Sahib,2
2153,Gurudwara Sri Jyoti Saroop Sahib,1
2154,Chamrour (Mini Goa) Car/Bus Parking,1
2154,Mini Goa Chamrod Entry Toll,1
2154,Mini Goa Pathankot,1
2154,"Raagini's Little Kingdom Mini Goa Chamrod Tehsil Dhar Kalan , District Pathankot",1
2154,Tikkran wali mata (Black Mahatma Buddh statue),1
2155,Ahmadiyya Mosque Kapurthala,1
2155,Jagar Singh Samaad,1
2155,Masjid,1
2155,Panch Mandir,1
2155,Shalimar Gardens,1
2156,Lake Garden,1
2156,Moh Di Hatti Bus Stop,1
2156,Park,1
2156,Rock Garden,1
2156,Talwara The City Beautiful,1
2157,0,1
2157,Bhagwan Parshuram Mandir,1
2157,Lal Dwara Mandir,1
2157,Shiv Mandir,1
2157,Shiv Shakti Mandir,1
2158,Jainti Dam,1
2158,Mata Vaishno Devi Mandir,1
2158,NADA DAM,1
2158,Pachhad Dam,1
2158,Siswan Dam,1
2159,Kali Veer Temple,1
2159,Laxmi Narayan Mandir,1
2159,Mata Ashapurni Ji Mandir,1
2159,Pracheen Kali Mata Mandir,1
2159,Shri Shani Dev Mandir,1
2160,Deer Park Neelon,1
2160,Indrakant Kumar,1
2160,Ludhiana Zoo Tiger Safari,1
2160,Nehru Rose Garden,1
2160,Rakh Bagh,1
2161,Gurdaspur Park,1
2161,Guru Nanak Park,1
2161,Park,1
2161,Park-16,1
2161,"Western park, Gurdaspur",1
2162,0,1
2162,Dino Park,1
2162,Pushpa Gujral Science City,1
2162,SCIENCE city,1
2162,Science Voyage Hall,1
2163,K.S. Water Park,1
2163,TARZAN WET N WILD,1
2163,Thrill & Ride,1
2163,"Wonderland, Jalandhar.",1
2163,harleen water park,1
2164,Central Sikh Museum,1
2164,Heritage street,1
2164,Maharaja Ranjit Singh Garden,1
2164,Partition Museum,1
2164,The Sword Obelisk - Amritsar,1
2165,Bullet Marks site 2,1
2165,Jallianwala Bagh,1
2165,Jallianwala Bagh Museum,1
2165,Martyr's memorial,1
2165,Sculpture in Honour of the Martyrs of Jallianwala Bagh,1
2166,Jhajjar Bichauli Wildlife Sanctuary Entrance,1
2166,Nature Reserve ਨੇਚਰ ਰਿਜਰਵ,1
2166,Shilly fish shop,1
2166,Waraich Farm(ਵੜੈਚ ਫਾਰਮ)ਸੋਲਰ ਮੋਟਰ,1
2166,Wild life Raipur (ਜੰਗਲ ਰਾਏਪੁਰ ),1
2167,Maharaja Ranjit Singh War Museum,1
2167,Sanghol Buddhist Archaeological Museum,1
2167,Sikh Museum,1
2167,Sikh Museum Mohali,1
2167,The Mughal Sarai of Doraha,1
2168,0,5
2169,Amritsar Heritage Walk & Golden Temple Tour,1
2169,Heritage Walks Amritsar,1
2169,Maharaja Ranjit Singh Garden,1
2169,Monument,1
2169,Ram Bagh Palace,1
2170,Amritsar Heritage Walk & Golden Temple Tour,1
2170,Heritage Walks Amritsar,1
2170,Ram Bagh Gate,1
2170,The Sword Obelisk - Amritsar,1
2170,स्टेचू बाबा भीमराव अंबेडकर,1
2171,Chohal Dam Park,1
2171,Damsal Dam,1
2171,Dasuya Forest Division,1
2171,Harappan Civilization Dholbaha,1
2171,Nara Dam,1
2172,Chohal Dam Park,1
2172,Damsal Dam,1
2172,Dholbaha Dam,1
2172,Nara Forest,1
2172,Nara Forest Rest House,1
2173,Harike Bird sanctuary,1
2173,Harike Bird wildlife sanctuary,1
2173,Harike Wetland,1
2173,Range Office Harike Wildlife Sanctuary,1
2173,TARN TARAN WILDLIFE SANCTUARY,1
2174,Chandigarh Botanical Garden,1
2174,Garden of Fragrance,1
2174,Nek Chand’s Rock Garden of Chandigarh,1
2174,Shanti Kunj Park,1
2174,Terraced Garden,1
2175,Devi Talab Mandir,1
2175,Jawahar Park,1
2175,Nehru Garden,1
2175,Rock Garden Jalandhar,1
2175,"St. Sebastian’s Catholic Church, Dhina",1
2176,Central Sikh Museum,1
2176,Jallianwala Bagh,1
2176,Jallianwala Bagh Museum,1
2176,Martyrs Well,1
2176,Sculpture in Honour of the Martyrs of Jallianwala Bagh,1
2177,Fish Park,1
2177,Maa Durga Mandir Gazikot,1
2177,Mandir,1
2177,Pandori Dham Sarovar,1
2177,Pindori Dhaam-पिंडोरी धाम - मोक्ष का द्वार,1
2178,Bullet Marks site 2,1
2178,Central Sikh Museum,1
2178,Heritage street,1
2178,Jallianwala Bagh,1
2178,Partition Museum,1
2179,Dandi Swami Gaulok Dham (Gaushala),1
2179,"ISKCON Temple, Ludhiana",1
2179,Shree Sankat Mochan Ram Darbar Mandir,1
2179,Shri Krishna Mandir,1
2179,Shri raam darbar govind gaudham,1
2180,Ambedkar Chowk Ropar,1
2180,Anglo-Sikh Treaty Spot rupnagar,1
2180,Indus Valley Civilization & Buddhist era ruins,1
2180,Maharaja Ranjit Singh Park,1
2180,Ropar Head Works Park,1
2181,Chohal Dam Park,1
2181,Dholbaha Dam,1
2181,Maili Dam,1
2181,Nara Dam,1
2181,Thana Dam - Family Picnic,1
2182,Amritsar Day Tours,1
2182,Amritsar Heritage Walk & Golden Temple Tour,1
2182,Central Sikh Museum,1
2182,Partition Museum,1
2182,Sadda Pind Amritsar,1
2183,0,1
2183,International Sikh Museum,1
2183,Lodhi Fort (Purana Qila),1
2183,Masjid in Kila,1
2183,The Sarai of Lashkari Khan,1
2184,Dholbaha Dam,1
2184,Haripur Fort,1
2184,Mata Ishar Kaur Memorial Park,1
2184,Nara Dam,1
2184,Shiv Mandir,1
2185,0,2
2185,Anglo-Sikh War Memorial Museum,1
2185,Colony Park,1
2185,Saragarhi Ferozepur,1
2186,Kile wali mata Temple,1
2186,Lakhanpur Fort,1
2186,Mukteshwar Mahadev Temple,1
2186,Shimla Pahari,1
2186,Shri Shani Dev Mandir,1
2187,International Sikh Museum,1
2187,"Kos Minar, Kot Panaich, Near Sarai Lashkari Khan",1
2187,Ram Sarovar Shri Bhaini Sahib,1
2187,Sarai Lashkari Khan Mosque,1
2187,The Mughal Sarai of Doraha,1
2188,Bhagwan Valmiki Dham,1
2188,Ramtirth Amritsar,1
2188,Sita Ram Mandir,1
2188,Swami Ram Tirth Mission Trust,1
2188,Valmiki Ram tirth luv kush mandir(Sita kund),1
2189,Mandir,1
2189,Mata chintpurni mandir,1
2189,Prachin Radha Krishan Maharani Sahiba Mandir,1
2189,Prachin Shiv Mandir Bharamkund,1
2189,Sat Narayan Mandir,1
2190,Akal Takht,1
2190,Interpretation Center Underground Sikh Museum,1
2190,Partition Museum,1
2190,Punjab State War Heros' Memorial and Museum,1
2190,Shri Dukh Bhanjani Beri Sahib,1
2191,0,1
2191,Guru Gobind Singh Park,1
2191,MR VISHAL GROVER (SRI MUKTSAR SAHIB),1
2191,Our Farm House,1
2191,War Memorial 40 Mukte,1
2192,0,1
2192,Barki Memorial,1
2192,Historical Train Tracks,1
2192,Samadhi Punjab Mata,1
2192,ਦਰਗਾਹ ਬਾਬਾ ਗੋਰੇ ਸ਼ਾਹ ਜੀ,1
2193,Amritsar Tourism,1
2193,"City On Pedals - Guided Walking, Bicycle and Food Tours",1
2193,Heritage Walks Amritsar,1
2193,Hop on Hop Off Bus Tour,1
2193,Incredible India Explore - Amritsar Golden Temple Tours,1
2194,0,1
2194,Maharaja Duleep Singh Historical Museum,1
2194,Maharaja Ranjit Singh Fort,1
2194,Maharaja Ranjit Singh War Museum,1
2194,ਮਾਹਾਂਰਾਜਾ ਦਲੀਪ ਸਿੰਘ ਚੌਕ,1
2195,0,1
2195,Ajuba of Kartarpur,1
2195,Main Tower (Minar),1
2195,Monument,1
2195,Parking Area for Jang e Azadi Memorial,1
2196,Bahadurgarh Fort,1
2196,Barandari Garden,1
2196,Moti Bagh Palace,1
2196,Patiala Heritage Walk,1
2196,Shri Kali Devi Mandir,1
2197,Amritsar Heritage Walk & Golden Temple Tour,1
2197,Central Sikh Museum,1
2197,Gurudwara Chheharta Sahib,1
2197,Gurudwara Thara Sahib patsahi 9,1
2197,Shri Dukh Bhanjani Beri Sahib,1
2198,0,1
2198,Shri Guru Ravidass Gurudawara,1
2198,The Dakhni Sarai,1
2198,The Sarai Of Nurmahal ਨੂਰਮਹਿਲ ਸਰਾਂ,1
2198,Valmiki Gate Nurmahal,1
2199,Geeta Mandir,1
2199,Mandir Shri Siddh Baba Sodal,1
2199,Nehru Garden,1
2199,Shiv Mandir Devi Talab,1
2199,St. Mary's Cathedral,1
2200,Chatreshwar Mahadev Mandir,1
2200,Shiv Mandir,1
2200,Shiv Mandir Jalahar,1
2200,Shiv mandir,1
2200,श्री मुक्तेश्वर धाम महादेव मन्दिर,1
2201,Amritsar Tourism,1
2201,Central Sikh Museum,1
2201,Jallianwala Bagh Museum,1
2201,Punjab State War Heros' Memorial and Museum,1
2201,Sadda Pind Amritsar,1
2202,0,1
2202,Lodhi Fort (Purana Qila),1
2202,Maharaja Ranjit Singh Fort,1
2202,Mandir park,1
2202,The Mughal Sarai of Doraha,1
2203,Barandari Garden,1
2203,Deer Park,1
2203,Marble Baradari,1
2203,Patiala Heritage Walk,1
2203,Qila Mubarak,1
2204,Lodhi Fort (Purana Qila),1
2204,MAHARAJA RANJIT SINGH PARK,1
2204,Maharaja Ranjeet Singh Memorial,1
2204,Maharaja Ranjit Singh Fort,1
2204,Museum of Social History and Rural Life of Punjab,1
2205,Amritsar Tourism,1
2205,Funland,1
2205,Gobindgarh Fort,1
2205,Maharaja Ranjit Singh Garden,1
2205,Partition Museum,1
2206,"Bagh Akalian, ਅਕਾਲੀਆਂ ਵਾਲਾ ਬਾਗ",1
2206,Historical Jallianwala Bagh Site,1
2206,Jalianwala Bagh Garden,1
2206,Martyrs' Obelisk,1
2206,Sculpture in Honour of the Martyrs of Jallianwala Bagh,1
2207,Clock Tower,1
2207,Maharaja Ranjit Singh Fort,1
2207,Maharaja Ranjit Singh War Museum,1
2207,Nehru Rose Garden,1
2207,Payal Fort,1
2208,Lodhi Fort (Purana Qila),1
2208,Maharaja Ranjeet Singh Memorial,1
2208,Maharaja Ranjit Singh War Museum,1
2208,Payal Fort,1
2208,Shiri Guru Ravidas Gate,1
2209,Chaatbir zoo,1
2209,Chattbir Zoo park,1
2209,Chhatbir Zoo Aquatic Santuary,1
2209,Elephant yard,1
2209,Royal Bengal Tiger Area,1
2210,0,1
2210,Fountain Golden Temple,1
