destination_id,name,state,district,latitude,longitude,category,description,activities,best_season,average_budget,recommended_days,family_score,solo_score,couple_score,adventure_score,nature_score,heritage_score,religious_score,nightlife_score,accessibility_score,popularity_score,rating,review_count
4562,Chikhaldara,Maharashtra,Maharashtra,21.4764,77.27578,attraction,"Chikhaldara, nestled in the Amravati district of Maharashtra, is a hidden gem that boasts breathtaking landscapes, rich biodiversity, and a plethora of adventure activities. This hill station, situated at an altitude of 1,088 meters, is the only coffee-growing region in Maharashtra and is home to numerous plantations, dense forests, and a variety of wildlife. The region's rich history dates back to the Megalithic era, with numerous archaeological sites and monuments, including the famous Gavilgarh Fort and the Narnala Fort, showcasing its cultural significance. As a trekker's paradise, Chikhaldara offers numerous trails, ranging from easy to challenging, that cater to all levels of experience and provide breathtaking views of the surrounding landscape.","Trekking & Adventure, Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1963.33,3,8.3,9.7,3.5,8.5,9.0,9.5,3.8,2.5,8.5,1.0,4.5,8392
4563,Melghat Tiger Reserve & Gugamal National Park,Maharashtra,Maharashtra,21.433333,77.25,attraction,"Spanning 2,768 square kilometers across the southern offshoots of the Satpura mountain range (Gawilgarh hills) along the Tapti River, one of India's original nine Project Tiger reserves declared in 1973, famous for steep cliffs, dry deciduous teak forests, Royal Bengal tigers, sloth bears, and the critically endangered Forest Owlet.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,1978.44,1,7.8,9.0,5.1,4.5,9.0,3.1,9.5,0.6,8.5,1.0,4.4,15093
4564,Upper Wardha Dam (Nal Damyanti Sagar),Maharashtra,Maharashtra,21.266667,78.083333,attraction,"Constructed on the Wardha River near Morshi in Amravati district, a massive composite earthfill and gravity dam rising 46 meters with a length of 5,920 meters, creating the expansive Nal Damyanti Sagar reservoir named after the legendary mythological lovers King Nala and Queen Damayanti who ruled the ancient Vidarbha kingdom.",Heritage Exploration & Guided Tours,Oct-Feb,1358.94,3,8.1,6.3,4.4,3.2,3.1,9.5,3.8,3.2,8.5,1.0,4.6,7838
4565,Kapildhar Falls & Manmath Swami Samadhi,Maharashtra,Maharashtra,19.016667,75.833333,attraction,"Situated in a scenic mountain valley 30 km from Beed, a picturesque seasonal waterfall cascading down 150 feet into a natural rock pool, famous as the sacred hermitage and samadhi shrine of the 13th-century Lingayat saint Manmath Swami, featuring an ancient Hemadpanthi temple and annual Kartik Purnima fair.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1510.68,3,8.5,8.4,8.5,4.9,9.0,9.5,9.5,2.9,8.5,0.471,4.0,283
4566,Parli Vaijnath Jyotirlinga,Maharashtra,Maharashtra,18.85,76.533333,attraction,"Perched on a small hillock in Beed district, the fifth sacred Jyotirlinga shrine of Lord Shiva as Vaidyanath (the Divine Physician), renovated in stone by Queen Ahilyabai Holkar, surrounded by medicinal plants and featuring a monumental stone staircase and deepstambhas.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1847.67,1,8.9,7.7,3.8,2.3,9.0,9.5,9.5,2.6,8.5,1.0,4.7,9931
4567,Sautada Waterfall (Rameshwar Waterfall),Maharashtra,Maharashtra,18.916667,75.15,attraction,"Plunging 150 feet down a rugged rocky ravine into a deep natural gorge on the border of Beed and Ahmednagar districts, a roaring seasonal waterfall centered around the ancient Hemadpanthi temple of Lord Rameshwar where Lord Rama is believed to have stopped during his journey south.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Jul-Oct,2032.83,1,8.7,8.6,7.0,2.8,9.0,9.5,9.5,2.5,8.5,1.0,4.7,6407
4568,Yogeshwari Temple Ambajogai,Maharashtra,Maharashtra,18.733333,76.383333,attraction,"Constructed in the 10th-11th century CE during the Yadava dynasty, an exceptionally revered temple dedicated to Goddess Yogeshwari (an incarnation of Durga), revered across Maharashtra as the family deity (Kuldevi) of Chitpavan Konkanastha Brahmins, featuring intricate stone carvings, the samadhi of Marathi literature pioneer Sant Mukundraj, and the poet Kavi Dasopant.",Temple Visit & Spiritual Darshan,Oct-Mar,1668.22,5,8.3,5.2,4.2,1.2,2.3,3.2,9.5,2.5,8.5,1.0,4.7,22736
4569,Ambagarh Fort Bhandara,Maharashtra,Maharashtra,21.466667,79.666667,attraction,"Perched on a forested hill crest in Tumsar taluka, constructed around 1700 CE by Gond Raja Raja Khan of Devgarh and later captured by the Bhonsles of Nagpur who used it as a prison fortress, featuring thick laterite ramparts, deep stepwells, a subterranean tunnel, and ancient temples of Lord Shiva and Hanuman.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,4665.72,1,8.1,8.7,5.2,3.2,9.0,9.5,9.5,3.3,8.5,0.907,4.5,1828
4570,Koka Wildlife Sanctuary Bhandara,Maharashtra,Maharashtra,21.283333,79.8,attraction,"Notified in 2013 across 100 square kilometers of dense teak and bamboo forest in Bhandara district, a critical ecological stepping-stone corridor connecting Nagzira and Navegaon National Parks, sheltering Royal Bengal tigers, leopards, wild dogs (dholes), sloth bears, and seasonal migratory waterbirds on natural woodland lakes.",Nature Walks & Photography,Oct-Feb,852.76,2,8.8,7.8,8.5,1.8,9.0,3.1,3.6,2.9,8.5,0.82,4.2,1598
4571,Nagzira Wildlife Sanctuary,Maharashtra,Maharashtra,21.283333,80.05,attraction,"Nestled in the lush hills of the Bhandara and Gondia districts, a tranquil 152-square-kilometer wildlife sanctuary centered on the shimmering Nagzira Lake, featuring diverse flora, Royal Bengal tigers, leopards, dholes, sambar, and over 160 species of birds.",Nature Walks & Photography,Oct-Feb,1192.71,1,8.1,8.6,8.5,4.4,9.0,1.5,1.1,0.7,8.5,1.0,4.4,13524
4572,Pauni Fort & Wainganga Ghats,Maharashtra,Maharashtra,20.783333,79.633333,attraction,"Surrounded on three sides by the holy Wainganga River, celebrated as the 'Kashi of Vidarbha' for its countless temples, featuring massive medieval stone city walls with defensive moats built by the Bhonsle rulers, and an internationally famous 3rd-century BCE Ashokan Buddhist stupa complex excavated at Jagannath mound.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan, Local Food & Night Markets",Oct-Mar,4479.71,2,8.0,7.0,6.6,3.0,3.1,9.5,9.5,8.0,8.5,0.683,3.9,1173
4573,Dnyanganga Wildlife Sanctuary Buldhana,Maharashtra,Maharashtra,20.666667,76.416667,attraction,"Encompassing 205 square kilometers in Buldhana district around the scenic Dnyanganga and Palashi irrigation reservoirs, a dense southern dry deciduous forest sanctuary famous internationally as the transit territory of the legendary traveling tiger 'Walker' (C1) who walked 3,000 km across Maharashtra, home to leopards, sloth bears, chinkaras, and over 150 species of birds.",Nature Walks & Photography,Oct-Feb,2158.74,2,8.7,8.5,8.5,5.0,9.0,2.2,1.0,0.7,8.5,1.0,4.4,2246
4574,Lonar Crater,Maharashtra,Maharashtra,19.97445,76.49755,attraction,"Lonar Crater, situated in the Buldhana district of Maharashtra, is a fascinating village that boasts a unique blend of natural beauty, cultural heritage, and scientific significance. This quaint village is home to the iconic Lonar Crater, a massive impact crater formed around 52,000 years ago, resulting from a meteorite collision. The crater, approximately 1.8 kilometers in diameter and 150 meters deep, is now a tranquil lake, surrounded by dense forests and rolling hills. As visitors explore the area, they can immerse themselves in the local culture, savoring the traditional cuisine, interacting with the friendly villagers, and unraveling the mysteries of this extraordinary natural phenomenon. The region's diverse landscape, comprising forests, grasslands, and wetlands, supports an incredible array of flora and fauna, making it a paradise for nature enthusiasts, bird watchers, and photographers.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2093.61,3,8.6,8.5,8.5,1.4,9.0,9.5,3.3,2.1,8.5,0.512,4.1,410
4575,Shegaon Shri Gajanan Maharaj Sansthan,Maharashtra,Maharashtra,20.793333,76.693333,attraction,"The sacred seat and samadhi of the revered 19th-century saint Shri Gajanan Maharaj, celebrated across India for its spotless cleanliness, clockwork administrative discipline, free community food (Maha-Prasad), and the adjacent 350-acre spiritual theme park Anand Sagar.",Temple Visit & Spiritual Darshan,Oct-Feb,1784.78,3,8.6,8.0,4.4,3.8,4.6,3.2,9.5,0.8,8.5,1.0,4.8,7404
4576,Sindkhed Raja (Birthplace Palace of Rajmata Jijabai),Maharashtra,Maharashtra,19.966667,76.133333,attraction,"The ancestral royal seat of Sardar Lakhujirao Jadhav in Buldhana district, immortalized in Indian history as the birthplace of Rajmata Jijabai (mother and mentor of Chhatrapati Shivaji Maharaj, born 12 January 1598), featuring the royal Palace of Lakhujirao Jadhav with grand wooden pillars, the underground Nilkantheshwar Temple, and the Rang Mahal.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,4342.1,1,8.9,7.1,5.9,3.1,2.4,9.5,9.5,1.1,8.5,1.0,4.9,11976
4577,Anandwan Warora (Baba Amte's Sanctuary),Maharashtra,Maharashtra,20.233333,79.0,attraction,"Founded in 1949 by legendary humanitarian Baba Amte in Warora, an inspiring 200-acre self-sustaining community and rehabilitation sanctuary for leprosy survivors and persons with disabilities, celebrated globally for turning marginalized lives into dignified farmers, weavers, musicians, and craftsmen.",Trekking & Adventure,Oct-Feb,2159.59,2,7.8,8.7,4.4,8.5,3.7,3.0,4.0,0.7,8.5,1.0,4.5,6062
4578,Gond Raja Fort Chandrapur,Maharashtra,Maharashtra,19.95,79.3,attraction,"Constructed in the 13th century by Gond King Khandkya Ballal Sah on the confluence of the Zarpat and Irai Rivers, the fortified royal capital of the Chandrapur Gond Kingdom, featuring an intact 12-kilometer long continuous stone rampart wall with 4 magnificent entry gates (Jatpura, Pathanpura, Binba, and Anchaleshwar Gates).",Heritage Exploration & Guided Tours,Oct-Feb,4818.09,2,8.9,6.7,5.3,4.0,3.0,9.5,3.3,3.4,8.5,1.0,4.5,13522
4579,Tadoba Andhari Tiger Reserve,Maharashtra,Maharashtra,20.26,79.37,attraction,"Spanning 1,727 square kilometers of dense dry deciduous teak, bamboo, and palas forest centered around Tadoba Lake and the Andhari River, celebrated as one of India's most successful tiger habitats with exceptionally high Royal Bengal tiger sighting probabilities.",Nature Walks & Photography,Oct-Feb,1985.42,2,8.7,9.3,8.5,3.7,9.0,4.1,1.1,3.3,8.5,1.0,4.8,9674
4580,Ajanta and Ellora Caves,Maharashtra,Maharashtra,20.026389,75.179167,attraction,"UNESCO World Heritage rock-cut monuments dating from the 2nd century BCE to the 10th century CE, featuring 30 Buddhist cave murals at Ajanta depicting Jataka tales, and 34 multi-religious caves at Ellora crowned by the monumental Kailasa Temple.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1965.42,1,7.9,7.8,6.4,5.0,4.4,9.5,9.5,0.8,8.5,1.0,4.4,16799
4581,Bibi Ka Maqbara (Taj of the Deccan),Maharashtra,Maharashtra,19.901389,75.320278,attraction,"Commissioned in 1668 by Prince Azam Shah in memory of his mother Rabia-ud-Daurani (Dilras Banu Begum), chief consort of Mughal Emperor Aurangzeb, celebrated as the 'Taj of the Deccan' (Dakkhani Taj) for its striking architectural resemblance to the Agra Taj Mahal, set within charbagh Mughal gardens with reflective pools and marble screens.",Sightseeing & Cultural Discovery,Oct-Feb,2083.01,4,8.4,6.6,4.4,1.1,5.6,4.8,1.1,2.8,8.5,1.0,4.9,19243
4582,Grishneshwar Jyotirlinga Temple,Maharashtra,Maharashtra,20.024722,75.170833,attraction,"Located less than a kilometer from the UNESCO Ellora Caves, the twelfth and final Jyotirlinga shrine of Lord Shiva mentioned in the Shiva Purana, rebuilt in the 18th century by Maharani Ahilyabai Holkar using red basalt stone, featuring a five-tiered South Indian style shikhara and intricately carved pillars.",Temple Visit & Spiritual Darshan,Oct-Mar,1301.35,5,8.8,7.4,4.5,5.0,3.3,3.0,9.5,1.0,8.5,1.0,4.9,22755
4583,Jayakwadi Dam & Bird Sanctuary Paithan,Maharashtra,Maharashtra,19.483333,75.383333,attraction,"Constructed across the holy Godavari River at Paithan, one of the largest earthen dams in Asia (Nath Sagar reservoir), spanning over 350 square kilometers of backwaters that shelter over 200 species of migratory birds (Jayakwadi Bird Sanctuary), bordered by the sprawling Dnyaneshwar Udyan Mughal garden modeled on Mysore's Brindavan Gardens.",Sightseeing & Cultural Discovery,Oct-Feb,876.38,1,7.8,6.4,5.5,4.6,3.1,1.3,2.9,2.3,8.5,1.0,4.6,25506
4584,Mhaismal Hill Station & Girija Bhavani Temple,Maharashtra,Maharashtra,20.083333,75.183333,attraction,"Perched at 3,500 feet in the Sahyadri spur near Khuldabad, an unspoiled hill station celebrated as the 'Mahabaleshwar of Marathwada' for its lush green plateau, cool breezy climate, ancient temple of Girija Bhavani Mata, and a Balaji temple modeled on Tirupati.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,858.07,2,8.5,8.6,4.1,2.7,9.0,9.5,9.5,1.8,8.5,1.0,4.6,3708
4585,Panchakki Medieval Water Mill,Maharashtra,Maharashtra,19.896667,75.316667,attraction,"Constructed in 1695 adjacent to the dargah complex of Sufi saint Baba Shah Musafir, an ingenious medieval water mill that used underground clay earthen pipes to bring spring water from 8 kilometers away to power a millstone that ground grain for pilgrims and orphans without electric power.",Sightseeing & Cultural Discovery,Oct-Feb,1909.84,4,9.2,7.8,4.2,4.6,3.9,3.1,2.6,1.0,8.5,1.0,4.8,10909
4586,Pitalkhora Caves,Maharashtra,Maharashtra,20.3,75.016667,attraction,"Hidden deep within a remote rugged gorge of the Satmala range in Gautala Wildlife Sanctuary, a group of 14 Buddhist rock-cut caves predating even Ajanta (dating to 250 BCE), famous for rare elephant row plinths, Yaksha guardian statues, and an entrance waterfall.",Nature Walks & Photography,Oct-Feb,1330.56,2,8.7,8.3,4.0,4.8,9.0,2.1,1.5,1.8,8.5,0.559,4.1,596
4587,Dharashiv Caves,Maharashtra,Maharashtra,18.233333,76.05,attraction,A set of seven peaceful rock-cut Buddhist and Jain cave shrines dating back to the 5th–8th centuries carved into the hills outside town.,"Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Feb,1633.15,2,8.3,8.2,6.4,3.0,9.0,1.8,9.5,1.7,8.5,0.675,4.2,1020
4588,Naldurg Fort & Pani Mahal,Maharashtra,Maharashtra,17.816667,76.3,attraction,"Sprawling across 3 square kilometers on the Bori River, one of the largest land forts in the Deccan, famous for the engineering marvel of 'Pani Mahal' (Water Pavilion) built by Ali Adil Shah I in 1613 inside a massive basalt dam, where floodwaters cascade over the roof of the royal pleasure chamber during high reservoir levels.",Heritage Exploration & Guided Tours,Oct-Feb,3442.68,2,8.3,6.3,3.4,1.5,2.6,9.5,3.4,3.0,8.5,1.0,4.9,28148
4589,Tuljapur Bhavani Temple,Maharashtra,Maharashtra,18.01,76.07,attraction,"Located on Yamunachala hill, one of the 51 sacred Shakti Peethas and the patron deity (Kulswamini) of the Bhonsle dynasty who gave the divine Bhavani sword to Chhatrapati Shivaji Maharaj, featuring an 8-armed monolithic black stone murti and holy teerthams.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,2183.52,2,9.2,7.6,5.6,3.0,9.0,2.8,9.5,2.5,8.5,1.0,4.8,24774
4590,Laling Fort Dhule,Maharashtra,Maharashtra,20.816667,74.766667,attraction,"Constructed in the 14th century by Malik Raja of the Farooqi Sultanate of Khandesh on a 1,600-foot volcanic rocky hill along National Highway 52, a strategic bastion guarding the trade routes between the Deccan and Malwa, featuring crumbling stone battlements, deep rock-cut water cisterns, and the ancient Hemadpanthi temple of Laling Mata.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,3270.68,1,8.4,7.4,5.3,2.0,9.0,9.5,9.5,1.4,8.5,0.489,3.9,397
4591,Markandeshwar Temple Chamorshi,Maharashtra,Maharashtra,19.983333,79.883333,attraction,"Perched on the northern banks of the sacred Wainganga River at Chamorshi, an exquisite 8th-century temple complex dedicated to Lord Shiva and Sage Markandeya, famed across India as the 'Khajuraho of Vidarbha' for its intricate sandstone bas-reliefs, celestial apsaras, and shikhara architecture.",Temple Visit & Spiritual Darshan,Oct-Mar,1171.35,2,8.6,7.8,4.7,4.6,4.5,4.2,9.5,3.3,8.5,1.0,4.6,5666
4592,Hazra Falls Salekasa Gondia,Maharashtra,Maharashtra,21.316667,80.516667,attraction,"Tucked away in the dense sal and bamboo forests of the Salekasa hills near Darekasa on the Maharashtra-Chhattisgarh border, a breathtaking multi-tiered natural waterfall cascading down volcanic rock formations into natural plunge pools, celebrated as a paradise for eco-campers and hikers.","Trekking & Adventure, Nature Walks & Photography",Oct-Feb,1502.71,2,7.7,9.4,5.9,8.5,9.0,3.1,1.9,1.4,8.5,0.536,4.1,506
4593,Kachargadh Caves,Maharashtra,Maharashtra,21.283333,80.516667,attraction,"A 50-million-year-old natural limestone cave system in the dense forests of Salekasa, reverently maintained as a sacred pilgrimage ground by the Gond community.",Nature Walks & Photography,Oct-Feb,1344.88,4,7.8,8.5,5.0,3.3,9.0,1.4,3.4,1.2,8.5,0.633,4.1,892
4594,Navegaon National Park & Bird Sanctuary,Maharashtra,Maharashtra,20.916667,80.166667,attraction,"Encompassing 134 square kilometers centered around the picturesque 18th-century Navegaon Lake built by Kolu Patel Kohli, home to nearly 60% of all bird species recorded in Maharashtra, including winter migratory waterfowl from Siberia, leopards, sloth bears, and deer.",Nature Walks & Photography,Oct-Feb,962.08,1,8.3,8.4,8.5,1.4,9.0,2.1,4.0,2.1,8.5,1.0,4.6,18068
4595,Aundha Nagnath Jyotirlinga,Maharashtra,Maharashtra,19.533333,77.033333,attraction,"Revered as the eighth of the twelve sacred Shiva Jyotirlingas, situated in the ancient Darukavana forest, an architectural gem built in 13th-century Hemadpanthi style during the Seuna Yadava era, where according to legend the temple miraculously rotated to face Saint Namdev as he sang bhajans.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1733.22,1,8.7,8.7,3.2,2.1,9.0,9.5,9.5,2.0,8.5,1.0,4.9,15235
4596,Yeldari Dam Purna River,Maharashtra,Maharashtra,19.716667,76.733333,attraction,"Constructed on the Purna River near Jintur in Hingoli district, the second largest dam in Marathwada after Jayakwadi, rising 51 meters with a length of 4,923 meters, featuring a 22.5 MW hydroelectric power generating plant and an expansive reservoir flanked by forested hills.",Nature Walks & Photography,Oct-Feb,871.42,2,7.9,8.5,7.0,3.5,9.0,4.0,1.4,1.6,8.5,1.0,4.5,6797
4597,Changdev Maharaj Temple Tapi Confluence,Maharashtra,Maharashtra,21.116667,76.016667,attraction,"Standing on a high promontory at the sacred confluence of the Tapi and Purna Rivers in Jalgaon district, an ancient 11th-century Yadava stone temple dedicated to Lord Shiva, celebrated as the hermitage of the legendary Yogi Changdev Maharaj who according to lore lived for 1,400 years and rode a live tiger with a serpent whip to meet Sant Dnyaneshwar.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Mar,1398.54,2,7.9,7.0,4.9,1.3,5.1,9.5,9.5,2.3,8.5,1.0,4.3,3176
4598,Hatnur Dam & Tapi Bird Wetland,Maharashtra,Maharashtra,21.083333,75.95,attraction,"Constructed on the Tapi River in Bhusawal taluka, a monumental 25-meter-high masonry and earthfill dam that creates one of the richest inland wetland ecosystems in northern Maharashtra, attracting over 20,000 winter migratory waterfowl including bar-headed geese, brahminy shelducks, and painted storks.",Heritage Exploration & Guided Tours,Oct-Feb,875.56,4,8.2,6.5,6.9,2.0,4.7,9.5,3.4,1.3,8.5,0.455,4.1,180
4599,Jyotiba Temple Wadi Ratnagiri,Maharashtra,Maharashtra,16.8,74.183333,attraction,"Perched at 3,124 feet on Wadi Ratnagiri hill near Panhala, a prominent pilgrimage complex founded in 1730 by Ranoji Shinde, enshrining Lord Jyotiba (an incarnation of Brahma, Vishnu, and Shiva with Jamadagni), celebrated for the spectacle of hundreds of thousands of pilgrims scattering pink gulal powder that turns the hill and sky vibrant magenta.","Nature Walks & Photography, Temple Visit & Spiritual Darshan",Oct-Mar,2128.13,1,7.9,7.9,3.3,2.6,9.0,1.6,9.5,3.5,8.5,1.0,4.8,28333
4600,Maharaja's New Palace & Museum Kolhapur,Maharashtra,Maharashtra,16.716667,74.233333,attraction,"Constructed between 1877 and 1884 by British architect Major Charles Mant in black polished basalt, an exquisite Indo-Saracenic royal residence featuring a central clock tower, cusped arches, stained glass depiction of Shivaji's life, and the ground-floor Shree Chhatrapati Shahu Museum exhibiting royal weaponry, hunting trophies, and royal costumes.",Heritage Exploration & Guided Tours,Oct-Mar,4332.63,1,9.1,6.7,5.6,1.9,4.7,9.5,2.2,2.3,8.5,1.0,4.8,23434
4601,Panhala Fort,Maharashtra,Maharashtra,16.8089,74.10823,attraction,"Panhala Fort, situated in the Kolhapur district of Maharashtra, is a treasure trove of history, culture, and natural beauty. This ancient fort, built by Raja Bhoja II in the 13th century, boasts an impressive architecture that showcases the ingenuity of the bygone era. Perched atop a hill, the fort offers panoramic views of the surrounding landscape, with the rolling hills and valleys stretching as far as the eye can see. As a visitor, you can delve into the rich history of the fort, explore the remnants of the past, and immerse yourself in the local culture. The fort's proximity to the Western Ghats also makes it a haven for nature enthusiasts and trekkers, who can explore the lush forests, spot exotic bird species, and embark on thrilling adventures. With its unique blend of history, culture, and natural beauty, Panhala Fort is an ideal destination for those seeking an offbeat experience in rural Maharashtra. The villagers, with their warm hospitality, add to the charm of the place, making visitors feel at home.","Trekking & Adventure, Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,3986.87,1,8.1,9.3,5.4,8.5,9.0,9.5,9.5,1.9,8.5,0.941,4.3,2044
4602,Radhanagari Dam (Laxmi Talav),Maharashtra,Maharashtra,16.416667,73.983333,attraction,"Commissioned in 1907 and completed in 1957 on the Bhogawati River by visionary social reformer Chhatrapati Shahu Maharaj of Kolhapur, an imposing century-old rubble-masonry gravity dam creating the massive Laxmi Reservoir, famous for its 7 automated self-operating siphon gates and bordering the Radhanagari Bison Sanctuary.",Sightseeing & Cultural Discovery,Oct-Feb,1865.0,1,8.8,7.0,6.9,2.7,2.7,3.5,3.5,2.8,8.5,1.0,4.5,20088
4603,Radhanagari Wildlife Sanctuary & Dajipur Bison Haven,Maharashtra,Maharashtra,16.416667,73.966667,attraction,"Inscribed as part of the Western Ghats UNESCO World Heritage site, spanning 351 square kilometers across the southern Sahyadris between the Radhanagari and Kalammawadi reservoirs, famous as Maharashtra's first wildlife sanctuary declared in 1958 specifically to protect the colossal Indian Bison (Gaur), along with leopards, Malabar giant squirrels, and king cobras.","Nature Walks & Photography, Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,1201.53,1,8.4,6.9,6.8,2.8,6.0,9.5,9.5,1.7,8.5,1.0,4.7,16212
4604,Rankala Lake Kolhapur,Maharashtra,Maharashtra,16.691667,74.216667,attraction,"Constructed in the 9th century CE by the Silaharas and embellished by Chhatrapati Shahu Maharaj, an expansive 107-hectare historic lake in Kolhapur, featuring the floating Padmaraje garden, illuminated evening walkways (Choupati), and the grand black stone Italian-Gothic Shalini Palace on its banks.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1767.26,3,8.8,9.0,8.5,4.4,9.0,9.5,3.5,1.7,8.5,1.0,4.4,8048
4605,Shri Mahalakshmi Temple Kolhapur (Ambabai),Maharashtra,Maharashtra,16.694444,74.223056,attraction,"One of the 51 sacred Shakti Peethas, a 7th-century black basalt temple constructed by the Chalukyas, enshrining a 40-kg gemstone-carved idol of Goddess Ambabai (Mahalakshmi), famed for the bi-annual 'Kirnotsav' solar phenomenon.",Temple Visit & Spiritual Darshan,Oct-Mar,1734.2,3,8.6,5.8,6.1,2.4,3.2,2.4,9.5,0.9,8.5,1.0,4.7,10049
4606,Vishalgad Fort & Baji Prabhu Deshpande Memorial,Maharashtra,Maharashtra,16.866667,73.783333,attraction,"Perched at 3,630 feet on an isolated plateau surrounded by sheer cliffs and dense Sahyadri rainforest, originally built in 1058 CE as Khelna and renamed Vishalgad (grand fort) by Shivaji in 1659, renowned for the legendary sacrifice of Baji Prabhu Deshpande at nearby Pavan Khind during Shivaji's escape from Panhala.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,2571.95,1,8.1,9.1,6.4,3.3,9.0,9.5,1.9,3.1,8.5,1.0,4.4,25511
4607,Ausa Fort & Subterranean Moat,Maharashtra,Maharashtra,18.25,76.5,attraction,"Constructed in a natural geographic depression in the 14th century by the Bahmanis and later captured by Malik Ambar in 1605, an exceptional Deccan ground-level fortress built below surrounding terrain levels so its high stone walls remain invisible until one reaches the edge of its 100-foot-wide deep defensive moat.",Heritage Exploration & Guided Tours,Oct-Feb,3817.4,4,7.7,7.2,6.7,4.1,5.8,9.5,1.2,2.3,8.5,1.0,4.5,8302
4608,Ganj Golai Market & Temple Complex Latur,Maharashtra,Maharashtra,18.4,76.583333,attraction,"Constructed in 1917 by town planner Faiyajuddin under the Nizam of Hyderabad, an extraordinary circular two-storeyed architectural monument standing in the exact geometric centre of Latur city, housing the temple of Goddess Jagdamba on its upper floor while serving as the radial hub for 16 radiating commercial market lanes.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan, Local Food & Night Markets",Oct-Mar,1396.56,2,9.0,8.1,4.3,4.3,5.7,9.5,9.5,8.0,8.5,1.0,4.8,8983
4609,Kharosa Caves,Maharashtra,Maharashtra,18.216667,76.683333,attraction,"Carved in the 6th century CE during the Rashtrakuta and Kalachuri periods in a red laterite hill at Kharosa, a group of 12 ancient monolithic rock-cut caves adorned with vivid bas-relief sculptures of Lord Shiva's Nataraja, Ravana shaking Kailash, and Narasimha.","Nature Walks & Photography, Heritage Exploration & Guided Tours",Oct-Feb,1453.85,4,7.3,8.0,3.5,4.1,9.0,9.5,3.1,2.2,8.5,0.469,3.9,316
4610,Udgir Fort & 1759 Battle Citadel,Maharashtra,Maharashtra,18.39,77.116667,attraction,"Constructed in the 12th century by Bahmani rulers and strengthened with massive stone bastions, surrounded by a 40-foot deep dry moat, celebrated as the battlefield of the 1759 Battle of Udgir where the Maratha army under Sadashivrao Bhau routed Nizam Salabat Jung, featuring the underground samadhi shrine of Rishi Udaygiri Maharaj.","Heritage Exploration & Guided Tours, Temple Visit & Spiritual Darshan",Oct-Feb,3701.88,4,8.0,7.4,4.8,3.8,3.2,9.5,9.5,2.5,8.5,1.0,4.7,9133
4611,Chhatrapati Shivaji Maharaj Terminus (CSMT),Maharashtra,Maharashtra,18.935006,72.877647,attraction,"Designed by F.W. Stevens and completed in 1887, an UNESCO World Heritage site and the headquarters of Central Railway, blending Victorian Italianate Gothic Revival and traditional Indian Mughal architecture.",Heritage Exploration & Guided Tours,Oct-Feb,1591.2,1,8.9,6.4,6.9,1.2,3.5,9.5,2.1,3.1,8.5,1.0,4.9,5949
4612,Gateway of India,Maharashtra,Maharashtra,18.922456,72.834778,attraction,"Built between 1911 and 1924 to commemorate the landing of King George V and Queen Mary, an imposing 85-foot yellow basalt triumphal arch overlooking Mumbai Harbor where the last British troops departed India in 1948.",Sightseeing & Cultural Discovery,Oct-Feb,1495.22,2,8.9,7.3,5.3,3.7,2.5,5.0,2.6,0.8,8.5,1.0,4.4,87542
4613,Nehru Planetarium Mumbai,Maharashtra,Maharashtra,19.0089,72.877778,attraction,"Inaugurated in 1977 as part of the Nehru Centre at Worli, featuring an immense domed sky theater presenting high-definition astronomy presentations, lunar models, and telescope stargazing.",Sightseeing & Cultural Discovery,Oct-Feb,1602.68,2,9.4,6.2,6.5,4.2,2.2,2.9,3.8,0.9,8.5,1.0,4.9,12234
