user_id,age_group,budget,travel_style,preferred_categories,preferred_activities
usr-0726,18-25,mid,nature,spiritual,"nightlife, adventure, spiritual, long_trip"
usr-0727,26-35,mid,wildlife,"heritage, wildlife, cultural","family, budget, food, wildlife"
usr-0728,18-25,mid,wildlife,heritage,"short_trip, adventure, family"
usr-0729,18-25,mid,nature,"cultural, urban, beach","heritage, mountain, food, long_trip"
usr-0730,26-35,mid,spiritual,hill_station,"long_trip, solo, mountain"
usr-0731,18-25,mid,spiritual,"hill_station, beach, wildlife","luxury, wildlife, shopping, couple"
usr-0732,18-25,budget,cultural,"nature, urban, hill_station","couple, luxury, shopping, mountain"
usr-0733,26-35,mid,heritage,"hill_station, cultural","nature, beach, nightlife, solo"
usr-0734,36-50,mid,wildlife,nature,"short_trip, beach, spiritual, shopping"
usr-0735,26-35,budget,wildlife,"beach, cultural","long_trip, beach, family"
usr-0736,26-35,budget,cultural,nature,"family, heritage, nightlife"
usr-0737,26-35,budget,heritage,"hill_station, spiritual, nature","nightlife, food, luxury"
usr-0738,36-50,mid,cultural,spiritual,"mountain, nature, adventure"
usr-0739,50+,budget,cultural,"beach, wildlife","shopping, couple, adventure, wildlife"
usr-0740,26-35,mid,adventure,"urban, cultural","nature, spiritual"
usr-0741,26-35,mid,beach,"cultural, spiritual, hill_station","adventure, nature, food"
usr-0742,26-35,mid,cultural,"wildlife, heritage","nightlife, wildlife"
usr-0743,26-35,mid,cultural,urban,"food, long_trip, couple, budget"
usr-0744,50+,luxury,cultural,urban,"family, long_trip, luxury, spiritual"
usr-0745,26-35,budget,wildlife,"adventure, cultural, nature","food, nightlife"
usr-0746,50+,mid,nature,adventure,"luxury, shopping, family, short_trip"
usr-0747,18-25,budget,wildlife,beach,"beach, nature, long_trip"
usr-0748,36-50,mid,adventure,spiritual,"spiritual, couple, budget"
usr-0749,26-35,budget,beach,"hill_station, nature, cultural","luxury, nightlife, mountain, food"
usr-0750,36-50,budget,spiritual,"beach, nature","wildlife, heritage, mountain, spiritual"
usr-0751,26-35,mid,spiritual,wildlife,"couple, mountain"
usr-0752,18-25,budget,beach,"wildlife, hill_station","solo, shopping, mountain"
usr-0753,50+,luxury,wildlife,urban,"beach, solo, budget, heritage"
usr-0754,18-25,mid,beach,"adventure, beach","mountain, couple, wildlife"
usr-0755,18-25,mid,spiritual,hill_station,"couple, long_trip"
usr-0756,26-35,mid,beach,"urban, hill_station, spiritual","shopping, couple"
usr-0757,18-25,budget,nature,spiritual,"nightlife, adventure"
usr-0758,26-35,mid,heritage,"spiritual, cultural","long_trip, family"
usr-0759,36-50,budget,adventure,adventure,"solo, budget, heritage, beach"
usr-0760,26-35,mid,wildlife,adventure,"nature, beach, short_trip"
usr-0761,18-25,luxury,beach,"wildlife, hill_station, cultural","heritage, mountain"
usr-0762,26-35,mid,wildlife,"adventure, hill_station","budget, shopping"
usr-0763,36-50,mid,cultural,adventure,"wildlife, adventure, nature, family"
usr-0764,18-25,luxury,cultural,adventure,"luxury, heritage"
usr-0765,26-35,mid,cultural,hill_station,"short_trip, wildlife, beach"
usr-0766,36-50,mid,nature,"heritage, spiritual","nightlife, family, food, beach"
usr-0767,36-50,mid,nature,heritage,"luxury, heritage, spiritual"
usr-0768,18-25,mid,beach,heritage,"mountain, shopping"
usr-0769,26-35,mid,nature,"cultural, wildlife","food, solo, nature"
usr-0770,26-35,budget,wildlife,"spiritual, urban, adventure","beach, solo, family"
usr-0771,36-50,budget,heritage,heritage,"nature, family"
usr-0772,50+,mid,heritage,"nature, wildlife","long_trip, food, budget, adventure"
usr-0773,18-25,budget,wildlife,"adventure, hill_station, nature","short_trip, long_trip, nightlife"
usr-0774,50+,mid,cultural,"hill_station, spiritual","wildlife, couple, heritage"
usr-0775,18-25,luxury,beach,"nature, adventure, spiritual","nature, heritage, adventure, beach"
usr-0776,26-35,mid,heritage,"urban, cultural","shopping, luxury"
usr-0777,36-50,mid,spiritual,nature,"nature, food, spiritual, adventure"
usr-0778,18-25,mid,wildlife,"hill_station, urban","food, heritage, shopping, nature"
usr-0779,36-50,budget,beach,"hill_station, cultural, heritage","couple, wildlife"
usr-0780,26-35,budget,spiritual,wildlife,"beach, luxury, long_trip, shopping"
usr-0781,26-35,budget,beach,"adventure, spiritual, cultural","mountain, spiritual, long_trip"
usr-0782,18-25,mid,heritage,"adventure, spiritual","nature, solo, wildlife"
usr-0783,26-35,mid,beach,"wildlife, adventure, nature","beach, spiritual, couple"
usr-0784,26-35,luxury,nature,"urban, hill_station","beach, heritage"
usr-0785,18-25,mid,adventure,nature,"spiritual, solo, budget"
usr-0786,18-25,budget,heritage,"adventure, wildlife","beach, mountain, adventure"
usr-0787,36-50,budget,beach,"adventure, wildlife, spiritual","spiritual, mountain, food"
usr-0788,18-25,mid,spiritual,"urban, adventure","beach, nightlife, solo, nature"
usr-0789,36-50,luxury,adventure,hill_station,"short_trip, luxury"
usr-0790,26-35,budget,heritage,"wildlife, urban, beach","couple, adventure"
usr-0791,26-35,mid,wildlife,urban,"nature, luxury, spiritual"
usr-0792,26-35,mid,beach,"adventure, hill_station, nature","mountain, solo, budget, nightlife"
usr-0793,36-50,mid,wildlife,"cultural, spiritual","nightlife, long_trip, nature, beach"
usr-0794,36-50,mid,beach,"heritage, hill_station, wildlife","heritage, long_trip, mountain"
usr-0795,18-25,luxury,spiritual,spiritual,"short_trip, budget"
usr-0796,36-50,budget,wildlife,"wildlife, cultural, urban","couple, shopping"
usr-0797,18-25,budget,wildlife,"spiritual, adventure, heritage","mountain, couple, adventure, nature"
usr-0798,36-50,budget,nature,"wildlife, hill_station","food, couple"
usr-0799,18-25,luxury,beach,nature,"beach, solo"
usr-0800,26-35,budget,beach,cultural,"heritage, luxury"
usr-0801,18-25,luxury,heritage,spiritual,"luxury, wildlife, shopping"
usr-0802,36-50,mid,spiritual,"cultural, beach","wildlife, spiritual, beach"
usr-0803,18-25,mid,beach,nature,"heritage, family"
usr-0804,26-35,luxury,heritage,"cultural, adventure","spiritual, nightlife"
usr-0805,18-25,budget,cultural,"heritage, nature, wildlife","solo, budget, nature"
usr-0806,18-25,mid,nature,"heritage, spiritual, nature","couple, luxury"
usr-0807,18-25,mid,adventure,"heritage, beach, nature","family, budget, shopping"
usr-0808,26-35,mid,cultural,"heritage, beach, nature","heritage, wildlife, spiritual"
usr-0809,26-35,mid,adventure,"nature, urban","short_trip, couple, solo, food"
usr-0810,36-50,luxury,cultural,"spiritual, nature, adventure","luxury, wildlife, shopping"
usr-0811,50+,mid,heritage,wildlife,"food, wildlife, solo, nightlife"
usr-0812,36-50,luxury,heritage,"urban, spiritual, wildlife","spiritual, luxury, heritage"
usr-0813,26-35,mid,spiritual,"spiritual, hill_station, urban","long_trip, heritage, family, beach"
usr-0814,36-50,mid,wildlife,"nature, urban, adventure","long_trip, couple"
usr-0815,50+,budget,beach,heritage,"family, food, mountain, beach"
usr-0816,26-35,budget,wildlife,urban,"shopping, long_trip, nightlife, nature"
usr-0817,18-25,budget,beach,"heritage, hill_station, wildlife","heritage, luxury"
usr-0818,36-50,budget,cultural,hill_station,"beach, short_trip, wildlife"
usr-0819,50+,budget,spiritual,"urban, beach, hill_station","wildlife, heritage, beach, budget"
usr-0820,26-35,luxury,spiritual,"beach, cultural","couple, food, nature"
usr-0821,18-25,mid,nature,nature,"food, budget, nightlife"
usr-0822,36-50,budget,cultural,"hill_station, adventure","couple, luxury, mountain, adventure"
usr-0823,18-25,mid,adventure,"wildlife, urban, spiritual","adventure, wildlife, spiritual"
usr-0824,18-25,budget,nature,"heritage, beach","long_trip, short_trip, spiritual, budget"
usr-0825,18-25,luxury,nature,cultural,"spiritual, wildlife, solo"
usr-0826,18-25,mid,beach,wildlife,"nature, beach"
usr-0827,26-35,mid,heritage,wildlife,"spiritual, adventure"
usr-0828,26-35,budget,beach,heritage,"budget, solo, couple"
usr-0829,18-25,mid,heritage,hill_station,"mountain, family, budget"
usr-0830,26-35,budget,adventure,urban,"budget, couple, shopping"
usr-0831,18-25,mid,adventure,"heritage, hill_station","spiritual, nightlife"
usr-0832,36-50,budget,heritage,"cultural, spiritual, beach","long_trip, nightlife"
usr-0833,36-50,budget,beach,wildlife,"heritage, family, food"
usr-0834,26-35,budget,wildlife,"nature, urban, heritage","shopping, family"
usr-0835,26-35,luxury,spiritual,"urban, cultural","solo, food, beach, budget"
usr-0836,36-50,budget,spiritual,adventure,"heritage, luxury, adventure"
usr-0837,18-25,budget,beach,"heritage, hill_station, wildlife","luxury, nature"
usr-0838,26-35,mid,beach,"beach, cultural","family, heritage"
usr-0839,26-35,budget,cultural,"hill_station, cultural","beach, spiritual"
usr-0840,26-35,mid,wildlife,"adventure, wildlife, nature","adventure, spiritual, short_trip, budget"
usr-0841,26-35,mid,adventure,"cultural, nature","nightlife, food, spiritual, mountain"
usr-0842,36-50,mid,nature,beach,"couple, food"
usr-0843,26-35,luxury,adventure,cultural,"budget, solo"
usr-0844,18-25,budget,beach,heritage,"beach, wildlife, heritage, long_trip"
usr-0845,18-25,budget,cultural,"hill_station, urban","couple, wildlife, nightlife, nature"
usr-0846,18-25,mid,wildlife,"heritage, cultural, urban","wildlife, budget"
usr-0847,36-50,mid,heritage,"wildlife, urban, cultural","food, beach, shopping"
usr-0848,26-35,mid,wildlife,"beach, heritage, adventure","budget, solo, nature"
usr-0849,26-35,budget,nature,"urban, adventure, wildlife","beach, luxury"
usr-0850,26-35,budget,spiritual,"adventure, spiritual, wildlife","heritage, beach, shopping"
usr-0851,36-50,budget,cultural,"wildlife, adventure, hill_station","beach, family, food, mountain"
usr-0852,26-35,budget,heritage,"adventure, wildlife","long_trip, family, budget, spiritual"
usr-0853,18-25,budget,nature,"beach, nature, spiritual","solo, short_trip, adventure"
usr-0854,26-35,mid,nature,"wildlife, heritage, urban","wildlife, short_trip, heritage, long_trip"
usr-0855,36-50,mid,spiritual,"wildlife, cultural","solo, short_trip, nature"
usr-0856,26-35,budget,beach,urban,"family, budget, beach"
usr-0857,36-50,budget,adventure,beach,"adventure, mountain, nature"
usr-0858,26-35,budget,cultural,"spiritual, cultural","budget, short_trip"
usr-0859,18-25,budget,wildlife,adventure,"nature, short_trip"
usr-0860,26-35,mid,nature,"beach, spiritual","heritage, family"
usr-0861,26-35,mid,nature,beach,"adventure, couple"
usr-0862,18-25,mid,heritage,cultural,"short_trip, beach"
usr-0863,36-50,mid,beach,"cultural, wildlife","long_trip, nature, solo"
usr-0864,26-35,budget,wildlife,"spiritual, urban","luxury, solo"
usr-0865,36-50,mid,heritage,"nature, adventure, heritage","nightlife, luxury, solo, heritage"
usr-0866,36-50,mid,nature,urban,"couple, long_trip"
usr-0867,18-25,mid,cultural,"nature, spiritual, cultural","short_trip, luxury, nature"
usr-0868,26-35,luxury,spiritual,"urban, cultural","luxury, adventure"
usr-0869,36-50,budget,nature,urban,"short_trip, wildlife, beach"
usr-0870,26-35,luxury,nature,"nature, spiritual","adventure, shopping, nature"
usr-0871,26-35,budget,beach,beach,"heritage, food, adventure"
usr-0872,26-35,mid,heritage,"heritage, spiritual, nature","short_trip, wildlife, nightlife, family"
usr-0873,26-35,budget,wildlife,"adventure, spiritual, urban","beach, spiritual, long_trip"
usr-0874,36-50,mid,cultural,"wildlife, spiritual, cultural","family, solo, luxury, mountain"
usr-0875,26-35,budget,heritage,"wildlife, cultural, hill_station","food, adventure, heritage, long_trip"
usr-0876,36-50,luxury,wildlife,"cultural, adventure","budget, nightlife"
usr-0877,36-50,mid,heritage,"spiritual, nature, hill_station","family, solo"
usr-0878,36-50,luxury,heritage,hill_station,"mountain, food, nature, adventure"
usr-0879,36-50,budget,heritage,"adventure, spiritual, hill_station","nightlife, heritage, nature"
usr-0880,50+,mid,adventure,spiritual,"wildlife, heritage"
usr-0881,26-35,luxury,wildlife,urban,"long_trip, couple, shopping"
usr-0882,18-25,budget,adventure,"adventure, nature, spiritual","family, mountain"
usr-0883,18-25,budget,beach,nature,"mountain, budget"
usr-0884,26-35,luxury,beach,"adventure, cultural","budget, beach"
usr-0885,26-35,budget,spiritual,"nature, hill_station","couple, adventure, luxury"
usr-0886,36-50,budget,beach,"urban, hill_station","beach, short_trip, solo"
usr-0887,26-35,budget,heritage,cultural,"spiritual, wildlife"
usr-0888,36-50,mid,nature,"wildlife, nature","family, mountain, short_trip, shopping"
usr-0889,18-25,budget,spiritual,heritage,"long_trip, family, beach, short_trip"
usr-0890,50+,budget,nature,"adventure, heritage, hill_station","family, short_trip"
usr-0891,26-35,mid,cultural,heritage,"mountain, spiritual, family, nightlife"
usr-0892,26-35,budget,wildlife,"spiritual, urban","spiritual, food"
usr-0893,26-35,luxury,spiritual,"hill_station, adventure","wildlife, heritage, nature, adventure"
usr-0894,26-35,budget,nature,"urban, wildlife","beach, heritage, nature, wildlife"
usr-0895,26-35,mid,beach,wildlife,"nature, spiritual"
usr-0896,26-35,mid,spiritual,"heritage, urban, hill_station","heritage, nightlife, shopping, luxury"
usr-0897,18-25,budget,nature,"urban, nature","solo, luxury, wildlife, short_trip"
usr-0898,50+,luxury,heritage,"wildlife, hill_station, spiritual","couple, heritage"
usr-0899,26-35,budget,nature,cultural,"luxury, budget, family"
usr-0900,50+,mid,cultural,spiritual,"budget, nightlife, short_trip"
usr-0901,50+,budget,wildlife,beach,"wildlife, beach, solo, short_trip"
usr-0902,36-50,luxury,heritage,"beach, cultural","heritage, long_trip, shopping, wildlife"
usr-0903,18-25,mid,nature,"beach, hill_station, spiritual","luxury, wildlife"
usr-0904,18-25,budget,spiritual,cultural,"luxury, nature, nightlife, adventure"
usr-0905,26-35,budget,nature,"nature, beach, heritage","heritage, couple, nightlife"
usr-0906,18-25,mid,beach,"spiritual, heritage","adventure, food, wildlife"
usr-0907,36-50,luxury,adventure,"beach, nature, urban","couple, budget, food"
usr-0908,18-25,mid,nature,"spiritual, hill_station","budget, spiritual"
usr-0909,18-25,mid,nature,hill_station,"nightlife, mountain"
usr-0910,26-35,mid,beach,"wildlife, cultural","nightlife, budget"
usr-0911,36-50,mid,spiritual,hill_station,"couple, wildlife"
usr-0912,26-35,mid,cultural,cultural,"adventure, beach"
usr-0913,26-35,budget,spiritual,"heritage, cultural, urban","spiritual, luxury, food, short_trip"
usr-0914,26-35,mid,heritage,"nature, hill_station","solo, long_trip"
usr-0915,18-25,mid,spiritual,adventure,"shopping, short_trip"
usr-0916,26-35,mid,cultural,"spiritual, heritage, wildlife","couple, nature"
usr-0917,18-25,budget,adventure,"urban, spiritual","wildlife, short_trip"
usr-0918,26-35,mid,adventure,hill_station,"nightlife, mountain"
usr-0919,26-35,mid,heritage,"wildlife, urban","spiritual, long_trip, beach, nature"
usr-0920,26-35,budget,nature,"cultural, wildlife, urban","nightlife, shopping"
usr-0921,18-25,luxury,beach,wildlife,"heritage, luxury, short_trip"
usr-0922,36-50,mid,wildlife,adventure,"food, adventure, nightlife, long_trip"
usr-0923,50+,budget,nature,beach,"family, food"
usr-0924,26-35,budget,heritage,"wildlife, heritage, beach","wildlife, long_trip, nightlife, budget"
usr-0925,26-35,mid,wildlife,"hill_station, wildlife, cultural","long_trip, nature"
usr-0926,26-35,luxury,heritage,"urban, wildlife, spiritual","short_trip, budget, luxury, family"
usr-0927,36-50,luxury,adventure,"urban, adventure, beach","adventure, shopping, wildlife, beach"
usr-0928,18-25,mid,cultural,"cultural, urban, hill_station","short_trip, spiritual, solo"
usr-0929,36-50,mid,heritage,cultural,"beach, short_trip, luxury, family"
usr-0930,36-50,mid,spiritual,"beach, heritage, hill_station","couple, food, family"
usr-0931,36-50,luxury,heritage,"nature, adventure, wildlife","luxury, shopping, short_trip, heritage"
usr-0932,26-35,mid,spiritual,"adventure, wildlife, heritage","mountain, beach, family"
usr-0933,50+,luxury,cultural,"adventure, heritage, beach","nightlife, heritage"
usr-0934,36-50,budget,adventure,"hill_station, beach","long_trip, wildlife, shopping, budget"
usr-0935,36-50,budget,wildlife,"spiritual, cultural","shopping, family, couple, heritage"
usr-0936,18-25,budget,adventure,wildlife,"shopping, budget, heritage, solo"
usr-0937,18-25,budget,wildlife,"urban, heritage","long_trip, nightlife, solo, budget"
usr-0938,26-35,budget,beach,"heritage, urban","beach, short_trip, budget"
usr-0939,26-35,budget,spiritual,wildlife,"shopping, budget"
usr-0940,26-35,budget,beach,"heritage, adventure","solo, mountain, nature"
usr-0941,18-25,mid,beach,adventure,"short_trip, long_trip"
usr-0942,36-50,luxury,cultural,"spiritual, urban, beach","beach, nature"
usr-0943,36-50,mid,wildlife,heritage,"spiritual, long_trip, food"
usr-0944,26-35,budget,spiritual,adventure,"nightlife, family"
usr-0945,36-50,mid,spiritual,"spiritual, heritage","luxury, couple, long_trip"
usr-0946,26-35,budget,heritage,spiritual,"family, beach, luxury"
usr-0947,26-35,budget,beach,nature,"solo, short_trip, family, luxury"
usr-0948,26-35,mid,nature,nature,"mountain, shopping, budget, nature"
usr-0949,26-35,mid,wildlife,"wildlife, nature","shopping, mountain"
usr-0950,18-25,mid,cultural,"spiritual, adventure","wildlife, short_trip, beach, long_trip"
usr-0951,36-50,budget,nature,"hill_station, nature","family, shopping"
usr-0952,18-25,budget,beach,heritage,"shopping, adventure"
usr-0953,36-50,mid,wildlife,"beach, cultural","family, mountain"
usr-0954,26-35,mid,heritage,hill_station,"shopping, budget, spiritual, nature"
usr-0955,26-35,mid,heritage,heritage,"family, mountain"
usr-0956,26-35,budget,spiritual,heritage,"shopping, family"
usr-0957,18-25,budget,wildlife,"hill_station, heritage, nature","wildlife, luxury"
usr-0958,26-35,budget,nature,adventure,"long_trip, spiritual"
usr-0959,26-35,budget,beach,adventure,"long_trip, budget"
usr-0960,50+,budget,cultural,"beach, nature","mountain, budget, solo, nightlife"
usr-0961,36-50,budget,heritage,urban,"couple, nightlife, short_trip"
usr-0962,26-35,mid,spiritual,urban,"nature, budget"
usr-0963,50+,luxury,heritage,"beach, nature","spiritual, luxury, food"
usr-0964,18-25,luxury,nature,"spiritual, hill_station, adventure","mountain, adventure"
usr-0965,36-50,budget,beach,heritage,"long_trip, budget, food, shopping"
usr-0966,18-25,mid,nature,"spiritual, urban","beach, food, mountain"
usr-0967,18-25,budget,adventure,"urban, cultural","budget, long_trip"
usr-0968,26-35,mid,adventure,"cultural, hill_station","spiritual, beach, shopping, food"
usr-0969,26-35,luxury,adventure,"heritage, beach","mountain, solo"
usr-0970,36-50,mid,adventure,wildlife,"wildlife, nature, shopping, family"
usr-0971,26-35,budget,cultural,"spiritual, cultural, wildlife","heritage, budget, couple"
usr-0972,18-25,budget,wildlife,"spiritual, beach","spiritual, short_trip, budget"
usr-0973,26-35,luxury,spiritual,wildlife,"budget, nightlife, mountain"
usr-0974,36-50,mid,nature,"adventure, nature, hill_station","adventure, food, spiritual"
usr-0975,36-50,luxury,beach,heritage,"wildlife, long_trip"
usr-0976,26-35,budget,wildlife,"adventure, urban, cultural","food, mountain, adventure, shopping"
usr-0977,50+,budget,cultural,"urban, beach","couple, long_trip"
usr-0978,18-25,budget,beach,wildlife,"shopping, budget, luxury"
usr-0979,18-25,budget,spiritual,wildlife,"luxury, long_trip, solo"
usr-0980,26-35,budget,spiritual,"nature, heritage, wildlife","couple, long_trip"
usr-0981,36-50,mid,nature,cultural,"food, nature"
usr-0982,50+,mid,nature,wildlife,"nightlife, short_trip, long_trip"
usr-0983,26-35,mid,spiritual,heritage,"short_trip, luxury, shopping, nature"
usr-0984,26-35,budget,beach,"beach, hill_station","nature, short_trip"
usr-0985,26-35,mid,heritage,"hill_station, spiritual, heritage","long_trip, short_trip, food"
usr-0986,26-35,mid,cultural,"urban, wildlife, cultural","wildlife, beach"
usr-0987,18-25,mid,adventure,"adventure, hill_station","budget, spiritual"
usr-0988,36-50,luxury,adventure,heritage,"short_trip, long_trip"
usr-0989,18-25,mid,beach,"nature, urban, cultural","adventure, nightlife, long_trip"
usr-0990,36-50,mid,wildlife,"wildlife, spiritual, beach","family, short_trip, budget"
usr-0991,26-35,mid,spiritual,spiritual,"short_trip, couple, food, shopping"
usr-0992,36-50,budget,spiritual,"beach, spiritual","adventure, heritage, couple"
usr-0993,36-50,mid,spiritual,heritage,"wildlife, budget, long_trip"
usr-0994,18-25,budget,beach,cultural,"solo, wildlife, long_trip, food"
usr-0995,26-35,mid,wildlife,"heritage, wildlife","food, solo, family, luxury"
usr-0996,26-35,mid,adventure,heritage,"shopping, nightlife"
usr-0997,50+,mid,wildlife,cultural,"luxury, solo, wildlife, family"
usr-0998,36-50,mid,cultural,"wildlife, cultural, heritage","short_trip, nightlife, budget, couple"
usr-0999,36-50,budget,cultural,"nature, adventure","short_trip, food, nature"
usr-1000,18-25,mid,adventure,"beach, urban, wildlife","wildlife, luxury"
